Geometry,County,Total cases,Total deaths,Cases this week,Deaths this week,"Cases this week per 100,000","Deaths this week per 100,000",Change in cases this week,Positivity rate this week,Community transmission level,Population,"Total cases per 100,000","Total deaths per 100,000"
"{""type"":""Polygon"",""coordinates"":[[[-86.10608599999999,34.200756],[-86.048465,34.199569],[-85.843617,34.200006],[-85.84146799999999,34.111095999999996],[-85.83320499999999,34.109944],[-85.811967,34.125096],[-85.791007,34.125096],[-85.797071,34.100179],[-85.73713699999999,33.989202999999996],[-85.738975,33.96846],[-85.740968,33.935300999999995],[-85.811032,33.947067],[-85.84617399999999,33.95726],[-85.846387,33.950019999999995],[-85.881768,33.950299],[-85.881868,33.943099],[-85.89966799999999,33.942999],[-85.899568,33.906399],[-85.934269,33.906397999999996],[-85.93446899999999,33.920998],[-85.951769,33.920898],[-85.951769,33.913598],[-85.96916999999999,33.914598],[-85.96916999999999,33.892897999999995],[-85.98647,33.893698],[-85.98637,33.879197999999995],[-85.99497,33.879598],[-85.99516899999999,33.864897],[-86.02147099999999,33.866098],[-86.021271,33.851498],[-86.048772,33.852698],[-86.049072,33.841598],[-86.065272,33.842197999999996],[-86.055071,33.845222],[-86.056979,33.85778],[-86.073123,33.865783],[-86.096668,33.861365],[-86.10889,33.881202],[-86.11247399999999,33.903998],[-86.14271699999999,33.899391],[-86.149202,33.920564999999996],[-86.16537,33.926578],[-86.168089,33.965181],[-86.192669,33.973712],[-86.18976599999999,33.983454],[-86.199164,33.988918],[-86.230207,33.982787],[-86.25158499999999,33.965604],[-86.267871,33.975359],[-86.274422,33.988628],[-86.290127,33.983719],[-86.31897699999999,33.952264],[-86.325622,33.940146999999996],[-86.37015199999999,33.939769999999996],[-86.339337,33.971484],[-86.332723,33.986109],[-86.332388,34.046479999999995],[-86.322662,34.072288],[-86.303516,34.099073],[-86.206107,34.17265],[-86.18795999999999,34.183690999999996],[-86.167161,34.187466],[-86.105611,34.186232],[-86.10608599999999,34.200756]]]}",Etowah County,33673,690,71,0,69.4,0,-44.1%,18.3%,HIGH,103436,32554,667
"{""type"":""Polygon"",""coordinates"":[[[-87.951785,33.91993],[-87.863239,33.919511],[-87.739581,33.914722999999995],[-87.635932,33.915251],[-87.63604,33.871998999999995],[-87.53160199999999,33.867618],[-87.531471,33.828723],[-87.52833799999999,33.692049],[-87.42384299999999,33.689112],[-87.423701,33.602095999999996],[-87.584633,33.607169],[-87.63171799999999,33.609833],[-87.63161,33.580669],[-87.66663299999999,33.579806999999995],[-87.66666099999999,33.521667],[-87.73665199999999,33.519568],[-87.840683,33.524839],[-87.946519,33.524065],[-87.947203,33.700438999999996],[-87.951832,33.85942],[-87.951785,33.91993]]]}",Fayette County,5800,99,7,0,43.1,0,-61.1%,8.3%,SUBSTANTIAL,16321,35537,607
"{""type"":""Polygon"",""coordinates"":[[[-88.156292,34.463214],[-88.139988,34.581703],[-87.952122,34.575114],[-87.75003199999999,34.571912],[-87.52966699999999,34.567081],[-87.531024,34.407996],[-87.52972199999999,34.304598],[-87.634725,34.306996999999996],[-87.719028,34.309996999999996],[-87.822931,34.310997],[-87.939933,34.313196],[-88.05823099999999,34.316646],[-88.173632,34.321054],[-88.156292,34.463214]]]}",Franklin County,11805,151,25,0,79.3,0,-51%,19%,HIGH,32113,36761,470
"{""type"":""Polygon"",""coordinates"":[[[-85.79140199999999,31.196348999999998],[-85.71033299999999,31.195172999999997],[-85.58573299999999,31.194875],[-85.48576,31.199886],[-85.48539799999999,31.121734999999997],[-85.48670899999999,31.031865],[-85.488298,30.997063999999998],[-85.497992,30.996931],[-85.749619,30.995292],[-85.87493099999999,30.993617999999998],[-86.035039,30.993319999999997],[-86.12154,30.992884],[-86.187246,30.994021],[-86.190355,31.003061],[-86.192948,31.119152],[-86.19347599999999,31.192213],[-86.12548199999999,31.192753999999997],[-85.999042,31.195777],[-85.79140199999999,31.196348999999998]]]}",Geneva County,7730,171,22,0,83.3,0,-24.1%,20.6%,HIGH,26659,28996,641
"{""type"":""Polygon"",""coordinates"":[[[-88.171852,32.99586],[-88.171757,33.008668],[-88.142928,33.02536],[-88.150184,33.036428],[-88.115209,33.041804],[-88.086075,33.036246999999996],[-88.073593,33.044517],[-88.077783,33.052695],[-88.06499699999999,33.051344],[-88.046311,33.035925999999996],[-88.031568,33.042155],[-88.039371,33.053635],[-88.03148,33.061284],[-88.00478199999999,33.073462],[-87.989516,33.073143],[-87.981493,33.080615],[-87.96834799999999,33.078235],[-87.954337,33.091549],[-87.94691,33.108137],[-87.876792,33.13919],[-87.837521,33.153636999999996],[-87.838985,33.093961],[-87.831459,33.093857],[-87.832233,33.017258],[-87.710995,33.017721],[-87.71570899999999,33.006824],[-87.707381,32.99756],[-87.712491,32.986008999999996],[-87.727863,32.985813],[-87.735327,32.974573],[-87.750357,32.978068],[-87.73870699999999,32.958903],[-87.747716,32.949048999999995],[-87.729941,32.949258],[-87.740116,32.936847],[-87.77473499999999,32.927424],[-87.775016,32.920015],[-87.75996099999999,32.907098999999995],[-87.782929,32.895375],[-87.80421799999999,32.897523],[-87.812682,32.877606],[-87.822125,32.880522],[-87.820144,32.864937999999995],[-87.831586,32.864866],[-87.831749,32.840505],[-87.819865,32.836393],[-87.813178,32.810176],[-87.82163299999999,32.794455],[-87.853921,32.772186999999995],[-87.864892,32.773696],[-87.870502,32.761829999999996],[-87.86029599999999,32.756721999999996],[-87.836018,32.759820999999995],[-87.83520399999999,32.769053],[-87.82317599999999,32.765895],[-87.808284,32.752372],[-87.807411,32.733812],[-87.820842,32.733545],[-87.82976599999999,32.725252999999995],[-87.83077,32.712855999999995],[-87.814668,32.706629],[-87.796043,32.715632],[-87.796532,32.698444],[-87.786571,32.682480999999996],[-87.79392299999999,32.666128],[-87.787661,32.654162],[-87.76966399999999,32.649768],[-87.752319,32.659396],[-87.743158,32.651742999999996],[-87.753061,32.633583],[-87.773803,32.641705],[-87.813401,32.633874999999996],[-87.798436,32.610447],[-87.783271,32.605230999999996],[-87.75412899999999,32.614454],[-87.748723,32.612815999999995],[-87.73692799999999,32.589689],[-87.754224,32.582859],[-87.769206,32.568180999999996],[-87.769961,32.577798],[-87.787701,32.582288999999996],[-87.788904,32.560342],[-87.80095899999999,32.558890999999996],[-87.797775,32.543709],[-87.812559,32.52456],[-87.82338299999999,32.520443],[-87.822317,32.543748],[-87.84514399999999,32.546687],[-87.85342,32.532086],[-87.87381099999999,32.544286],[-87.875014,32.571824],[-87.898355,32.592321],[-87.89858699999999,32.598802],[-87.882628,32.609722999999995],[-87.862095,32.606484],[-87.86019399999999,32.590888],[-87.84088899999999,32.605762999999996],[-87.85812,32.620793],[-87.87723799999999,32.622084],[-87.90484099999999,32.614576],[-87.91182099999999,32.624764],[-87.92868899999999,32.632284],[-87.94729699999999,32.626827],[-87.97700499999999,32.610780999999996],[-88.00988699999999,32.600721],[-88.034508,32.598805999999996],[-88.05372899999999,32.593052],[-88.07915899999999,32.619684],[-88.07902399999999,32.63859],[-88.055004,32.646482],[-88.052926,32.662372999999995],[-88.057987,32.674383999999996],[-88.040898,32.687667999999995],[-88.05148,32.696992],[-88.07822999999999,32.684002],[-88.107142,32.689223],[-88.115864,32.701039],[-88.08538,32.709054],[-88.08187199999999,32.719428],[-88.101427,32.739261],[-88.109633,32.770989],[-88.10298,32.779426],[-88.07933799999999,32.772948],[-88.06447299999999,32.792189],[-88.07324,32.804563],[-88.098691,32.795884],[-88.105407,32.798412],[-88.132685,32.832853],[-88.147278,32.824866],[-88.162453,32.829955999999996],[-88.178343,32.828534999999995],[-88.17805299999999,32.838135],[-88.167082,32.83762],[-88.154973,32.852874],[-88.179966,32.871674999999996],[-88.189754,32.910731],[-88.20731599999999,32.924782],[-88.196302,32.935651],[-88.17532899999999,32.932093],[-88.172299,32.942892],[-88.182362,32.945689],[-88.18406399999999,32.962452],[-88.16527599999999,32.954321],[-88.157349,32.964582],[-88.167338,32.970551],[-88.171852,32.99586]]]}",Greene County,2240,53,11,0,137.7,0,37.5%,2.2%,HIGH,7730,28978,686
"{""type"":""Polygon"",""coordinates"":[[[-87.71570899999999,33.006824],[-87.620407,33.004622999999995],[-87.421936,33.003378999999995],[-87.420132,32.902605],[-87.4212,32.874508],[-87.421387,32.830829],[-87.472174,32.830619999999996],[-87.472194,32.743451],[-87.473807,32.728189],[-87.47391499999999,32.655867],[-87.52519799999999,32.655713],[-87.524485,32.482028],[-87.66329499999999,32.480744],[-87.72874399999999,32.480917999999996],[-87.728521,32.524532],[-87.812559,32.52456],[-87.797775,32.543709],[-87.80095899999999,32.558890999999996],[-87.788904,32.560342],[-87.787701,32.582288999999996],[-87.769961,32.577798],[-87.769206,32.568180999999996],[-87.754224,32.582859],[-87.73692799999999,32.589689],[-87.748723,32.612815999999995],[-87.75412899999999,32.614454],[-87.783271,32.605230999999996],[-87.798436,32.610447],[-87.813401,32.633874999999996],[-87.773803,32.641705],[-87.753061,32.633583],[-87.743158,32.651742999999996],[-87.752319,32.659396],[-87.76966399999999,32.649768],[-87.787661,32.654162],[-87.79392299999999,32.666128],[-87.786571,32.682480999999996],[-87.796532,32.698444],[-87.796043,32.715632],[-87.814668,32.706629],[-87.83077,32.712855999999995],[-87.82976599999999,32.725252999999995],[-87.820842,32.733545],[-87.807411,32.733812],[-87.808284,32.752372],[-87.82317599999999,32.765895],[-87.83520399999999,32.769053],[-87.836018,32.759820999999995],[-87.86029599999999,32.756721999999996],[-87.870502,32.761829999999996],[-87.864892,32.773696],[-87.853921,32.772186999999995],[-87.82163299999999,32.794455],[-87.813178,32.810176],[-87.819865,32.836393],[-87.831749,32.840505],[-87.831586,32.864866],[-87.820144,32.864937999999995],[-87.822125,32.880522],[-87.812682,32.877606],[-87.80421799999999,32.897523],[-87.782929,32.895375],[-87.75996099999999,32.907098999999995],[-87.775016,32.920015],[-87.77473499999999,32.927424],[-87.740116,32.936847],[-87.729941,32.949258],[-87.747716,32.949048999999995],[-87.73870699999999,32.958903],[-87.750357,32.978068],[-87.735327,32.974573],[-87.727863,32.985813],[-87.712491,32.986008999999996],[-87.707381,32.99756],[-87.71570899999999,33.006824]]]}",Hale County,5615,110,15,0,102.2,0,-21.1%,16.4%,HIGH,14785,37978,744
"{""type"":""Polygon"",""coordinates"":[[[-85.416437,31.619466],[-85.416038,31.706664],[-85.334142,31.705937],[-85.216076,31.702409],[-85.209513,31.710473999999998],[-85.206034,31.741812999999997],[-85.18831399999999,31.746440999999997],[-85.165379,31.760006999999998],[-85.159134,31.772067999999997],[-85.148434,31.773467999999998],[-85.127329,31.762563],[-85.11913,31.730964],[-85.12653,31.716763999999998],[-85.12593,31.696264999999997],[-85.092429,31.659965999999997],[-85.080429,31.655966],[-85.087029,31.640966],[-85.057473,31.618623999999997],[-85.05796,31.570839999999997],[-85.041428,31.539292999999997],[-85.045495,31.517128999999997],[-85.065687,31.484122],[-85.071621,31.468383999999997],[-85.066407,31.429501],[-85.076053,31.424355],[-85.077333,31.400851],[-85.09216699999999,31.364576],[-85.086051,31.353489],[-85.089423,31.336028],[-85.083828,31.326971],[-85.087651,31.308677],[-85.179131,31.307675],[-85.280337,31.310786],[-85.374933,31.314573],[-85.417434,31.314973],[-85.416535,31.375176],[-85.41803499999999,31.440769999999997],[-85.415336,31.500168],[-85.416437,31.619466]]]}",Henry County,5697,79,18,0,104.5,0,-48.6%,25%,HIGH,17146,33226,461
"{""type"":""Polygon"",""coordinates"":[[[-85.087651,31.308677],[-85.090334,31.293605999999997],[-85.11035799999999,31.281747],[-85.111711,31.258021999999997],[-85.09684299999999,31.225239],[-85.098704,31.211285999999998],[-85.106963,31.202693],[-85.10700899999999,31.185510999999998],[-85.098507,31.180152999999997],[-85.100527,31.165993999999998],[-85.077801,31.157888999999997],[-85.064028,31.142495],[-85.05286699999999,31.119488999999998],[-85.03706199999999,31.109752999999998],[-85.026095,31.083081],[-85.028564,31.075522999999997],[-85.01139099999999,31.053547],[-85.009514,31.032904],[-84.999428,31.013844],[-85.002499,31.000684999999997],[-85.24363199999999,31.000884],[-85.488298,30.997063999999998],[-85.48670899999999,31.031865],[-85.48539799999999,31.121734999999997],[-85.48576,31.199886],[-85.58573299999999,31.194875],[-85.71033299999999,31.195172999999997],[-85.691698,31.213445999999998],[-85.689092,31.236089999999997],[-85.67119,31.249695],[-85.675113,31.255561999999998],[-85.665775,31.267591],[-85.635307,31.275554999999997],[-85.60295599999999,31.272378],[-85.585534,31.264179],[-85.56294199999999,31.261225],[-85.54611299999999,31.253867999999997],[-85.525202,31.253314999999997],[-85.503789,31.246378999999997],[-85.48585399999999,31.246095999999998],[-85.48544199999999,31.287094999999997],[-85.417065,31.286188],[-85.417434,31.314973],[-85.374933,31.314573],[-85.280337,31.310786],[-85.179131,31.307675],[-85.087651,31.308677]]]}",Houston County,31768,529,122,0,114.5,0,-26.5%,29.3%,HIGH,107202,29634,493
"{""type"":""Polygon"",""coordinates"":[[[-85.605165,34.984677999999995],[-85.596974,34.933766],[-85.583145,34.860371],[-85.627068,34.831879],[-85.63426799999999,34.798978],[-85.660198,34.754963],[-85.673379,34.744915],[-85.69303699999999,34.74425],[-85.761916,34.653656],[-85.785471,34.624584],[-85.938544,34.525354],[-85.96117699999999,34.500586999999996],[-86.00384,34.480031],[-86.021697,34.481652],[-86.02602399999999,34.475505],[-86.057712,34.475994],[-86.082763,34.464473],[-86.08964999999999,34.468319],[-86.088567,34.482817],[-86.099858,34.504214999999995],[-86.09784599999999,34.521696],[-86.11015499999999,34.5205],[-86.126378,34.533300000000004],[-86.145333,34.520043],[-86.13984599999999,34.533296],[-86.149806,34.533633],[-86.143265,34.541171999999996],[-86.149433,34.549746999999996],[-86.14846399999999,34.599069],[-86.245611,34.600116],[-86.326853,34.599402999999995],[-86.325807,34.609609],[-86.359034,34.63261],[-86.358121,34.735034],[-86.34225099999999,34.74431],[-86.337854,34.763039],[-86.341753,34.780861],[-86.33496,34.793476999999996],[-86.342202,34.797105],[-86.343541,34.81706],[-86.326546,34.831325],[-86.338324,34.835854],[-86.33435399999999,34.845839999999995],[-86.346966,34.857689],[-86.35130000000001,34.873661999999996],[-86.32943,34.901402],[-86.31881899999999,34.902131],[-86.31130999999999,34.914794],[-86.325569,34.937323],[-86.311436,34.934833999999995],[-86.29601799999999,34.944784],[-86.28171999999999,34.938457],[-86.27223599999999,34.924099],[-86.256939,34.926483999999995],[-86.259185,34.945375],[-86.287048,34.957738],[-86.289371,34.968624999999996],[-86.30631699999999,34.974917],[-86.311274,34.991098],[-86.007497,34.989021],[-85.863935,34.988253],[-85.605165,34.984677999999995]]]}",Jackson County,17981,254,74,0,143.5,0,-18.7%,19.9%,HIGH,52579,34198,483
"{""type"":""Polygon"",""coordinates"":[[[-86.95366399999999,33.815297],[-86.936537,33.81531],[-86.88394699999999,33.843237],[-86.75914399999999,33.840617],[-86.64529,33.773012],[-86.64776499999999,33.765896],[-86.577799,33.765316],[-86.54275799999999,33.765173],[-86.542642,33.735636],[-86.53381,33.735459999999996],[-86.533902,33.72121],[-86.52507299999999,33.721236],[-86.525424,33.656053],[-86.534065,33.656133],[-86.53416,33.634358],[-86.542817,33.634374],[-86.54277499999999,33.619842999999996],[-86.551345,33.619969999999995],[-86.551986,33.560888999999996],[-86.54303399999999,33.553964],[-86.51674299999999,33.553379],[-86.51678299999999,33.545896],[-86.51719899999999,33.524136],[-86.54313599999999,33.524392],[-86.54334399999999,33.517288],[-86.56062399999999,33.517511999999996],[-86.57786,33.496122],[-86.587071,33.496072999999996],[-86.587046,33.481572],[-86.604585,33.474179],[-86.60450999999999,33.467053],[-86.674418,33.466521],[-86.67445,33.451738],[-86.69201799999999,33.451962],[-86.70035399999999,33.430346],[-86.717747,33.430779],[-86.718131,33.416316],[-86.752387,33.417308],[-86.752579,33.399132],[-86.76114,33.388365],[-86.778356,33.388940999999996],[-86.778644,33.366878],[-86.804436,33.367502],[-86.813429,33.360526],[-86.830229,33.360766],[-86.830597,33.332015],[-86.88251799999999,33.332687],[-86.89136599999999,33.31848],[-86.926135,33.296529],[-86.92616699999999,33.27816],[-86.947925,33.274639],[-86.948137,33.267327],[-86.96957499999999,33.267474],[-86.98288699999999,33.246007],[-87.02684599999999,33.246459],[-87.065738,33.246907],[-87.065754,33.275937],[-87.08754599999999,33.279666],[-87.087497,33.290675],[-87.126756,33.290844],[-87.12714199999999,33.306013],[-87.162007,33.306587],[-87.16217499999999,33.321011999999996],[-87.179638,33.321112],[-87.18000599999999,33.342979],[-87.197414,33.343092999999996],[-87.19758399999999,33.358134],[-87.214917,33.358317],[-87.214826,33.365798999999996],[-87.231999,33.365851],[-87.232045,33.395137],[-87.24931099999999,33.395583],[-87.253788,33.417812999999995],[-87.266836,33.424701999999996],[-87.284275,33.425708],[-87.284363,33.440577999999995],[-87.31439499999999,33.441719],[-87.31411399999999,33.455729999999996],[-87.335577,33.456251],[-87.341698,33.470501],[-87.330816,33.491501],[-87.30136399999999,33.488318],[-87.296065,33.479391],[-87.28502399999999,33.485785],[-87.28544,33.50228],[-87.26826899999999,33.497143],[-87.260521,33.503667],[-87.26692299999999,33.512929],[-87.27550000000001,33.520826],[-87.26443499999999,33.529088],[-87.25614499999999,33.514769],[-87.24889,33.514964],[-87.232599,33.539383],[-87.21002899999999,33.538731999999996],[-87.185794,33.555882],[-87.19691399999999,33.562400000000004],[-87.204577,33.578835],[-87.196924,33.599339],[-87.179555,33.599275],[-87.17943,33.613794],[-87.144413,33.613406],[-87.14447299999999,33.628198],[-87.092733,33.627849999999995],[-87.09270000000001,33.656873],[-87.057757,33.656363],[-87.05725199999999,33.685473],[-87.039793,33.685356],[-87.040638,33.728969],[-87.031582,33.728978999999995],[-87.031694,33.743651],[-87.023355,33.743576],[-87.023286,33.772726999999996],[-87.005889,33.772572],[-87.00596499999999,33.787237],[-86.970928,33.786462],[-86.97124,33.801210999999995],[-86.95372599999999,33.800782],[-86.95366399999999,33.815297]]]}",Jefferson County,230578,2495,784,0,119.6,0,-27.8%,11%,HIGH,674721,34174,370
"{""type"":""Polygon"",""coordinates"":[[[-88.207229,34.058333],[-88.021819,34.053743],[-87.98693,34.052102],[-87.98742999999999,34.022903],[-87.95192899999999,34.022202],[-87.951785,33.91993],[-87.951832,33.85942],[-87.947203,33.700438999999996],[-87.946519,33.524065],[-88.095518,33.52942],[-88.274619,33.534008],[-88.248916,33.744977],[-88.23203199999999,33.869966999999995],[-88.207229,34.058333]]]}",Lamar County,4635,73,6,0,43.6,0,-57.1%,10%,HIGH,13972,33173,522
"{""type"":""Polygon"",""coordinates"":[[[-88.097888,34.892202],[-88.128221,34.903093],[-88.152413,34.919741],[-88.172539,34.956900000000005],[-88.200064,34.995633999999995],[-88.20295899999999,35.008027999999996],[-87.984916,35.005933],[-87.848582,35.005587999999996],[-87.662256,35.003537],[-87.606031,35.003425],[-87.429968,35.002790999999995],[-87.224052,34.999376999999996],[-87.210759,34.999024],[-87.21194299999999,34.906585],[-87.214914,34.816010999999996],[-87.255566,34.788354],[-87.271079,34.783829],[-87.278302,34.773562999999996],[-87.26067599999999,34.758626],[-87.297905,34.750811999999996],[-87.344224,34.796493],[-87.370249,34.804992],[-87.42651,34.800022],[-87.44998,34.808279999999996],[-87.47996599999999,34.812626],[-87.508997,34.823122],[-87.524363,34.832384],[-87.54629,34.830431],[-87.584746,34.819188],[-87.589485,34.810739999999996],[-87.613694,34.79903],[-87.643396,34.792846],[-87.668471,34.782609],[-87.707572,34.772919],[-87.733718,34.745229],[-87.7603,34.735578],[-87.806963,34.732061],[-87.835833,34.741239],[-87.86131499999999,34.762983],[-87.92029,34.804468],[-87.927634,34.816658],[-87.937212,34.847364999999996],[-87.9495,34.864471],[-87.97322199999999,34.88255],[-87.99456099999999,34.888649],[-88.031275,34.904241999999996],[-88.050792,34.90618],[-88.072453,34.896733999999995],[-88.097888,34.892202]]]}",Lauderdale County,29801,418,121,0,129.6,0,-32.8%,19.2%,HIGH,93564,31851,447
"{""type"":""Polygon"",""coordinates"":[[[-87.52966699999999,34.567081],[-87.51761499999999,34.566271],[-87.518558,34.577481999999996],[-87.507342,34.586490999999995],[-87.51391199999999,34.59476],[-87.507044,34.615559999999995],[-87.476822,34.637798],[-87.484282,34.645675],[-87.476249,34.651309999999995],[-87.459496,34.644349],[-87.449765,34.64891],[-87.44312099999999,34.675214],[-87.45335899999999,34.686468],[-87.44995,34.696804],[-87.426175,34.709601],[-87.43306,34.717484999999996],[-87.432429,34.737134999999995],[-87.42249799999999,34.741],[-87.42785099999999,34.751906999999996],[-87.416484,34.767544],[-87.43439099999999,34.773613999999995],[-87.426155,34.786411],[-87.42651,34.800022],[-87.370249,34.804992],[-87.344224,34.796493],[-87.297905,34.750811999999996],[-87.26067599999999,34.758626],[-87.229721,34.764030999999996],[-87.197636,34.750088],[-87.171588,34.74286],[-87.138858,34.724101],[-87.125013,34.701591],[-87.10507299999999,34.686037],[-87.106994,34.498977],[-87.110199,34.370885],[-87.11011099999999,34.313798999999996],[-87.109911,34.299299],[-87.302487,34.299400999999996],[-87.500423,34.304504],[-87.52972199999999,34.304598],[-87.531024,34.407996],[-87.52966699999999,34.567081]]]}",Lawrence County,9243,181,25,0,76.1,0,-19.4%,17.6%,HIGH,33073,27947,547
"{""type"":""Polygon"",""coordinates"":[[[-85.135038,32.74653],[-85.116756,32.739939],[-85.11316699999999,32.732813],[-85.122738,32.716032],[-85.115037,32.686434],[-85.093336,32.669233999999996],[-85.088483,32.657758],[-85.105432,32.644934],[-85.099277,32.635011],[-85.082736,32.634036],[-85.090886,32.625135],[-85.080784,32.608072],[-85.067199,32.579305999999995],[-85.021309,32.543082999999996],[-85.00102,32.510157],[-85.06091699999999,32.509195999999996],[-85.059294,32.472909],[-85.11942499999999,32.471486],[-85.333843,32.468638999999996],[-85.33014299999999,32.410841999999995],[-85.434045,32.409839999999996],[-85.438575,32.49709],[-85.48934799999999,32.496936999999996],[-85.661053,32.567935],[-85.661253,32.582333999999996],[-85.69565399999999,32.582034],[-85.695854,32.595932999999995],[-85.696755,32.697429],[-85.679654,32.69793],[-85.67985399999999,32.71253],[-85.610253,32.713929],[-85.609994,32.727948999999995],[-85.59315099999999,32.72853],[-85.490662,32.730629],[-85.430549,32.730329999999995],[-85.430548,32.74503],[-85.41344699999999,32.744729],[-85.404547,32.730531],[-85.285043,32.730731],[-85.284843,32.745131],[-85.135038,32.74653]]]}",Lee County,46420,366,145,0,86.9,0,-35.3%,16.7%,HIGH,174241,26641,210
"{""type"":""Polygon"",""coordinates"":[[[-87.210759,34.999024],[-87.084881,34.996462],[-86.836306,34.991899],[-86.783628,34.991948],[-86.783968,34.884775],[-86.786672,34.67669],[-86.79005599999999,34.55079],[-86.838554,34.556632],[-86.86011599999999,34.567128],[-86.90720499999999,34.579792],[-86.972899,34.6132],[-86.992053,34.627297],[-87.03532299999999,34.652042],[-87.049814,34.649738],[-87.08550199999999,34.669525],[-87.10507299999999,34.686037],[-87.125013,34.701591],[-87.138858,34.724101],[-87.171588,34.74286],[-87.197636,34.750088],[-87.229721,34.764030999999996],[-87.26067599999999,34.758626],[-87.278302,34.773562999999996],[-87.271079,34.783829],[-87.255566,34.788354],[-87.214914,34.816010999999996],[-87.21194299999999,34.906585],[-87.210759,34.999024]]]}",Limestone County,31327,314,116,0,113.5,0,-22.1%,15.6%,HIGH,103570,30247,303
"{""type"":""Polygon"",""coordinates"":[[[-86.496774,32.344437],[-86.488934,32.342352],[-86.473415,32.324126],[-86.491055,32.301622],[-86.48483999999999,32.276393999999996],[-86.458974,32.274056],[-86.445567,32.263722],[-86.408771,32.244309],[-86.40627599999999,32.050731],[-86.396357,32.036985],[-86.406047,32.036819],[-86.405005,31.963775],[-86.44819799999999,31.964629],[-86.499963,31.96361],[-86.61361099999999,31.963921],[-86.749979,31.96202],[-86.85758299999999,31.962166999999997],[-86.858755,32.035393],[-86.85657599999999,32.048352],[-86.906956,32.04797],[-86.90830199999999,32.225028],[-86.810313,32.224747],[-86.810448,32.237589],[-86.819408,32.233663],[-86.84124899999999,32.241987],[-86.86241799999999,32.267120999999996],[-86.864367,32.274918],[-86.82606,32.305957],[-86.850507,32.309857],[-86.85041199999999,32.328947],[-86.81491199999999,32.340803],[-86.820921,32.333239999999996],[-86.820273,32.315007],[-86.810802,32.307573999999995],[-86.791073,32.314611],[-86.773163,32.340728],[-86.782218,32.370287999999995],[-86.781354,32.392494],[-86.774765,32.39515],[-86.74998099999999,32.389105],[-86.727181,32.404497],[-86.717897,32.402814],[-86.719028,32.372059],[-86.711337,32.360766999999996],[-86.683537,32.353395],[-86.655597,32.376146999999996],[-86.653419,32.397247],[-86.64541,32.402296],[-86.61800000000001,32.405716999999996],[-86.61345299999999,32.398584],[-86.614841,32.374266],[-86.59533499999999,32.361345],[-86.581873,32.375019],[-86.570551,32.375006],[-86.542537,32.363517],[-86.539251,32.3452],[-86.53253099999999,32.338775],[-86.496774,32.344437]]]}",Lowndes County,3251,80,9,0,93.4,0,-55%,5.4%,SUBSTANTIAL,10311,31529,776
"{""type"":""Polygon"",""coordinates"":[[[-85.88614799999999,32.493052999999996],[-85.797156,32.494236],[-85.798585,32.581089],[-85.712654,32.581834],[-85.712756,32.595731],[-85.695854,32.595932999999995],[-85.69565399999999,32.582034],[-85.661253,32.582333999999996],[-85.661053,32.567935],[-85.48934799999999,32.496936999999996],[-85.438575,32.49709],[-85.434045,32.409839999999996],[-85.434739,32.316427],[-85.433543,32.234648],[-85.553647,32.233347],[-85.777895,32.233347],[-85.856218,32.231975],[-85.87606099999999,32.246344],[-85.874753,32.267775],[-85.87786799999999,32.291528],[-85.898844,32.305171],[-85.89868899999999,32.274986999999996],[-85.919293,32.274381999999996],[-85.92373599999999,32.282961],[-85.940602,32.287447],[-85.954133,32.301846999999995],[-85.95938699999999,32.324025999999996],[-85.970812,32.333894],[-85.991367,32.336081],[-85.993667,32.357908],[-86.014579,32.38429],[-86.010941,32.404309999999995],[-86.023012,32.419978],[-85.990652,32.433053],[-85.993493,32.451509],[-85.98526199999999,32.440472],[-85.973455,32.453452999999996],[-85.958953,32.44113],[-85.931776,32.453528],[-85.89442,32.447578],[-85.88221899999999,32.454988],[-85.872695,32.473869],[-85.85304099999999,32.475265],[-85.870305,32.481474],[-85.88614799999999,32.493052999999996]]]}",Macon County,5094,90,33,0,184.4,0,-35.3%,8.2%,HIGH,19532,26080,461
