"","DtCaseOrDeathOrTest","Jurisdiction","NumCase"
"58158",2021-02-11,"MONTGOMERY",65
"58159",2021-02-12,"MONTGOMERY",43
"58160",2021-02-13,"MONTGOMERY",46
"58161",2021-02-14,"MONTGOMERY",43
"58162",2021-02-15,"MONTGOMERY",48
"58163",2021-02-16,"MONTGOMERY",51
"58164",2021-02-17,"MONTGOMERY",39
"58165",2021-02-18,"MONTGOMERY",43
"58166",2021-02-19,"MONTGOMERY",28
"58167",2021-02-20,"MONTGOMERY",29
"58168",2021-02-21,"MONTGOMERY",30
"58169",2021-02-22,"MONTGOMERY",64
"58170",2021-02-23,"MONTGOMERY",46
"58171",2021-02-24,"MONTGOMERY",35
"58172",2021-02-25,"MONTGOMERY",42
"58173",2021-02-26,"MONTGOMERY",30
"58174",2021-02-27,"MONTGOMERY",20
"58175",2021-02-28,"MONTGOMERY",23
"58176",2021-03-01,"MONTGOMERY",40
"58177",2021-03-02,"MONTGOMERY",35
"58178",2021-03-03,"MONTGOMERY",38
"58179",2021-03-04,"MONTGOMERY",35
"58180",2021-03-05,"MONTGOMERY",32
"58181",2021-03-06,"MONTGOMERY",21
"58182",2021-03-07,"MONTGOMERY",15
"58183",2021-03-08,"MONTGOMERY",28
"58184",2021-03-09,"MONTGOMERY",40
"58185",2021-03-10,"MONTGOMERY",33
"58186",2021-03-11,"MONTGOMERY",21
"58187",2021-03-12,"MONTGOMERY",35
"58188",2021-03-13,"MONTGOMERY",18
"58189",2021-03-14,"MONTGOMERY",15
"58190",2021-03-15,"MONTGOMERY",34
"58191",2021-03-16,"MONTGOMERY",30
"58192",2021-03-17,"MONTGOMERY",28
"58193",2021-03-18,"MONTGOMERY",28
"58194",2021-03-19,"MONTGOMERY",26
"58195",2021-03-20,"MONTGOMERY",30
"58196",2021-03-21,"MONTGOMERY",15
"58197",2021-03-22,"MONTGOMERY",35
"58198",2021-03-23,"MONTGOMERY",36
"58199",2021-03-24,"MONTGOMERY",35
"58200",2021-03-25,"MONTGOMERY",31
"58201",2021-03-26,"MONTGOMERY",31
"58202",2021-03-27,"MONTGOMERY",29
"58203",2021-03-28,"MONTGOMERY",25
"58204",2021-03-29,"MONTGOMERY",31
"58205",2021-03-30,"MONTGOMERY",34
"58206",2021-03-31,"MONTGOMERY",15
"58207",2021-04-01,"MONTGOMERY",34
"58208",2021-04-02,"MONTGOMERY",32
"58209",2021-04-03,"MONTGOMERY",22
"58210",2021-04-04,"MONTGOMERY",19
"58211",2021-04-05,"MONTGOMERY",55
"58212",2021-04-06,"MONTGOMERY",31
"58213",2021-04-07,"MONTGOMERY",30
"58214",2021-04-08,"MONTGOMERY",35
"58215",2021-04-09,"MONTGOMERY",31
"58216",2021-04-10,"MONTGOMERY",21
"58217",2021-04-11,"MONTGOMERY",18
"58218",2021-04-12,"MONTGOMERY",30
"58219",2021-04-13,"MONTGOMERY",40
"58220",2021-04-14,"MONTGOMERY",25
"58221",2021-04-15,"MONTGOMERY",22
"58222",2021-04-16,"MONTGOMERY",24
"58223",2021-04-17,"MONTGOMERY",16
"58224",2021-04-18,"MONTGOMERY",11
"58225",2021-04-19,"MONTGOMERY",30
"58226",2021-04-20,"MONTGOMERY",27
"58227",2021-04-21,"MONTGOMERY",17
"58228",2021-04-22,"MONTGOMERY",28
"58229",2021-04-23,"MONTGOMERY",30
"58230",2021-04-24,"MONTGOMERY",14
"58231",2021-04-25,"MONTGOMERY",13
"58232",2021-04-26,"MONTGOMERY",26
"58233",2021-04-27,"MONTGOMERY",32
"58234",2021-04-28,"MONTGOMERY",21
"58235",2021-04-29,"MONTGOMERY",23
"58236",2021-04-30,"MONTGOMERY",13
"58237",2021-05-01,"MONTGOMERY",11
"58238",2021-05-02,"MONTGOMERY",20
"58239",2021-05-03,"MONTGOMERY",32
"58240",2021-05-04,"MONTGOMERY",19
"58241",2021-05-05,"MONTGOMERY",15
"58242",2021-05-06,"MONTGOMERY",16
"58243",2021-05-07,"MONTGOMERY",15
"58244",2021-05-08,"MONTGOMERY",13
"58245",2021-05-09,"MONTGOMERY",13
"58246",2021-05-10,"MONTGOMERY",15
"58247",2021-05-11,"MONTGOMERY",19
"58248",2021-05-12,"MONTGOMERY",18
"58249",2021-05-13,"MONTGOMERY",18
"58250",2021-05-14,"MONTGOMERY",13
"58251",2021-05-15,"MONTGOMERY",11
"58252",2021-05-16,"MONTGOMERY",13
"58253",2021-05-17,"MONTGOMERY",17
"58254",2021-05-18,"MONTGOMERY",15
"58255",2021-05-19,"MONTGOMERY",15
"58256",2021-05-20,"MONTGOMERY",8
"58257",2021-05-21,"MONTGOMERY",11
"58258",2021-05-22,"MONTGOMERY",8
"58259",2021-05-23,"MONTGOMERY",6
"58260",2021-05-24,"MONTGOMERY",12
"58261",2021-05-25,"MONTGOMERY",11
"58262",2021-05-26,"MONTGOMERY",11
"58263",2021-05-27,"MONTGOMERY",10
"58264",2021-05-28,"MONTGOMERY",6
"58265",2021-05-29,"MONTGOMERY",5
"58266",2021-05-30,"MONTGOMERY",4
"58267",2021-05-31,"MONTGOMERY",6
"58268",2021-06-01,"MONTGOMERY",8
"58269",2021-06-02,"MONTGOMERY",10
"58270",2021-06-03,"MONTGOMERY",4
"58271",2021-06-04,"MONTGOMERY",2
"58272",2021-06-05,"MONTGOMERY",3
"58273",2021-06-06,"MONTGOMERY",7
"58274",2021-06-07,"MONTGOMERY",5
"58275",2021-06-08,"MONTGOMERY",4
"58276",2021-06-09,"MONTGOMERY",4
"58277",2021-06-10,"MONTGOMERY",3
"58278",2021-06-11,"MONTGOMERY",3
"58279",2021-06-12,"MONTGOMERY",1
"58280",2021-06-13,"MONTGOMERY",3
"58281",2021-06-14,"MONTGOMERY",3
"58282",2021-06-15,"MONTGOMERY",2
"58283",2021-06-16,"MONTGOMERY",1
"58284",2021-06-17,"MONTGOMERY",1
"58285",2021-06-18,"MONTGOMERY",3
"58286",2021-06-19,"MONTGOMERY",2
"58287",2021-06-20,"MONTGOMERY",2
"58288",2021-06-21,"MONTGOMERY",9
"58289",2021-06-22,"MONTGOMERY",3
"58290",2021-06-23,"MONTGOMERY",3
"58291",2021-06-24,"MONTGOMERY",3
"58292",2021-06-25,"MONTGOMERY",6
"58293",2021-06-26,"MONTGOMERY",6
"58294",2021-06-27,"MONTGOMERY",4
"58295",2021-06-28,"MONTGOMERY",9
"58296",2021-06-29,"MONTGOMERY",9
"58297",2021-06-30,"MONTGOMERY",9
"58298",2021-07-01,"MONTGOMERY",8
"58299",2021-07-02,"MONTGOMERY",11
"58300",2021-07-03,"MONTGOMERY",5
"58301",2021-07-04,"MONTGOMERY",8
"58302",2021-07-05,"MONTGOMERY",20
"58303",2021-07-06,"MONTGOMERY",11
"58304",2021-07-07,"MONTGOMERY",10
"58305",2021-07-08,"MONTGOMERY",31
"58306",2021-07-09,"MONTGOMERY",9
"58307",2021-07-10,"MONTGOMERY",13
"58308",2021-07-11,"MONTGOMERY",14
"58309",2021-07-12,"MONTGOMERY",21
"58310",2021-07-13,"MONTGOMERY",20
"58311",2021-07-14,"MONTGOMERY",28
"58312",2021-07-15,"MONTGOMERY",34
"58313",2021-07-16,"MONTGOMERY",31
"58314",2021-07-17,"MONTGOMERY",24
"58315",2021-07-18,"MONTGOMERY",30
"58316",2021-07-19,"MONTGOMERY",31
"58317",2021-07-20,"MONTGOMERY",66
"58318",2021-07-21,"MONTGOMERY",50
"58319",2021-07-22,"MONTGOMERY",51
"58320",2021-07-23,"MONTGOMERY",55
"58321",2021-07-24,"MONTGOMERY",40
"58322",2021-07-25,"MONTGOMERY",55
"58323",2021-07-26,"MONTGOMERY",41
"58324",2021-07-27,"MONTGOMERY",66
"58325",2021-07-28,"MONTGOMERY",68
"58326",2021-07-29,"MONTGOMERY",90
"58327",2021-07-30,"MONTGOMERY",98
"58328",2021-07-31,"MONTGOMERY",69
"58329",2021-08-01,"MONTGOMERY",67
"58330",2021-08-02,"MONTGOMERY",101
"58331",2021-08-03,"MONTGOMERY",121
"58332",2021-08-04,"MONTGOMERY",114
"58333",2021-08-05,"MONTGOMERY",131
"58334",2021-08-06,"MONTGOMERY",97
"58335",2021-08-07,"MONTGOMERY",130
"58336",2021-08-08,"MONTGOMERY",96
"58337",2021-08-09,"MONTGOMERY",141
"58338",2021-08-10,"MONTGOMERY",156
"58339",2021-08-11,"MONTGOMERY",171
"58340",2021-08-12,"MONTGOMERY",160
"58341",2021-08-13,"MONTGOMERY",136
"58342",2021-08-14,"MONTGOMERY",127
"58343",2021-08-15,"MONTGOMERY",154
"58344",2021-08-16,"MONTGOMERY",168
"58345",2021-08-17,"MONTGOMERY",173
"58346",2021-08-18,"MONTGOMERY",191
"58347",2021-08-19,"MONTGOMERY",170
"58348",2021-08-20,"MONTGOMERY",156
"58349",2021-08-21,"MONTGOMERY",121
"58350",2021-08-22,"MONTGOMERY",130
"58351",2021-08-23,"MONTGOMERY",220
"58352",2021-08-24,"MONTGOMERY",230
"58353",2021-08-25,"MONTGOMERY",190
"58354",2021-08-26,"MONTGOMERY",199
"58355",2021-08-27,"MONTGOMERY",191
"58356",2021-08-28,"MONTGOMERY",114
"58357",2021-08-29,"MONTGOMERY",101
"58358",2021-08-30,"MONTGOMERY",196
"58359",2021-08-31,"MONTGOMERY",193
"58360",2021-09-01,"MONTGOMERY",178
"58361",2021-09-02,"MONTGOMERY",177
"58362",2021-09-03,"MONTGOMERY",120
"58363",2021-09-04,"MONTGOMERY",88
"58364",2021-09-05,"MONTGOMERY",75
"58365",2021-09-06,"MONTGOMERY",84
"58366",2021-09-07,"MONTGOMERY",159
"58367",2021-09-08,"MONTGOMERY",154
"58368",2021-09-09,"MONTGOMERY",140
"58369",2021-09-10,"MONTGOMERY",107
"58370",2021-09-11,"MONTGOMERY",58
"58371",2021-09-12,"MONTGOMERY",60
"58372",2021-09-13,"MONTGOMERY",117
"58373",2021-09-14,"MONTGOMERY",110
"58374",2021-09-15,"MONTGOMERY",92
"58375",2021-09-16,"MONTGOMERY",70
"58376",2021-09-17,"MONTGOMERY",50
"58377",2021-09-18,"MONTGOMERY",59
"58378",2021-09-19,"MONTGOMERY",57
"58379",2021-09-20,"MONTGOMERY",96
"58380",2021-09-21,"MONTGOMERY",81
"58381",2021-09-22,"MONTGOMERY",70
"58382",2021-09-23,"MONTGOMERY",68
"58383",2021-09-24,"MONTGOMERY",33
"58384",2021-09-25,"MONTGOMERY",42
"58385",2021-09-26,"MONTGOMERY",37
"58386",2021-09-27,"MONTGOMERY",70
"58387",2021-09-28,"MONTGOMERY",58
"58388",2021-09-29,"MONTGOMERY",57
"58389",2021-09-30,"MONTGOMERY",45
"58390",2021-10-01,"MONTGOMERY",53
"58391",2021-10-02,"MONTGOMERY",26
"58392",2021-10-03,"MONTGOMERY",22
"58393",2021-10-04,"MONTGOMERY",42
"58394",2021-10-05,"MONTGOMERY",42
"58395",2021-10-06,"MONTGOMERY",40
"58396",2021-10-07,"MONTGOMERY",34
"58397",2021-10-08,"MONTGOMERY",24
"58398",2021-10-09,"MONTGOMERY",19
"58399",2021-10-10,"MONTGOMERY",20
"58400",2021-10-11,"MONTGOMERY",41
"58401",2021-10-12,"MONTGOMERY",29
"58402",2021-10-13,"MONTGOMERY",32
"58403",2021-10-14,"MONTGOMERY",26
"58404",2021-10-15,"MONTGOMERY",32
"58405",2021-10-16,"MONTGOMERY",17
"58406",2021-10-17,"MONTGOMERY",17
"58407",2021-10-18,"MONTGOMERY",17
"58408",2021-10-19,"MONTGOMERY",16
"58409",2021-10-20,"MONTGOMERY",19
"58410",2021-10-21,"MONTGOMERY",12
"58411",2021-10-22,"MONTGOMERY",11
"58412",2021-10-23,"MONTGOMERY",5
"58413",2021-10-24,"MONTGOMERY",9
"58414",2021-10-25,"MONTGOMERY",15
"58415",2021-10-26,"MONTGOMERY",12
"58416",2021-10-27,"MONTGOMERY",14
"58417",2021-10-28,"MONTGOMERY",16
"58418",2021-10-29,"MONTGOMERY",11
"58419",2021-10-30,"MONTGOMERY",13
"58420",2021-10-31,"MONTGOMERY",7
"58421",2021-11-01,"MONTGOMERY",15
"58422",2021-11-02,"MONTGOMERY",17
"58423",2021-11-03,"MONTGOMERY",9
"58424",2021-11-04,"MONTGOMERY",15
"58425",2021-11-05,"MONTGOMERY",16
"58426",2021-11-06,"MONTGOMERY",10
"58427",2021-11-07,"MONTGOMERY",4
"58428",2021-11-08,"MONTGOMERY",16
"58429",2021-11-09,"MONTGOMERY",13
"58430",2021-11-10,"MONTGOMERY",17
"58431",2021-11-11,"MONTGOMERY",13
"58432",2021-11-12,"MONTGOMERY",11
"58433",2021-11-13,"MONTGOMERY",15
"58434",2021-11-14,"MONTGOMERY",3
"58435",2021-11-15,"MONTGOMERY",17
"58436",2021-11-16,"MONTGOMERY",22
"58437",2021-11-17,"MONTGOMERY",20
"58438",2021-11-18,"MONTGOMERY",19
"58439",2021-11-19,"MONTGOMERY",13
"58440",2021-11-20,"MONTGOMERY",11
"58441",2021-11-21,"MONTGOMERY",6
"58442",2021-11-22,"MONTGOMERY",18
"58443",2021-11-23,"MONTGOMERY",13
"58444",2021-11-24,"MONTGOMERY",15
"58445",2021-11-25,"MONTGOMERY",3
"58446",2021-11-26,"MONTGOMERY",18
"58447",2021-11-27,"MONTGOMERY",16
"58448",2021-11-28,"MONTGOMERY",18
"58449",2021-11-29,"MONTGOMERY",21
"58450",2021-11-30,"MONTGOMERY",24
"58451",2021-12-01,"MONTGOMERY",27
"58452",2021-12-02,"MONTGOMERY",28
"58453",2021-12-03,"MONTGOMERY",21
"58454",2021-12-04,"MONTGOMERY",15
"58455",2021-12-05,"MONTGOMERY",13
"58456",2021-12-06,"MONTGOMERY",29
"58457",2021-12-07,"MONTGOMERY",18
"58458",2021-12-08,"MONTGOMERY",28
"58459",2021-12-09,"MONTGOMERY",15
"58460",2021-12-10,"MONTGOMERY",21
"58461",2021-12-11,"MONTGOMERY",11
"58462",2021-12-12,"MONTGOMERY",21
"58463",2021-12-13,"MONTGOMERY",41
"58464",2021-12-14,"MONTGOMERY",31
"58465",2021-12-15,"MONTGOMERY",37
"58466",2021-12-16,"MONTGOMERY",32
"58467",2021-12-17,"MONTGOMERY",52
"58468",2021-12-18,"MONTGOMERY",57
"58469",2021-12-19,"MONTGOMERY",62
"58470",2021-12-20,"MONTGOMERY",100
"58471",2021-12-21,"MONTGOMERY",151
"58472",2021-12-22,"MONTGOMERY",203
"58473",2021-12-23,"MONTGOMERY",241
"58474",2021-12-24,"MONTGOMERY",236
"58475",2021-12-25,"MONTGOMERY",142
"58476",2021-12-26,"MONTGOMERY",390
"58477",2021-12-27,"MONTGOMERY",662
"58478",2021-12-28,"MONTGOMERY",718
"58479",2021-12-29,"MONTGOMERY",743
"58480",2021-12-30,"MONTGOMERY",753
"58481",2021-12-31,"MONTGOMERY",507
"58482",2022-01-01,"MONTGOMERY",411
"58483",2022-01-02,"MONTGOMERY",457
"58484",2022-01-03,"MONTGOMERY",920
"58485",2022-01-04,"MONTGOMERY",851
"58486",2022-01-05,"MONTGOMERY",761
"58487",2022-01-06,"MONTGOMERY",755
"58488",2022-01-07,"MONTGOMERY",650
"58489",2022-01-08,"MONTGOMERY",356
"58490",2022-01-09,"MONTGOMERY",363
"58491",2022-01-10,"MONTGOMERY",733
"58492",2022-01-11,"MONTGOMERY",676
"58493",2022-01-12,"MONTGOMERY",619
"58494",2022-01-13,"MONTGOMERY",556
"58495",2022-01-14,"MONTGOMERY",431
"58496",2022-01-15,"MONTGOMERY",295
"58497",2022-01-16,"MONTGOMERY",283
"58498",2022-01-17,"MONTGOMERY",505
"58499",2022-01-18,"MONTGOMERY",490
"58500",2022-01-19,"MONTGOMERY",427
"58501",2022-01-20,"MONTGOMERY",353
"58502",2022-01-21,"MONTGOMERY",326
"58503",2022-01-22,"MONTGOMERY",187
"58504",2022-01-23,"MONTGOMERY",146
"58505",2022-01-24,"MONTGOMERY",308
"58506",2022-01-25,"MONTGOMERY",285
"58507",2022-01-26,"MONTGOMERY",206
"58508",2022-01-27,"MONTGOMERY",206
"58509",2022-01-28,"MONTGOMERY",168
"58510",2022-01-29,"MONTGOMERY",102
"58511",2022-01-30,"MONTGOMERY",120
"58512",2022-01-31,"MONTGOMERY",199
"58513",2022-02-01,"MONTGOMERY",183
"58514",2022-02-02,"MONTGOMERY",142
"58515",2022-02-03,"MONTGOMERY",136
"58516",2022-02-04,"MONTGOMERY",107
"58517",2022-02-05,"MONTGOMERY",57
"58518",2022-02-06,"MONTGOMERY",59
"58519",2022-02-07,"MONTGOMERY",87
"58520",2022-02-08,"MONTGOMERY",74
"58521",2022-02-09,"MONTGOMERY",79
"58522",2022-02-10,"MONTGOMERY",56
"58523",2022-02-11,"MONTGOMERY",51
"58524",2022-02-12,"MONTGOMERY",26
"58525",2022-02-13,"MONTGOMERY",27
"58526",2022-02-14,"MONTGOMERY",60
"58527",2022-02-15,"MONTGOMERY",40
"58528",2022-02-16,"MONTGOMERY",39
"58529",2022-02-17,"MONTGOMERY",36
"58530",2022-02-18,"MONTGOMERY",36
"58531",2022-02-19,"MONTGOMERY",15
"58532",2022-02-20,"MONTGOMERY",16
"58533",2022-02-21,"MONTGOMERY",36
"58534",2022-02-22,"MONTGOMERY",33
"58535",2022-02-23,"MONTGOMERY",27
"58536",2022-02-24,"MONTGOMERY",27
"58537",2022-02-25,"MONTGOMERY",8
"58538",2022-02-26,"MONTGOMERY",13
"58539",2022-02-27,"MONTGOMERY",9
"58540",2022-02-28,"MONTGOMERY",29
"58541",2022-03-01,"MONTGOMERY",22
"58542",2022-03-02,"MONTGOMERY",18
"58543",2022-03-03,"MONTGOMERY",17
"58544",2022-03-04,"MONTGOMERY",16
"58545",2022-03-05,"MONTGOMERY",5
"58546",2022-03-06,"MONTGOMERY",5
"58547",2022-03-07,"MONTGOMERY",12
"58548",2022-03-08,"MONTGOMERY",12
"58549",2022-03-09,"MONTGOMERY",10
"58550",2022-03-10,"MONTGOMERY",10
"58551",2022-03-11,"MONTGOMERY",6
"58552",2022-03-12,"MONTGOMERY",7
"58553",2022-03-13,"MONTGOMERY",10
"58554",2022-03-14,"MONTGOMERY",4
"58555",2022-03-15,"MONTGOMERY",8
"58556",2022-03-16,"MONTGOMERY",11
"58557",2022-03-17,"MONTGOMERY",13
"58558",2022-03-18,"MONTGOMERY",7
"58559",2022-03-19,"MONTGOMERY",6
"58560",2022-03-20,"MONTGOMERY",1
"58561",2022-03-21,"MONTGOMERY",12
"58562",2022-03-22,"MONTGOMERY",7
"58563",2022-03-23,"MONTGOMERY",5
"58564",2022-03-24,"MONTGOMERY",4
"58565",2022-03-25,"MONTGOMERY",4
"58566",2022-03-26,"MONTGOMERY",4
"58567",2022-03-27,"MONTGOMERY",1
"58568",2022-03-28,"MONTGOMERY",10
"58569",2022-03-29,"MONTGOMERY",9
"58570",2022-03-30,"MONTGOMERY",3
"58571",2022-03-31,"MONTGOMERY",8
"58572",2022-04-01,"MONTGOMERY",9
"58573",2022-04-02,"MONTGOMERY",3
"58574",2022-04-03,"MONTGOMERY",4
"58575",2022-04-04,"MONTGOMERY",7
"58576",2022-04-05,"MONTGOMERY",1
"58577",2022-04-06,"MONTGOMERY",4
"58578",2022-04-07,"MONTGOMERY",7
"58579",2022-04-08,"MONTGOMERY",6
"58580",2022-04-09,"MONTGOMERY",8
"58581",2022-04-10,"MONTGOMERY",1
"58582",2022-04-11,"MONTGOMERY",13
"58583",2022-04-12,"MONTGOMERY",10
"58584",2022-04-13,"MONTGOMERY",13
"58585",2022-04-14,"MONTGOMERY",7
"58586",2022-04-15,"MONTGOMERY",6
"58587",2022-04-16,"MONTGOMERY",9
"58588",2022-04-17,"MONTGOMERY",3
"58589",2022-04-18,"MONTGOMERY",11
"58590",2022-04-19,"MONTGOMERY",13
"58591",2022-04-20,"MONTGOMERY",9
"58592",2022-04-21,"MONTGOMERY",13
"58593",2022-04-22,"MONTGOMERY",6
"58594",2022-04-23,"MONTGOMERY",3
"58595",2022-04-24,"MONTGOMERY",5
"58596",2022-04-25,"MONTGOMERY",9
"58597",2022-04-26,"MONTGOMERY",8
"58598",2022-04-27,"MONTGOMERY",15
"58599",2022-04-28,"MONTGOMERY",4
"58600",2022-04-29,"MONTGOMERY",13
"58601",2022-04-30,"MONTGOMERY",7
"58602",2022-05-01,"MONTGOMERY",8
"58603",2022-05-02,"MONTGOMERY",15
"58604",2022-05-03,"MONTGOMERY",26
"58605",2022-05-04,"MONTGOMERY",16
"58606",2022-05-05,"MONTGOMERY",16
"58607",2022-05-06,"MONTGOMERY",11
"58608",2022-05-07,"MONTGOMERY",22
"58609",2022-05-08,"MONTGOMERY",23
"58610",2022-05-09,"MONTGOMERY",43
"58611",2022-05-10,"MONTGOMERY",19
"58612",2022-05-11,"MONTGOMERY",24
"58613",2022-05-12,"MONTGOMERY",20
"58614",2022-05-13,"MONTGOMERY",20
"58615",2022-05-14,"MONTGOMERY",22
"58616",2022-05-15,"MONTGOMERY",19
"58617",2022-05-16,"MONTGOMERY",37
"58618",2022-05-17,"MONTGOMERY",36
"58619",2022-05-18,"MONTGOMERY",38
"58620",2022-05-19,"MONTGOMERY",33
"58621",2022-05-20,"MONTGOMERY",34
"58622",2022-05-21,"MONTGOMERY",32
"58623",2022-05-22,"MONTGOMERY",32
"58624",2022-05-23,"MONTGOMERY",53
"58625",2022-05-24,"MONTGOMERY",44
"58626",2022-05-25,"MONTGOMERY",48
"58627",2022-05-26,"MONTGOMERY",53
"58628",2022-05-27,"MONTGOMERY",53
"58629",2022-05-28,"MONTGOMERY",36
"58630",2022-05-29,"MONTGOMERY",47
"58631",2022-05-30,"MONTGOMERY",38
"58632",2022-05-31,"MONTGOMERY",62
"58633",2022-06-01,"MONTGOMERY",82
"58634",2022-06-02,"MONTGOMERY",53
"58635",2022-06-03,"MONTGOMERY",64
"58636",2022-06-04,"MONTGOMERY",41
"58637",2022-06-05,"MONTGOMERY",44
"58638",2022-06-06,"MONTGOMERY",70
"58639",2022-06-07,"MONTGOMERY",59
"58640",2022-06-08,"MONTGOMERY",70
"58641",2022-06-09,"MONTGOMERY",75
"58642",2022-06-10,"MONTGOMERY",71
"58643",2022-06-11,"MONTGOMERY",49
"58644",2022-06-12,"MONTGOMERY",67
"58645",2022-06-13,"MONTGOMERY",102
"58646",2022-06-14,"MONTGOMERY",106
"58647",2022-06-15,"MONTGOMERY",114
"58648",2022-06-16,"MONTGOMERY",104
"58649",2022-06-17,"MONTGOMERY",94
"58650",2022-06-18,"MONTGOMERY",67
"58651",2022-06-19,"MONTGOMERY",66
"58652",2022-06-20,"MONTGOMERY",108
"58653",2022-06-21,"MONTGOMERY",111
"58654",2022-06-22,"MONTGOMERY",124
"58655",2022-06-23,"MONTGOMERY",111
"58656",2022-06-24,"MONTGOMERY",85
"58657",2022-06-25,"MONTGOMERY",102
"58658",2022-06-26,"MONTGOMERY",104
"58659",2022-06-27,"MONTGOMERY",138
"58660",2022-06-28,"MONTGOMERY",123
"58661",2022-06-29,"MONTGOMERY",137
"58662",2022-06-30,"MONTGOMERY",158
"58663",2022-07-01,"MONTGOMERY",175
"58664",2022-07-02,"MONTGOMERY",99
"58665",2022-07-03,"MONTGOMERY",104
"58666",2022-07-04,"MONTGOMERY",110
"58667",2022-07-05,"MONTGOMERY",205
"58668",2022-07-06,"MONTGOMERY",205
"58669",2022-07-07,"MONTGOMERY",175
"58670",2022-07-08,"MONTGOMERY",136
"58671",2022-07-09,"MONTGOMERY",122
"58672",2022-07-10,"MONTGOMERY",143
"58673",2022-07-11,"MONTGOMERY",215
"58674",2022-07-12,"MONTGOMERY",140
"58675",2022-07-13,"MONTGOMERY",163
"58676",2022-07-14,"MONTGOMERY",160
"58677",2022-07-15,"MONTGOMERY",119
"58678",2022-07-16,"MONTGOMERY",100
"58679",2022-07-17,"MONTGOMERY",119
"58680",2022-07-18,"MONTGOMERY",178
"58681",2022-07-19,"MONTGOMERY",153
"58682",2022-07-20,"MONTGOMERY",173
"58683",2022-07-21,"MONTGOMERY",151
"58684",2022-07-22,"MONTGOMERY",143
"58685",2022-07-23,"MONTGOMERY",119
"58686",2022-07-24,"MONTGOMERY",103
"58687",2022-07-25,"MONTGOMERY",152
"58688",2022-07-26,"MONTGOMERY",146
"58689",2022-07-27,"MONTGOMERY",112
"58690",2022-07-28,"MONTGOMERY",128
"58691",2022-07-29,"MONTGOMERY",101
"58692",2022-07-30,"MONTGOMERY",94
"58693",2022-07-31,"MONTGOMERY",85
"58694",2022-08-01,"MONTGOMERY",123
"58695",2022-08-02,"MONTGOMERY",103
"58696",2022-08-03,"MONTGOMERY",94
"58697",2022-08-04,"MONTGOMERY",92
"58698",2022-08-05,"MONTGOMERY",90
"58699",2022-08-06,"MONTGOMERY",66
"58700",2022-08-07,"MONTGOMERY",70
"58701",2022-08-08,"MONTGOMERY",90
"58702",2022-08-09,"MONTGOMERY",79
"58703",2022-08-10,"MONTGOMERY",84
"58704",2022-08-11,"MONTGOMERY",86
"58705",2022-08-12,"MONTGOMERY",68
"58706",2022-08-13,"MONTGOMERY",67
"58707",2022-08-14,"MONTGOMERY",49
"58708",2022-08-15,"MONTGOMERY",101
"58709",2022-08-16,"MONTGOMERY",80
"58710",2022-08-17,"MONTGOMERY",74
"58711",2022-08-18,"MONTGOMERY",83
"58712",2022-08-19,"MONTGOMERY",75
"58713",2022-08-20,"MONTGOMERY",92
"58714",2022-08-21,"MONTGOMERY",80
"58715",2022-08-22,"MONTGOMERY",94
"58716",2022-08-23,"MONTGOMERY",90
"58717",2022-08-24,"MONTGOMERY",93
"58718",2022-08-25,"MONTGOMERY",68
"58719",2022-08-26,"MONTGOMERY",71
"58720",2022-08-27,"MONTGOMERY",46
"58721",2022-08-28,"MONTGOMERY",70
"58722",2022-08-29,"MONTGOMERY",96
"58723",2022-08-30,"MONTGOMERY",83
"58724",2022-08-31,"MONTGOMERY",50
"58725",2022-09-01,"MONTGOMERY",76
"58726",2022-09-02,"MONTGOMERY",61
"58727",2022-09-03,"MONTGOMERY",49
"58728",2022-09-04,"MONTGOMERY",54
"58729",2022-09-05,"MONTGOMERY",55
"58730",2022-09-06,"MONTGOMERY",88
"58731",2022-09-07,"MONTGOMERY",60
"58732",2022-09-08,"MONTGOMERY",59
"58733",2022-09-09,"MONTGOMERY",39
"58734",2022-09-10,"MONTGOMERY",47
"58735",2022-09-11,"MONTGOMERY",23
"58736",2022-09-12,"MONTGOMERY",52
"58737",2022-09-13,"MONTGOMERY",57
"58738",2022-09-14,"MONTGOMERY",33
"58739",2022-09-15,"MONTGOMERY",30
"58740",2022-09-16,"MONTGOMERY",33
"58741",2022-09-17,"MONTGOMERY",25
"58742",2022-09-18,"MONTGOMERY",26
"58743",2022-09-19,"MONTGOMERY",39
"58744",2022-09-20,"MONTGOMERY",36
"58745",2022-09-21,"MONTGOMERY",31
"58746",2022-09-22,"MONTGOMERY",21
"58747",2022-09-23,"MONTGOMERY",19
"58748",2022-09-24,"MONTGOMERY",22
"58749",2022-09-25,"MONTGOMERY",28
"58750",2022-09-26,"MONTGOMERY",26
"58751",2022-09-27,"MONTGOMERY",30
"58752",2022-09-28,"MONTGOMERY",19
"58753",2022-09-29,"MONTGOMERY",15
"58754",2022-09-30,"MONTGOMERY",12
"58755",2022-10-01,"MONTGOMERY",16
"58756",2022-10-02,"MONTGOMERY",16
"58757",2022-10-03,"MONTGOMERY",26
"58758",2022-10-04,"MONTGOMERY",19
"58759",2022-10-05,"MONTGOMERY",22
"58760",2022-10-06,"MONTGOMERY",18
"58761",2022-10-07,"MONTGOMERY",15
"58762",2022-10-08,"MONTGOMERY",8
"58763",2022-10-09,"MONTGOMERY",10
"58764",2022-10-10,"MONTGOMERY",14
