"","DtCaseOrDeathOrTest","Jurisdiction","MPctChg7Case"
"24735",2021-09-18,"CULLMAN","-26.6%"
"24736",2021-09-19,"CULLMAN","-27.1%"
"24737",2021-09-20,"CULLMAN","-33%"
"24738",2021-09-21,"CULLMAN","-27.3%"
"24739",2021-09-22,"CULLMAN","-21.8%"
"24740",2021-09-23,"CULLMAN","-23.5%"
"24741",2021-09-24,"CULLMAN","-20.6%"
"24742",2021-09-25,"CULLMAN","-17%"
"24743",2021-09-26,"CULLMAN","-14.7%"
"24744",2021-09-27,"CULLMAN","-13.7%"
"24745",2021-09-28,"CULLMAN","-17.8%"
"24746",2021-09-29,"CULLMAN","-26.3%"
"24747",2021-09-30,"CULLMAN","-23.2%"
"24748",2021-10-01,"CULLMAN","-27%"
"24749",2021-10-02,"CULLMAN","-28.5%"
"24750",2021-10-03,"CULLMAN","-32.2%"
"24751",2021-10-04,"CULLMAN","-22.9%"
"24752",2021-10-05,"CULLMAN","-21.3%"
"24753",2021-10-06,"CULLMAN","-15.3%"
"24754",2021-10-07,"CULLMAN","-11.6%"
"24755",2021-10-08,"CULLMAN","-15.5%"
"24756",2021-10-09,"CULLMAN","-17.6%"
"24757",2021-10-10,"CULLMAN","-7.8%"
"24758",2021-10-11,"CULLMAN","-26.5%"
"24759",2021-10-12,"CULLMAN","-22.7%"
"24760",2021-10-13,"CULLMAN","-20.5%"
"24761",2021-10-14,"CULLMAN","-25.9%"
"24762",2021-10-15,"CULLMAN","-16.8%"
"24763",2021-10-16,"CULLMAN","-16.9%"
"24764",2021-10-17,"CULLMAN","-32.4%"
"24765",2021-10-18,"CULLMAN","-19.9%"
"24766",2021-10-19,"CULLMAN","-22.5%"
"24767",2021-10-20,"CULLMAN","-29.6%"
"24768",2021-10-21,"CULLMAN","-37.5%"
"24769",2021-10-22,"CULLMAN","-44.2%"
"24770",2021-10-23,"CULLMAN","-48%"
"24771",2021-10-24,"CULLMAN","-33.1%"
"24772",2021-10-25,"CULLMAN","-37.2%"
"24773",2021-10-26,"CULLMAN","-34.7%"
"24774",2021-10-27,"CULLMAN","-30.4%"
"24775",2021-10-28,"CULLMAN","-17.9%"
"24776",2021-10-29,"CULLMAN","-4.7%"
"24777",2021-10-30,"CULLMAN","1.3%"
"24778",2021-10-31,"CULLMAN","-9.4%"
"24779",2021-11-01,"CULLMAN","-24.7%"
"24780",2021-11-02,"CULLMAN","-24.7%"
"24781",2021-11-03,"CULLMAN","-23.1%"
"24782",2021-11-04,"CULLMAN","-29.5%"
"24783",2021-11-05,"CULLMAN","-26.8%"
"24784",2021-11-06,"CULLMAN","-10.3%"
"24785",2021-11-07,"CULLMAN","-19.5%"
"24786",2021-11-08,"CULLMAN","6.6%"
"24787",2021-11-09,"CULLMAN","-1.6%"
"24788",2021-11-10,"CULLMAN","1.7%"
"24789",2021-11-11,"CULLMAN","12.7%"
"24790",2021-11-12,"CULLMAN","1.7%"
"24791",2021-11-13,"CULLMAN","-18.6%"
"24792",2021-11-14,"CULLMAN","-1.6%"
"24793",2021-11-15,"CULLMAN","3.1%"
"24794",2021-11-16,"CULLMAN","16.7%"
"24795",2021-11-17,"CULLMAN","14.8%"
"24796",2021-11-18,"CULLMAN","17.7%"
"24797",2021-11-19,"CULLMAN","13.1%"
"24798",2021-11-20,"CULLMAN","29.8%"
"24799",2021-11-21,"CULLMAN","18%"
"24800",2021-11-22,"CULLMAN","9%"
"24801",2021-11-23,"CULLMAN","7.1%"
"24802",2021-11-24,"CULLMAN","15.7%"
"24803",2021-11-25,"CULLMAN","15.1%"
"24804",2021-11-26,"CULLMAN","27.5%"
"24805",2021-11-27,"CULLMAN","16.2%"
"24806",2021-11-28,"CULLMAN","29.2%"
"24807",2021-11-29,"CULLMAN","42.5%"
"24808",2021-11-30,"CULLMAN","58.7%"
"24809",2021-12-01,"CULLMAN","53.1%"
"24810",2021-12-02,"CULLMAN","59.5%"
"24811",2021-12-03,"CULLMAN","56.8%"
"24812",2021-12-04,"CULLMAN","65.1%"
"24813",2021-12-05,"CULLMAN","52.7%"
"24814",2021-12-06,"CULLMAN","36.5%"
"24815",2021-12-07,"CULLMAN","23.5%"
"24816",2021-12-08,"CULLMAN","23.4%"
"24817",2021-12-09,"CULLMAN","11.2%"
"24818",2021-12-10,"CULLMAN","17.4%"
"24819",2021-12-11,"CULLMAN","14.8%"
"24820",2021-12-12,"CULLMAN","19.7%"
"24821",2021-12-13,"CULLMAN","19.7%"
"24822",2021-12-14,"CULLMAN","14.3%"
"24823",2021-12-15,"CULLMAN","8.5%"
"24824",2021-12-16,"CULLMAN","12.1%"
"24825",2021-12-17,"CULLMAN","-2.5%"
"24826",2021-12-18,"CULLMAN","-1.8%"
"24827",2021-12-19,"CULLMAN","-7.1%"
"24828",2021-12-20,"CULLMAN","5.3%"
"24829",2021-12-21,"CULLMAN","11.9%"
"24830",2021-12-22,"CULLMAN","16.3%"
"24831",2021-12-23,"CULLMAN","27.5%"
"24832",2021-12-24,"CULLMAN","37.3%"
"24833",2021-12-25,"CULLMAN","43.8%"
"24834",2021-12-26,"CULLMAN","67.1%"
"24835",2021-12-27,"CULLMAN","77.7%"
"24836",2021-12-28,"CULLMAN","106.4%"
"24837",2021-12-29,"CULLMAN","144%"
"24838",2021-12-30,"CULLMAN","154.9%"
"24839",2021-12-31,"CULLMAN","183.4%"
"24840",2022-01-01,"CULLMAN","192.2%"
"24841",2022-01-02,"CULLMAN","168.9%"
"24842",2022-01-03,"CULLMAN","150%"
"24843",2022-01-04,"CULLMAN","115.7%"
"24844",2022-01-05,"CULLMAN","108.9%"
"24845",2022-01-06,"CULLMAN","87.5%"
"24846",2022-01-07,"CULLMAN","71.5%"
"24847",2022-01-08,"CULLMAN","59.1%"
"24848",2022-01-09,"CULLMAN","54.4%"
"24849",2022-01-10,"CULLMAN","51.9%"
"24850",2022-01-11,"CULLMAN","59.9%"
"24851",2022-01-12,"CULLMAN","41.8%"
"24852",2022-01-13,"CULLMAN","56.3%"
"24853",2022-01-14,"CULLMAN","66%"
"24854",2022-01-15,"CULLMAN","65.2%"
"24855",2022-01-16,"CULLMAN","62.8%"
"24856",2022-01-17,"CULLMAN","58%"
"24857",2022-01-18,"CULLMAN","49.5%"
"24858",2022-01-19,"CULLMAN","42.2%"
"24859",2022-01-20,"CULLMAN","19.2%"
"24860",2022-01-21,"CULLMAN","5.3%"
"24861",2022-01-22,"CULLMAN","7%"
"24862",2022-01-23,"CULLMAN","6.7%"
"24863",2022-01-24,"CULLMAN","-9.4%"
"24864",2022-01-25,"CULLMAN","-21.7%"
"24865",2022-01-26,"CULLMAN","-25.7%"
"24866",2022-01-27,"CULLMAN","-27.3%"
"24867",2022-01-28,"CULLMAN","-29.2%"
"24868",2022-01-29,"CULLMAN","-35%"
"24869",2022-01-30,"CULLMAN","-40.1%"
"24870",2022-01-31,"CULLMAN","-39.9%"
"24871",2022-02-01,"CULLMAN","-39.8%"
"24872",2022-02-02,"CULLMAN","-44.2%"
"24873",2022-02-03,"CULLMAN","-45.9%"
"24874",2022-02-04,"CULLMAN","-50.8%"
"24875",2022-02-05,"CULLMAN","-51.6%"
"24876",2022-02-06,"CULLMAN","-50%"
"24877",2022-02-07,"CULLMAN","-53.7%"
"24878",2022-02-08,"CULLMAN","-54.1%"
"24879",2022-02-09,"CULLMAN","-53.7%"
"24880",2022-02-10,"CULLMAN","-55.4%"
"24881",2022-02-11,"CULLMAN","-52%"
"24882",2022-02-12,"CULLMAN","-52%"
"24883",2022-02-13,"CULLMAN","-52.5%"
"24884",2022-02-14,"CULLMAN","-49.7%"
"24885",2022-02-15,"CULLMAN","-54.9%"
"24886",2022-02-16,"CULLMAN","-55.1%"
"24887",2022-02-17,"CULLMAN","-53.8%"
"24888",2022-02-18,"CULLMAN","-56.5%"
"24889",2022-02-19,"CULLMAN","-55.1%"
"24890",2022-02-20,"CULLMAN","-60.1%"
"24891",2022-02-21,"CULLMAN","-60.3%"
"24892",2022-02-22,"CULLMAN","-52.8%"
"24893",2022-02-23,"CULLMAN","-51.5%"
"24894",2022-02-24,"CULLMAN","-47.4%"
"24895",2022-02-25,"CULLMAN","-44%"
"24896",2022-02-26,"CULLMAN","-42.2%"
"24897",2022-02-27,"CULLMAN","-35.2%"
"24898",2022-02-28,"CULLMAN","-39.6%"
"24899",2022-03-01,"CULLMAN","-44.6%"
"24900",2022-03-02,"CULLMAN","-44.6%"
"24901",2022-03-03,"CULLMAN","-54.3%"
"24902",2022-03-04,"CULLMAN","-56%"
"24903",2022-03-05,"CULLMAN","-63.5%"
"24904",2022-03-06,"CULLMAN","-62.9%"
"24905",2022-03-07,"CULLMAN","-53.4%"
"24906",2022-03-08,"CULLMAN","-49%"
"24907",2022-03-09,"CULLMAN","-39.1%"
"24908",2022-03-10,"CULLMAN","-35.1%"
"24909",2022-03-11,"CULLMAN","-36.4%"
"24910",2022-03-12,"CULLMAN","-29.6%"
"24911",2022-03-13,"CULLMAN","-30.8%"
"24912",2022-03-14,"CULLMAN","-55.6%"
"24913",2022-03-15,"CULLMAN","-73.1%"
"24914",2022-03-16,"CULLMAN","-85.7%"
"24915",2022-03-17,"CULLMAN","-79.2%"
"24916",2022-03-18,"CULLMAN","-76.2%"
"24917",2022-03-19,"CULLMAN","-73.7%"
"24918",2022-03-20,"CULLMAN","-66.7%"
"24919",2022-03-21,"CULLMAN","-25%"
"24920",2022-03-22,"CULLMAN","57.1%"
"24921",2022-03-23,"CULLMAN","150%"
"24922",2022-03-24,"CULLMAN","80%"
"24923",2022-03-25,"CULLMAN","60%"
"24924",2022-03-26,"CULLMAN","60%"
"24925",2022-03-27,"CULLMAN","50%"
"24926",2022-03-28,"CULLMAN","-33.3%"
"24927",2022-03-29,"CULLMAN","-54.5%"
"24928",2022-03-30,"CULLMAN","-60%"
"24929",2022-03-31,"CULLMAN","-55.6%"
"24930",2022-04-01,"CULLMAN","-50%"
"24931",2022-04-02,"CULLMAN","-37.5%"
"24932",2022-04-03,"CULLMAN","-66.7%"
"24933",2022-04-04,"CULLMAN","0%"
"24934",2022-04-05,"CULLMAN","40%"
"24935",2022-04-06,"CULLMAN","125%"
"24936",2022-04-07,"CULLMAN","400%"
"24937",2022-04-08,"CULLMAN","450%"
"24938",2022-04-09,"CULLMAN","460%"
"24939",2022-04-10,"CULLMAN","1000%"
"24940",2022-04-11,"CULLMAN","466.7%"
"24941",2022-04-12,"CULLMAN","371.4%"
"24942",2022-04-13,"CULLMAN","288.9%"
"24943",2022-04-14,"CULLMAN","25%"
"24944",2022-04-15,"CULLMAN","18.2%"
"24945",2022-04-16,"CULLMAN","-21.4%"
"24946",2022-04-17,"CULLMAN","-48.5%"
"24947",2022-04-18,"CULLMAN","-47.1%"
"24948",2022-04-19,"CULLMAN","-42.4%"
"24949",2022-04-20,"CULLMAN","-51.4%"
"24950",2022-04-21,"CULLMAN","-28%"
"24951",2022-04-22,"CULLMAN","-34.6%"
"24952",2022-04-23,"CULLMAN","-27.3%"
"24953",2022-04-24,"CULLMAN","5.9%"
"24954",2022-04-25,"CULLMAN","55.6%"
"24955",2022-04-26,"CULLMAN","57.9%"
"24956",2022-04-27,"CULLMAN","105.9%"
"24957",2022-04-28,"CULLMAN","111.1%"
"24958",2022-04-29,"CULLMAN","117.6%"
"24959",2022-04-30,"CULLMAN","131.3%"
"24960",2022-05-01,"CULLMAN","116.7%"
"24961",2022-05-02,"CULLMAN","0%"
"24962",2022-05-03,"CULLMAN","-6.7%"
"24963",2022-05-04,"CULLMAN","-17.1%"
"24964",2022-05-05,"CULLMAN","-34.2%"
"24965",2022-05-06,"CULLMAN","-27%"
"24966",2022-05-07,"CULLMAN","-16.2%"
"24967",2022-05-08,"CULLMAN","-20.5%"
"24968",2022-05-09,"CULLMAN","17.9%"
"24969",2022-05-10,"CULLMAN","14.3%"
"24970",2022-05-11,"CULLMAN","17.2%"
"24971",2022-05-12,"CULLMAN","44%"
"24972",2022-05-13,"CULLMAN","48.1%"
"24973",2022-05-14,"CULLMAN","29%"
"24974",2022-05-15,"CULLMAN","25.8%"
"24975",2022-05-16,"CULLMAN","27.3%"
"24976",2022-05-17,"CULLMAN","53.1%"
"24977",2022-05-18,"CULLMAN","35.3%"
"24978",2022-05-19,"CULLMAN","41.7%"
"24979",2022-05-20,"CULLMAN","25%"
"24980",2022-05-21,"CULLMAN","22.5%"
"24981",2022-05-22,"CULLMAN","28.2%"
"24982",2022-05-23,"CULLMAN","19%"
"24983",2022-05-24,"CULLMAN","-4.1%"
"24984",2022-05-25,"CULLMAN","15.2%"
"24985",2022-05-26,"CULLMAN","5.9%"
"24986",2022-05-27,"CULLMAN","24%"
"24987",2022-05-28,"CULLMAN","38.8%"
"24988",2022-05-29,"CULLMAN","36%"
"24989",2022-05-30,"CULLMAN","36%"
"24990",2022-05-31,"CULLMAN","46.8%"
"24991",2022-06-01,"CULLMAN","34%"
"24992",2022-06-02,"CULLMAN","27.8%"
"24993",2022-06-03,"CULLMAN","11.3%"
"24994",2022-06-04,"CULLMAN","10.3%"
"24995",2022-06-05,"CULLMAN","20.6%"
"24996",2022-06-06,"CULLMAN","32.4%"
"24997",2022-06-07,"CULLMAN","43.5%"
"24998",2022-06-08,"CULLMAN","45.1%"
"24999",2022-06-09,"CULLMAN","89.9%"
"25000",2022-06-10,"CULLMAN","113%"
"25001",2022-06-11,"CULLMAN","101.3%"
"25002",2022-06-12,"CULLMAN","102.4%"
"25003",2022-06-13,"CULLMAN","93.3%"
"25004",2022-06-14,"CULLMAN","90.9%"
"25005",2022-06-15,"CULLMAN","97.1%"
"25006",2022-06-16,"CULLMAN","47.3%"
"25007",2022-06-17,"CULLMAN","24.5%"
"25008",2022-06-18,"CULLMAN","27.8%"
"25009",2022-06-19,"CULLMAN","13.9%"
"25010",2022-06-20,"CULLMAN","21.8%"
"25011",2022-06-21,"CULLMAN","16.9%"
"25012",2022-06-22,"CULLMAN","7.9%"
"25013",2022-06-23,"CULLMAN","19.2%"
"25014",2022-06-24,"CULLMAN","30.6%"
"25015",2022-06-25,"CULLMAN","22.8%"
"25016",2022-06-26,"CULLMAN","25.4%"
"25017",2022-06-27,"CULLMAN","13.2%"
"25018",2022-06-28,"CULLMAN","9%"
"25019",2022-06-29,"CULLMAN","19.2%"
"25020",2022-06-30,"CULLMAN","18.7%"
"25021",2022-07-01,"CULLMAN","17.2%"
"25022",2022-07-02,"CULLMAN","23.2%"
"25023",2022-07-03,"CULLMAN","25.3%"
"25024",2022-07-04,"CULLMAN","18.3%"
"25025",2022-07-05,"CULLMAN","25.7%"
"25026",2022-07-06,"CULLMAN","23%"
"25027",2022-07-07,"CULLMAN","15.8%"
"25028",2022-07-08,"CULLMAN","15.4%"
"25029",2022-07-09,"CULLMAN","8.9%"
"25030",2022-07-10,"CULLMAN","13.8%"
"25031",2022-07-11,"CULLMAN","33.1%"
"25032",2022-07-12,"CULLMAN","27.7%"
"25033",2022-07-13,"CULLMAN","17.4%"
"25034",2022-07-14,"CULLMAN","23.1%"
"25035",2022-07-15,"CULLMAN","26.9%"
"25036",2022-07-16,"CULLMAN","32.7%"
"25037",2022-07-17,"CULLMAN","22.5%"
"25038",2022-07-18,"CULLMAN","5%"
"25039",2022-07-19,"CULLMAN","0.8%"
"25040",2022-07-20,"CULLMAN","4.2%"
"25041",2022-07-21,"CULLMAN","-0.3%"
"25042",2022-07-22,"CULLMAN","-8%"
"25043",2022-07-23,"CULLMAN","-8.3%"
"25044",2022-07-24,"CULLMAN","-1.2%"
"25045",2022-07-25,"CULLMAN","8.3%"
"25046",2022-07-26,"CULLMAN","6.4%"
"25047",2022-07-27,"CULLMAN","0%"
"25048",2022-07-28,"CULLMAN","-0.5%"
"25049",2022-07-29,"CULLMAN","-1.1%"
"25050",2022-07-30,"CULLMAN","-9.6%"
"25051",2022-07-31,"CULLMAN","-19.3%"
"25052",2022-08-01,"CULLMAN","-30.2%"
"25053",2022-08-02,"CULLMAN","-28.9%"
"25054",2022-08-03,"CULLMAN","-24.7%"
"25055",2022-08-04,"CULLMAN","-24.4%"
"25056",2022-08-05,"CULLMAN","-23.1%"
"25057",2022-08-06,"CULLMAN","-18%"
"25058",2022-08-07,"CULLMAN","-11.8%"
"25059",2022-08-08,"CULLMAN","0%"
"25060",2022-08-09,"CULLMAN","5.1%"
"25061",2022-08-10,"CULLMAN","3.7%"
"25062",2022-08-11,"CULLMAN","6.8%"
"25063",2022-08-12,"CULLMAN","13.9%"
"25064",2022-08-13,"CULLMAN","18.8%"
"25065",2022-08-14,"CULLMAN","17.9%"
"25066",2022-08-15,"CULLMAN","18.3%"
"25067",2022-08-16,"CULLMAN","19.7%"
"25068",2022-08-17,"CULLMAN","27%"
"25069",2022-08-18,"CULLMAN","26%"
"25070",2022-08-19,"CULLMAN","15.3%"
"25071",2022-08-20,"CULLMAN","5.6%"
"25072",2022-08-21,"CULLMAN","1.5%"
"25073",2022-08-22,"CULLMAN","-1.7%"
"25074",2022-08-23,"CULLMAN","-6.5%"
"25075",2022-08-24,"CULLMAN","-12.3%"
"25076",2022-08-25,"CULLMAN","-13%"
"25077",2022-08-26,"CULLMAN","3.7%"
"25078",2022-08-27,"CULLMAN","13.3%"
"25079",2022-08-28,"CULLMAN","15.5%"
"25080",2022-08-29,"CULLMAN","22.1%"
"25081",2022-08-30,"CULLMAN","17.3%"
"25082",2022-08-31,"CULLMAN","13.2%"
"25083",2022-09-01,"CULLMAN","7.6%"
"25084",2022-09-02,"CULLMAN","-21.7%"
"25085",2022-09-03,"CULLMAN","-31.1%"
"25086",2022-09-04,"CULLMAN","-28.4%"
"25087",2022-09-05,"CULLMAN","-46.5%"
"25088",2022-09-06,"CULLMAN","-43%"
"25089",2022-09-07,"CULLMAN","-42.6%"
"25090",2022-09-08,"CULLMAN","-41.6%"
"25091",2022-09-09,"CULLMAN","-30.4%"
"25092",2022-09-10,"CULLMAN","-27.8%"
"25093",2022-09-11,"CULLMAN","-35.8%"
"25094",2022-09-12,"CULLMAN","-19.3%"
"25095",2022-09-13,"CULLMAN","-30.6%"
"25096",2022-09-14,"CULLMAN","-26.1%"
"25097",2022-09-15,"CULLMAN","-24.2%"
"25098",2022-09-16,"CULLMAN","-21.6%"
"25099",2022-09-17,"CULLMAN","-21.2%"
"25100",2022-09-18,"CULLMAN","-18.4%"
"25101",2022-09-19,"CULLMAN","-25%"
"25102",2022-09-20,"CULLMAN","-21.1%"
"25103",2022-09-21,"CULLMAN","-26.8%"
"25104",2022-09-22,"CULLMAN","-32.5%"
"25105",2022-09-23,"CULLMAN","-40.1%"
"25106",2022-09-24,"CULLMAN","-33.1%"
"25107",2022-09-25,"CULLMAN","-29.1%"
"25108",2022-09-26,"CULLMAN","-37%"
"25109",2022-09-27,"CULLMAN","-37.8%"
"25110",2022-09-28,"CULLMAN","-44.2%"
"25111",2022-09-29,"CULLMAN","-35.5%"
"25112",2022-09-30,"CULLMAN","-35%"
"25113",2022-10-01,"CULLMAN","-50.5%"
"25114",2022-10-02,"CULLMAN","-46.7%"
"25115",2022-10-03,"CULLMAN","-28.7%"
"25116",2022-10-04,"CULLMAN","-24.1%"
"25117",2022-10-05,"CULLMAN","-9%"
"25118",2022-10-06,"CULLMAN","-31%"
"25119",2022-10-07,"CULLMAN","-27.7%"
"25120",2022-10-08,"CULLMAN","-3.8%"
"25121",2022-10-09,"CULLMAN","-26.3%"
"25122",2022-10-10,"CULLMAN","-32.3%"
"25123",2022-10-11,"CULLMAN","-26.7%"
"25124",2022-10-12,"CULLMAN","-23%"
"25125",2022-10-13,"CULLMAN","-4.1%"
"25126",2022-10-14,"CULLMAN","6.4%"
"25127",2022-10-15,"CULLMAN","-7.8%"
"25128",2022-10-16,"CULLMAN","19%"
"25129",2022-10-17,"CULLMAN","33.3%"
"25130",2022-10-18,"CULLMAN","22.7%"
"25131",2022-10-19,"CULLMAN","14.9%"
"25132",2022-10-20,"CULLMAN","19.1%"
"25133",2022-10-21,"CULLMAN","12%"
"25134",2022-10-22,"CULLMAN","19.1%"
"25135",2022-10-23,"CULLMAN","20%"
"25136",2022-10-24,"CULLMAN","-7.1%"
"25137",2022-10-25,"CULLMAN","-9.3%"
"25138",2022-10-26,"CULLMAN","-16.7%"
"25139",2022-10-27,"CULLMAN","-17.9%"
"25140",2022-10-28,"CULLMAN","-10.7%"
"25141",2022-10-29,"CULLMAN","-12.5%"
"25142",2022-10-30,"CULLMAN","-26.7%"
"25143",2022-10-31,"CULLMAN","-15.4%"
"25144",2022-11-01,"CULLMAN","-8.2%"
"25145",2022-11-02,"CULLMAN","4.4%"
"25146",2022-11-03,"CULLMAN","4.3%"
"25147",2022-11-04,"CULLMAN","-20%"
"25148",2022-11-05,"CULLMAN","-16.3%"
"25149",2022-11-06,"CULLMAN","-4.5%"
"25150",2022-11-07,"CULLMAN","-2.3%"
"25151",2022-11-08,"CULLMAN","2.2%"
"25152",2022-11-09,"CULLMAN","-12.8%"
"25153",2022-11-10,"CULLMAN","-20.8%"
"25154",2022-11-11,"CULLMAN","-2.5%"
"25155",2022-11-12,"CULLMAN","2.4%"
"25156",2022-11-13,"CULLMAN","-11.9%"
"25157",2022-11-14,"CULLMAN","-23.3%"
"25158",2022-11-15,"CULLMAN","-19.6%"
"25159",2022-11-16,"CULLMAN","-2.4%"
"25160",2022-11-17,"CULLMAN","13.2%"
"25161",2022-11-18,"CULLMAN","17.9%"
"25162",2022-11-19,"CULLMAN","16.7%"
"25163",2022-11-20,"CULLMAN","59.5%"
"25164",2022-11-21,"CULLMAN","87.9%"
"25165",2022-11-22,"CULLMAN","45.9%"
"25166",2022-11-23,"CULLMAN","50%"
"25167",2022-11-24,"CULLMAN","30.2%"
"25168",2022-11-25,"CULLMAN","32.6%"
"25169",2022-11-26,"CULLMAN","24.5%"
"25170",2022-11-27,"CULLMAN","0%"
"25171",2022-11-28,"CULLMAN","4.8%"
"25172",2022-11-29,"CULLMAN","48.1%"
"25173",2022-11-30,"CULLMAN","28.3%"
"25174",2022-12-01,"CULLMAN","57.1%"
"25175",2022-12-02,"CULLMAN","41%"
"25176",2022-12-03,"CULLMAN","32.8%"
"25177",2022-12-04,"CULLMAN","39%"
"25178",2022-12-05,"CULLMAN","35.4%"
"25179",2022-12-06,"CULLMAN","6.3%"
"25180",2022-12-07,"CULLMAN","27.3%"
"25181",2022-12-08,"CULLMAN","19.3%"
"25182",2022-12-09,"CULLMAN","25.6%"
"25183",2022-12-10,"CULLMAN","43.2%"
"25184",2022-12-11,"CULLMAN","45.1%"
"25185",2022-12-12,"CULLMAN","35.2%"
"25186",2022-12-13,"CULLMAN","40%"
"25187",2022-12-14,"CULLMAN","22.4%"
"25188",2022-12-15,"CULLMAN","11.4%"
"25189",2022-12-16,"CULLMAN","7.4%"
"25190",2022-12-17,"CULLMAN","1.7%"
"25191",2022-12-18,"CULLMAN","-1.7%"
"25192",2022-12-19,"CULLMAN","0.8%"
"25193",2022-12-20,"CULLMAN","9.2%"
"25194",2022-12-21,"CULLMAN","4.2%"
"25195",2022-12-22,"CULLMAN","12.8%"
"25196",2022-12-23,"CULLMAN","12.9%"
"25197",2022-12-24,"CULLMAN","15.3%"
"25198",2022-12-25,"CULLMAN","12.8%"
"25199",2022-12-26,"CULLMAN","16.7%"
"25200",2022-12-27,"CULLMAN","16.9%"
"25201",2022-12-28,"CULLMAN","38.4%"
"25202",2022-12-29,"CULLMAN","65.9%"
"25203",2022-12-30,"CULLMAN","74.8%"
"25204",2022-12-31,"CULLMAN","68.4%"
"25205",2023-01-01,"CULLMAN","80.3%"
"25206",2023-01-02,"CULLMAN","68.6%"
"25207",2023-01-03,"CULLMAN","55.3%"
"25208",2023-01-04,"CULLMAN","43.9%"
"25209",2023-01-05,"CULLMAN","-5.9%"
"25210",2023-01-06,"CULLMAN","-5.7%"
"25211",2023-01-07,"CULLMAN","-7%"
"25212",2023-01-08,"CULLMAN","-9.2%"
"25213",2023-01-09,"CULLMAN","-3.8%"
"25214",2023-01-10,"CULLMAN","-6.8%"
"25215",2023-01-11,"CULLMAN","-26.1%"
"25216",2023-01-12,"CULLMAN","-15.5%"
"25217",2023-01-13,"CULLMAN","-29.6%"
"25218",2023-01-14,"CULLMAN","-31.5%"
"25219",2023-01-15,"CULLMAN","-38%"
"25220",2023-01-16,"CULLMAN","-50.7%"
"25221",2023-01-17,"CULLMAN","-51.8%"
"25222",2023-01-18,"CULLMAN","-43.5%"
"25223",2023-01-19,"CULLMAN","-40.2%"
"25224",2023-01-20,"CULLMAN","-28.3%"
"25225",2023-01-21,"CULLMAN","-27.4%"
"25226",2023-01-22,"CULLMAN","-20.9%"
"25227",2023-01-23,"CULLMAN","8.9%"
"25228",2023-01-24,"CULLMAN","12.3%"
"25229",2023-01-25,"CULLMAN","24%"
"25230",2023-01-26,"CULLMAN","26.9%"
"25231",2023-01-27,"CULLMAN","27.5%"
"25232",2023-01-28,"CULLMAN","32.1%"
"25233",2023-01-29,"CULLMAN","33%"
"25234",2023-01-30,"CULLMAN","5.7%"
"25235",2023-01-31,"CULLMAN","5%"
"25236",2023-02-01,"CULLMAN","-6.2%"
"25237",2023-02-02,"CULLMAN","-11.4%"
"25238",2023-02-03,"CULLMAN","-24.5%"
"25239",2023-02-04,"CULLMAN","-25%"
"25240",2023-02-05,"CULLMAN","-22%"
"25241",2023-02-06,"CULLMAN","-6.2%"
"25242",2023-02-07,"CULLMAN","-7.2%"
"25243",2023-02-08,"CULLMAN","-5%"
"25244",2023-02-09,"CULLMAN","1.7%"
"25245",2023-02-10,"CULLMAN","24.8%"
"25246",2023-02-11,"CULLMAN","28.6%"
"25247",2023-02-12,"CULLMAN","20%"
"25248",2023-02-13,"CULLMAN","-5.8%"
"25249",2023-02-14,"CULLMAN","-4.3%"
"25250",2023-02-15,"CULLMAN","-7.8%"
"25251",2023-02-16,"CULLMAN","-19.3%"
"25252",2023-02-17,"CULLMAN","-34.4%"
"25253",2023-02-18,"CULLMAN","-43%"
"25254",2023-02-19,"CULLMAN","-45.5%"
"25255",2023-02-20,"CULLMAN","-42.1%"
"25256",2023-02-21,"CULLMAN","-45.9%"
"25257",2020-01-01,"DALE","0%"
"25258",2020-01-02,"DALE","0%"
"25259",2020-01-03,"DALE","0%"
"25260",2020-01-04,"DALE","0%"
"25261",2020-01-05,"DALE","0%"
"25262",2020-01-06,"DALE","0%"
"25263",2020-01-07,"DALE","0%"
"25264",2020-01-08,"DALE","0%"
"25265",2020-01-09,"DALE","0%"
"25266",2020-01-10,"DALE","0%"
"25267",2020-01-11,"DALE","0%"
"25268",2020-01-12,"DALE","0%"
"25269",2020-01-13,"DALE","0%"
"25270",2020-01-14,"DALE","0%"
"25271",2020-01-15,"DALE","0%"
"25272",2020-01-16,"DALE","0%"
"25273",2020-01-17,"DALE","0%"
"25274",2020-01-18,"DALE","0%"
"25275",2020-01-19,"DALE","0%"
"25276",2020-01-20,"DALE","0%"
"25277",2020-01-21,"DALE","0%"
"25278",2020-01-22,"DALE","0%"
"25279",2020-01-23,"DALE","0%"
"25280",2020-01-24,"DALE","0%"
"25281",2020-01-25,"DALE","0%"
"25282",2020-01-26,"DALE","0%"
"25283",2020-01-27,"DALE","0%"
"25284",2020-01-28,"DALE","0%"
"25285",2020-01-29,"DALE","0%"
"25286",2020-01-30,"DALE","0%"
"25287",2020-01-31,"DALE","0%"
"25288",2020-02-01,"DALE","0%"
"25289",2020-02-02,"DALE","0%"
"25290",2020-02-03,"DALE","0%"
"25291",2020-02-04,"DALE","0%"
"25292",2020-02-05,"DALE","0%"
"25293",2020-02-06,"DALE","0%"
"25294",2020-02-07,"DALE","0%"
"25295",2020-02-08,"DALE","0%"
"25296",2020-02-09,"DALE","0%"
"25297",2020-02-10,"DALE","0%"
