"","DtCaseOrDeathOrTest","Jurisdiction","MPctChg7Case"
"25298",2020-02-11,"DALE","0%"
"25299",2020-02-12,"DALE","0%"
"25300",2020-02-13,"DALE","0%"
"25301",2020-02-14,"DALE","0%"
"25302",2020-02-15,"DALE","0%"
"25303",2020-02-16,"DALE","0%"
"25304",2020-02-17,"DALE","0%"
"25305",2020-02-18,"DALE","0%"
"25306",2020-02-19,"DALE","0%"
"25307",2020-02-20,"DALE","0%"
"25308",2020-02-21,"DALE","0%"
"25309",2020-02-22,"DALE","0%"
"25310",2020-02-23,"DALE","0%"
"25311",2020-02-24,"DALE","0%"
"25312",2020-02-25,"DALE","0%"
"25313",2020-02-26,"DALE","0%"
"25314",2020-02-27,"DALE","0%"
"25315",2020-02-28,"DALE","0%"
"25316",2020-02-29,"DALE","0%"
"25317",2020-03-01,"DALE","0%"
"25318",2020-03-02,"DALE","0%"
"25319",2020-03-03,"DALE","0%"
"25320",2020-03-04,"DALE","0%"
"25321",2020-03-05,"DALE","0%"
"25322",2020-03-06,"DALE","0%"
"25323",2020-03-07,"DALE","0%"
"25324",2020-03-08,"DALE","0%"
"25325",2020-03-09,"DALE","0%"
"25326",2020-03-10,"DALE","0%"
"25327",2020-03-11,"DALE","0%"
"25328",2020-03-12,"DALE","0%"
"25329",2020-03-13,"DALE","0%"
"25330",2020-03-14,"DALE","0%"
"25331",2020-03-15,"DALE","0%"
"25332",2020-03-16,"DALE","0%"
"25333",2020-03-17,"DALE","0%"
"25334",2020-03-18,"DALE","0%"
"25335",2020-03-19,"DALE","0%"
"25336",2020-03-20,"DALE","0%"
"25337",2020-03-21,"DALE","0%"
"25338",2020-03-22,"DALE","0%"
"25339",2020-03-23,"DALE","0%"
"25340",2020-03-24,"DALE","0%"
"25341",2020-03-25,"DALE","0%"
"25342",2020-03-26,"DALE","0%"
"25343",2020-03-27,"DALE","500%"
"25344",2020-03-28,"DALE","600%"
"25345",2020-03-29,"DALE","600%"
"25346",2020-03-30,"DALE","700%"
"25347",2020-03-31,"DALE","350%"
"25348",2020-04-01,"DALE","400%"
"25349",2020-04-02,"DALE","125%"
"25350",2020-04-03,"DALE","16.7%"
"25351",2020-04-04,"DALE","-14.3%"
"25352",2020-04-05,"DALE","0%"
"25353",2020-04-06,"DALE","12.5%"
"25354",2020-04-07,"DALE","-22.2%"
"25355",2020-04-08,"DALE","-40%"
"25356",2020-04-09,"DALE","-44.4%"
"25357",2020-04-10,"DALE","-42.9%"
"25358",2020-04-11,"DALE","-16.7%"
"25359",2020-04-12,"DALE","-28.6%"
"25360",2020-04-13,"DALE","-66.7%"
"25361",2020-04-14,"DALE","-42.9%"
"25362",2020-04-15,"DALE","0%"
"25363",2020-04-16,"DALE","40%"
"25364",2020-04-17,"DALE","75%"
"25365",2020-04-18,"DALE","20%"
"25366",2020-04-19,"DALE","0%"
"25367",2020-04-20,"DALE","33.3%"
"25368",2020-04-21,"DALE","-25%"
"25369",2020-04-22,"DALE","-50%"
"25370",2020-04-23,"DALE","-57.1%"
"25371",2020-04-24,"DALE","-57.1%"
"25372",2020-04-25,"DALE","-16.7%"
"25373",2020-04-26,"DALE","20%"
"25374",2020-04-27,"DALE","100%"
"25375",2020-04-28,"DALE","233.3%"
"25376",2020-04-29,"DALE","300%"
"25377",2020-04-30,"DALE","300%"
"25378",2020-05-01,"DALE","300%"
"25379",2020-05-02,"DALE","160%"
"25380",2020-05-03,"DALE","116.7%"
"25381",2020-05-04,"DALE","62.5%"
"25382",2020-05-05,"DALE","40%"
"25383",2020-05-06,"DALE","8.3%"
"25384",2020-05-07,"DALE","16.7%"
"25385",2020-05-08,"DALE","50%"
"25386",2020-05-09,"DALE","30.8%"
"25387",2020-05-10,"DALE","53.8%"
"25388",2020-05-11,"DALE","69.2%"
"25389",2020-05-12,"DALE","50%"
"25390",2020-05-13,"DALE","61.5%"
"25391",2020-05-14,"DALE","57.1%"
"25392",2020-05-15,"DALE","5.6%"
"25393",2020-05-16,"DALE","17.6%"
"25394",2020-05-17,"DALE","-20%"
"25395",2020-05-18,"DALE","-31.8%"
"25396",2020-05-19,"DALE","-28.6%"
"25397",2020-05-20,"DALE","-23.8%"
"25398",2020-05-21,"DALE","-13.6%"
"25399",2020-05-22,"DALE","10.5%"
"25400",2020-05-23,"DALE","15%"
"25401",2020-05-24,"DALE","81.3%"
"25402",2020-05-25,"DALE","86.7%"
"25403",2020-05-26,"DALE","80%"
"25404",2020-05-27,"DALE","100%"
"25405",2020-05-28,"DALE","84.2%"
"25406",2020-05-29,"DALE","61.9%"
"25407",2020-05-30,"DALE","47.8%"
"25408",2020-05-31,"DALE","17.2%"
"25409",2020-06-01,"DALE","42.9%"
"25410",2020-06-02,"DALE","51.9%"
"25411",2020-06-03,"DALE","15.6%"
"25412",2020-06-04,"DALE","-2.9%"
"25413",2020-06-05,"DALE","2.9%"
"25414",2020-06-06,"DALE","0%"
"25415",2020-06-07,"DALE","-14.7%"
"25416",2020-06-08,"DALE","-40%"
"25417",2020-06-09,"DALE","-34.1%"
"25418",2020-06-10,"DALE","-16.2%"
"25419",2020-06-11,"DALE","-8.8%"
"25420",2020-06-12,"DALE","-17.1%"
"25421",2020-06-13,"DALE","-14.7%"
"25422",2020-06-14,"DALE","0%"
"25423",2020-06-15,"DALE","37.5%"
"25424",2020-06-16,"DALE","22.2%"
"25425",2020-06-17,"DALE","-6.5%"
"25426",2020-06-18,"DALE","-19.4%"
"25427",2020-06-19,"DALE","-6.9%"
"25428",2020-06-20,"DALE","-6.9%"
"25429",2020-06-21,"DALE","-3.4%"
"25430",2020-06-22,"DALE","-6.1%"
"25431",2020-06-23,"DALE","-12.1%"
"25432",2020-06-24,"DALE","24.1%"
"25433",2020-06-25,"DALE","60%"
"25434",2020-06-26,"DALE","81.5%"
"25435",2020-06-27,"DALE","96.3%"
"25436",2020-06-28,"DALE","110.7%"
"25437",2020-06-29,"DALE","119.4%"
"25438",2020-06-30,"DALE","172.4%"
"25439",2020-07-01,"DALE","177.8%"
"25440",2020-07-02,"DALE","160%"
"25441",2020-07-03,"DALE","106.1%"
"25442",2020-07-04,"DALE","81.1%"
"25443",2020-07-05,"DALE","61%"
"25444",2020-07-06,"DALE","79.4%"
"25445",2020-07-07,"DALE","69.6%"
"25446",2020-07-08,"DALE","25%"
"25447",2020-07-09,"DALE","30.8%"
"25448",2020-07-10,"DALE","55.4%"
"25449",2020-07-11,"DALE","72.9%"
"25450",2020-07-12,"DALE","82.1%"
"25451",2020-07-13,"DALE","44.3%"
"25452",2020-07-14,"DALE","40.3%"
"25453",2020-07-15,"DALE","49.6%"
"25454",2020-07-16,"DALE","33.1%"
"25455",2020-07-17,"DALE","12.1%"
"25456",2020-07-18,"DALE","4.8%"
"25457",2020-07-19,"DALE","-1.2%"
"25458",2020-07-20,"DALE","-5.7%"
"25459",2020-07-21,"DALE","-20.2%"
"25460",2020-07-22,"DALE","-18.2%"
"25461",2020-07-23,"DALE","-12.2%"
"25462",2020-07-24,"DALE","-11.9%"
"25463",2020-07-25,"DALE","-10.3%"
"25464",2020-07-26,"DALE","-10.5%"
"25465",2020-07-27,"DALE","-15.7%"
"25466",2020-07-28,"DALE","-10.7%"
"25467",2020-07-29,"DALE","-15.7%"
"25468",2020-07-30,"DALE","-19.5%"
"25469",2020-07-31,"DALE","-23.2%"
"25470",2020-08-01,"DALE","-23.1%"
"25471",2020-08-02,"DALE","-20.9%"
"25472",2020-08-03,"DALE","-12.1%"
"25473",2020-08-04,"DALE","-13.4%"
"25474",2020-08-05,"DALE","-17.1%"
"25475",2020-08-06,"DALE","-19.5%"
"25476",2020-08-07,"DALE","-15.1%"
"25477",2020-08-08,"DALE","-23.3%"
"25478",2020-08-09,"DALE","-28.1%"
"25479",2020-08-10,"DALE","-48%"
"25480",2020-08-11,"DALE","-42.2%"
"25481",2020-08-12,"DALE","-42.1%"
"25482",2020-08-13,"DALE","-46.6%"
"25483",2020-08-14,"DALE","-42.6%"
"25484",2020-08-15,"DALE","-29.3%"
"25485",2020-08-16,"DALE","-28.7%"
"25486",2020-08-17,"DALE","-6.3%"
"25487",2020-08-18,"DALE","-16.4%"
"25488",2020-08-19,"DALE","-12.9%"
"25489",2020-08-20,"DALE","-7.3%"
"25490",2020-08-21,"DALE","-13.8%"
"25491",2020-08-22,"DALE","-24.6%"
"25492",2020-08-23,"DALE","-14.5%"
"25493",2020-08-24,"DALE","8.3%"
"25494",2020-08-25,"DALE","26.8%"
"25495",2020-08-26,"DALE","48.1%"
"25496",2020-08-27,"DALE","58.8%"
"25497",2020-08-28,"DALE","50%"
"25498",2020-08-29,"DALE","44.9%"
"25499",2020-08-30,"DALE","26.4%"
"25500",2020-08-31,"DALE","-3.1%"
"25501",2020-09-01,"DALE","-18.3%"
"25502",2020-09-02,"DALE","-35%"
"25503",2020-09-03,"DALE","-33.3%"
"25504",2020-09-04,"DALE","-26.7%"
"25505",2020-09-05,"DALE","-22.5%"
"25506",2020-09-06,"DALE","-13.4%"
"25507",2020-09-07,"DALE","-15.9%"
"25508",2020-09-08,"DALE","-1.7%"
"25509",2020-09-09,"DALE","26.9%"
"25510",2020-09-10,"DALE","22.2%"
"25511",2020-09-11,"DALE","29.1%"
"25512",2020-09-12,"DALE","32.7%"
"25513",2020-09-13,"DALE","29.3%"
"25514",2020-09-14,"DALE","41.5%"
"25515",2020-09-15,"DALE","28.1%"
"25516",2020-09-16,"DALE","3%"
"25517",2020-09-17,"DALE","-3%"
"25518",2020-09-18,"DALE","-21.1%"
"25519",2020-09-19,"DALE","-24.7%"
"25520",2020-09-20,"DALE","-30.7%"
"25521",2020-09-21,"DALE","-34.7%"
"25522",2020-09-22,"DALE","-38.4%"
"25523",2020-09-23,"DALE","-41.2%"
"25524",2020-09-24,"DALE","-37.5%"
"25525",2020-09-25,"DALE","-16.1%"
"25526",2020-09-26,"DALE","-18.2%"
"25527",2020-09-27,"DALE","-9.6%"
"25528",2020-09-28,"DALE","-4.1%"
"25529",2020-09-29,"DALE","-4.4%"
"25530",2020-09-30,"DALE","10%"
"25531",2020-10-01,"DALE","12.5%"
"25532",2020-10-02,"DALE","-17%"
"25533",2020-10-03,"DALE","-13.3%"
"25534",2020-10-04,"DALE","-19.1%"
"25535",2020-10-05,"DALE","-27.7%"
"25536",2020-10-06,"DALE","-14%"
"25537",2020-10-07,"DALE","-9.1%"
"25538",2020-10-08,"DALE","-17.8%"
"25539",2020-10-09,"DALE","-5.1%"
"25540",2020-10-10,"DALE","-10.3%"
"25541",2020-10-11,"DALE","-5.3%"
"25542",2020-10-12,"DALE","23.5%"
"25543",2020-10-13,"DALE","35.1%"
"25544",2020-10-14,"DALE","27.5%"
"25545",2020-10-15,"DALE","64.9%"
"25546",2020-10-16,"DALE","83.8%"
"25547",2020-10-17,"DALE","131.4%"
"25548",2020-10-18,"DALE","136.1%"
"25549",2020-10-19,"DALE","138.1%"
"25550",2020-10-20,"DALE","110%"
"25551",2020-10-21,"DALE","102%"
"25552",2020-10-22,"DALE","75.4%"
"25553",2020-10-23,"DALE","79.4%"
"25554",2020-10-24,"DALE","48.1%"
"25555",2020-10-25,"DALE","37.6%"
"25556",2020-10-26,"DALE","20%"
"25557",2020-10-27,"DALE","9.5%"
"25558",2020-10-28,"DALE","32%"
"25559",2020-10-29,"DALE","28%"
"25560",2020-10-30,"DALE","3.3%"
"25561",2020-10-31,"DALE","3.3%"
"25562",2020-11-01,"DALE","13.7%"
"25563",2020-11-02,"DALE","2.5%"
"25564",2020-11-03,"DALE","9.6%"
"25565",2020-11-04,"DALE","-19.9%"
"25566",2020-11-05,"DALE","-19.7%"
"25567",2020-11-06,"DALE","-7.1%"
"25568",2020-11-07,"DALE","-6.5%"
"25569",2020-11-08,"DALE","-15.8%"
"25570",2020-11-09,"DALE","-3.3%"
"25571",2020-11-10,"DALE","0%"
"25572",2020-11-11,"DALE","22.9%"
"25573",2020-11-12,"DALE","20%"
"25574",2020-11-13,"DALE","9.4%"
"25575",2020-11-14,"DALE","11.2%"
"25576",2020-11-15,"DALE","13.4%"
"25577",2020-11-16,"DALE","6.7%"
"25578",2020-11-17,"DALE","-4%"
"25579",2020-11-18,"DALE","-13.4%"
"25580",2020-11-19,"DALE","-16.7%"
"25581",2020-11-20,"DALE","-20.3%"
"25582",2020-11-21,"DALE","-19.4%"
"25583",2020-11-22,"DALE","-19.7%"
"25584",2020-11-23,"DALE","-26%"
"25585",2020-11-24,"DALE","-24.8%"
"25586",2020-11-25,"DALE","-28.4%"
"25587",2020-11-26,"DALE","-31.8%"
"25588",2020-11-27,"DALE","-17.6%"
"25589",2020-11-28,"DALE","-22.1%"
"25590",2020-11-29,"DALE","-13.7%"
"25591",2020-11-30,"DALE","20.2%"
"25592",2020-12-01,"DALE","37.4%"
"25593",2020-12-02,"DALE","73.5%"
"25594",2020-12-03,"DALE","136%"
"25595",2020-12-04,"DALE","121.4%"
"25596",2020-12-05,"DALE","145.7%"
"25597",2020-12-06,"DALE","125%"
"25598",2020-12-07,"DALE","94.7%"
"25599",2020-12-08,"DALE","97.6%"
"25600",2020-12-09,"DALE","69.4%"
"25601",2020-12-10,"DALE","29.4%"
"25602",2020-12-11,"DALE","22.6%"
"25603",2020-12-12,"DALE","13.6%"
"25604",2020-12-13,"DALE","18.2%"
"25605",2020-12-14,"DALE","4.1%"
"25606",2020-12-15,"DALE","-13.4%"
"25607",2020-12-16,"DALE","-3.7%"
"25608",2020-12-17,"DALE","10%"
"25609",2020-12-18,"DALE","10.5%"
"25610",2020-12-19,"DALE","8.8%"
"25611",2020-12-20,"DALE","3.4%"
"25612",2020-12-21,"DALE","3.5%"
"25613",2020-12-22,"DALE","8.4%"
"25614",2020-12-23,"DALE","-6.8%"
"25615",2020-12-24,"DALE","-20.6%"
"25616",2020-12-25,"DALE","-29%"
"25617",2020-12-26,"DALE","-20.7%"
"25618",2020-12-27,"DALE","-16.5%"
"25619",2020-12-28,"DALE","-15.2%"
"25620",2020-12-29,"DALE","-6%"
"25621",2020-12-30,"DALE","5.9%"
"25622",2020-12-31,"DALE","22%"
"25623",2021-01-01,"DALE","43.6%"
"25624",2021-01-02,"DALE","29.2%"
"25625",2021-01-03,"DALE","30.2%"
"25626",2021-01-04,"DALE","28.4%"
"25627",2021-01-05,"DALE","19.3%"
"25628",2021-01-06,"DALE","15.5%"
"25629",2021-01-07,"DALE","17.6%"
"25630",2021-01-08,"DALE","30%"
"25631",2021-01-09,"DALE","33.7%"
"25632",2021-01-10,"DALE","19.4%"
"25633",2021-01-11,"DALE","23.6%"
"25634",2021-01-12,"DALE","17.3%"
"25635",2021-01-13,"DALE","6%"
"25636",2021-01-14,"DALE","-6.6%"
"25637",2021-01-15,"DALE","-33.5%"
"25638",2021-01-16,"DALE","-38.9%"
"25639",2021-01-17,"DALE","-32.8%"
"25640",2021-01-18,"DALE","-35.7%"
"25641",2021-01-19,"DALE","-35.1%"
"25642",2021-01-20,"DALE","-30.6%"
"25643",2021-01-21,"DALE","-33.2%"
"25644",2021-01-22,"DALE","-16.2%"
"25645",2021-01-23,"DALE","-11.7%"
"25646",2021-01-24,"DALE","-16.1%"
"25647",2021-01-25,"DALE","-25.9%"
"25648",2021-01-26,"DALE","-24.2%"
"25649",2021-01-27,"DALE","-26.4%"
"25650",2021-01-28,"DALE","-19%"
"25651",2021-01-29,"DALE","-25.8%"
"25652",2021-01-30,"DALE","-23.1%"
"25653",2021-01-31,"DALE","-19.8%"
"25654",2021-02-01,"DALE","-5.9%"
"25655",2021-02-02,"DALE","-10.7%"
"25656",2021-02-03,"DALE","-15.9%"
"25657",2021-02-04,"DALE","-17.2%"
"25658",2021-02-05,"DALE","-14.5%"
"25659",2021-02-06,"DALE","-16.4%"
"25660",2021-02-07,"DALE","-21.8%"
"25661",2021-02-08,"DALE","-23.1%"
"25662",2021-02-09,"DALE","-23.9%"
"25663",2021-02-10,"DALE","-17.2%"
"25664",2021-02-11,"DALE","-14.2%"
"25665",2021-02-12,"DALE","-15.3%"
"25666",2021-02-13,"DALE","-17.9%"
"25667",2021-02-14,"DALE","-20.7%"
"25668",2021-02-15,"DALE","-24.5%"
"25669",2021-02-16,"DALE","-15.7%"
"25670",2021-02-17,"DALE","-16.8%"
"25671",2021-02-18,"DALE","-21.4%"
"25672",2021-02-19,"DALE","-32%"
"25673",2021-02-20,"DALE","-25%"
"25674",2021-02-21,"DALE","-14.8%"
"25675",2021-02-22,"DALE","-12%"
"25676",2021-02-23,"DALE","-23.3%"
"25677",2021-02-24,"DALE","-25%"
"25678",2021-02-25,"DALE","-28.4%"
"25679",2021-02-26,"DALE","-10.3%"
"25680",2021-02-27,"DALE","-22.2%"
"25681",2021-02-28,"DALE","-26.7%"
"25682",2021-03-01,"DALE","-37%"
"25683",2021-03-02,"DALE","-39.4%"
"25684",2021-03-03,"DALE","-44.4%"
"25685",2021-03-04,"DALE","-46.6%"
"25686",2021-03-05,"DALE","-50.8%"
"25687",2021-03-06,"DALE","-48.2%"
"25688",2021-03-07,"DALE","-45.5%"
"25689",2021-03-08,"DALE","-30.4%"
"25690",2021-03-09,"DALE","-22.5%"
"25691",2021-03-10,"DALE","-11.4%"
"25692",2021-03-11,"DALE","0%"
"25693",2021-03-12,"DALE","-10%"
"25694",2021-03-13,"DALE","-10.3%"
"25695",2021-03-14,"DALE","-16.7%"
"25696",2021-03-15,"DALE","-40.6%"
"25697",2021-03-16,"DALE","-38.7%"
"25698",2021-03-17,"DALE","-48.4%"
"25699",2021-03-18,"DALE","-51.6%"
"25700",2021-03-19,"DALE","-33.3%"
"25701",2021-03-20,"DALE","-30.8%"
"25702",2021-03-21,"DALE","-32%"
"25703",2021-03-22,"DALE","5.3%"
"25704",2021-03-23,"DALE","31.6%"
"25705",2021-03-24,"DALE","43.8%"
"25706",2021-03-25,"DALE","40%"
"25707",2021-03-26,"DALE","11.1%"
"25708",2021-03-27,"DALE","16.7%"
"25709",2021-03-28,"DALE","29.4%"
"25710",2021-03-29,"DALE","5%"
"25711",2021-03-30,"DALE","-32%"
"25712",2021-03-31,"DALE","-13%"
"25713",2021-04-01,"DALE","0%"
"25714",2021-04-02,"DALE","0%"
"25715",2021-04-03,"DALE","-19%"
"25716",2021-04-04,"DALE","-27.3%"
"25717",2021-04-05,"DALE","-28.6%"
"25718",2021-04-06,"DALE","-17.6%"
"25719",2021-04-07,"DALE","-30%"
"25720",2021-04-08,"DALE","-23.8%"
"25721",2021-04-09,"DALE","-20%"
"25722",2021-04-10,"DALE","-5.9%"
"25723",2021-04-11,"DALE","6.3%"
"25724",2021-04-12,"DALE","6.7%"
"25725",2021-04-13,"DALE","35.7%"
"25726",2021-04-14,"DALE","42.9%"
"25727",2021-04-15,"DALE","18.8%"
"25728",2021-04-16,"DALE","37.5%"
"25729",2021-04-17,"DALE","31.3%"
"25730",2021-04-18,"DALE","17.6%"
"25731",2021-04-19,"DALE","25%"
"25732",2021-04-20,"DALE","0%"
"25733",2021-04-21,"DALE","-5%"
"25734",2021-04-22,"DALE","-5.3%"
"25735",2021-04-23,"DALE","-13.6%"
"25736",2021-04-24,"DALE","0%"
"25737",2021-04-25,"DALE","20%"
"25738",2021-04-26,"DALE","55%"
"25739",2021-04-27,"DALE","52.6%"
"25740",2021-04-28,"DALE","68.4%"
"25741",2021-04-29,"DALE","77.8%"
"25742",2021-04-30,"DALE","52.6%"
"25743",2021-05-01,"DALE","52.4%"
"25744",2021-05-02,"DALE","20.8%"
"25745",2021-05-03,"DALE","-29%"
"25746",2021-05-04,"DALE","-31%"
"25747",2021-05-05,"DALE","-53.1%"
"25748",2021-05-06,"DALE","-59.4%"
"25749",2021-05-07,"DALE","-58.6%"
"25750",2021-05-08,"DALE","-75%"
"25751",2021-05-09,"DALE","-72.4%"
"25752",2021-05-10,"DALE","-31.8%"
"25753",2021-05-11,"DALE","-5%"
"25754",2021-05-12,"DALE","40%"
"25755",2021-05-13,"DALE","76.9%"
"25756",2021-05-14,"DALE","83.3%"
"25757",2021-05-15,"DALE","187.5%"
"25758",2021-05-16,"DALE","187.5%"
"25759",2021-05-17,"DALE","13.3%"
"25760",2021-05-18,"DALE","-15.8%"
"25761",2021-05-19,"DALE","-33.3%"
"25762",2021-05-20,"DALE","-39.1%"
"25763",2021-05-21,"DALE","-40.9%"
"25764",2021-05-22,"DALE","-52.2%"
"25765",2021-05-23,"DALE","-47.8%"
"25766",2021-05-24,"DALE","-47.1%"
"25767",2021-05-25,"DALE","-37.5%"
"25768",2021-05-26,"DALE","-14.3%"
"25769",2021-05-27,"DALE","0%"
"25770",2021-05-28,"DALE","7.7%"
"25771",2021-05-29,"DALE","36.4%"
"25772",2021-05-30,"DALE","8.3%"
"25773",2021-05-31,"DALE","44.4%"
"25774",2021-06-01,"DALE","10%"
"25775",2021-06-02,"DALE","-25%"
"25776",2021-06-03,"DALE","-50%"
"25777",2021-06-04,"DALE","-50%"
"25778",2021-06-05,"DALE","-53.3%"
"25779",2021-06-06,"DALE","-23.1%"
"25780",2021-06-07,"DALE","38.5%"
"25781",2021-06-08,"DALE","45.5%"
"25782",2021-06-09,"DALE","77.8%"
"25783",2021-06-10,"DALE","100%"
"25784",2021-06-11,"DALE","114.3%"
"25785",2021-06-12,"DALE","100%"
"25786",2021-06-13,"DALE","10%"
"25787",2021-06-14,"DALE","-83.3%"
"25788",2021-06-15,"DALE","-81.3%"
"25789",2021-06-16,"DALE","-81.3%"
"25790",2021-06-17,"DALE","-64.3%"
"25791",2021-06-18,"DALE","-66.7%"
"25792",2021-06-19,"DALE","-57.1%"
"25793",2021-06-20,"DALE","-45.5%"
"25794",2021-06-21,"DALE","200%"
"25795",2021-06-22,"DALE","266.7%"
"25796",2021-06-23,"DALE","233.3%"
"25797",2021-06-24,"DALE","100%"
"25798",2021-06-25,"DALE","100%"
"25799",2021-06-26,"DALE","116.7%"
"25800",2021-06-27,"DALE","183.3%"
"25801",2021-06-28,"DALE","155.6%"
"25802",2021-06-29,"DALE","145.5%"
"25803",2021-06-30,"DALE","230%"
"25804",2021-07-01,"DALE","260%"
"25805",2021-07-02,"DALE","310%"
"25806",2021-07-03,"DALE","223.1%"
"25807",2021-07-04,"DALE","141.2%"
"25808",2021-07-05,"DALE","60.9%"
"25809",2021-07-06,"DALE","44.4%"
"25810",2021-07-07,"DALE","36.4%"
"25811",2021-07-08,"DALE","25%"
"25812",2021-07-09,"DALE","26.8%"
"25813",2021-07-10,"DALE","14.3%"
"25814",2021-07-11,"DALE","41.5%"
"25815",2021-07-12,"DALE","78.4%"
"25816",2021-07-13,"DALE","87.2%"
"25817",2021-07-14,"DALE","57.8%"
"25818",2021-07-15,"DALE","84.4%"
"25819",2021-07-16,"DALE","78.8%"
"25820",2021-07-17,"DALE","125%"
"25821",2021-07-18,"DALE","94.8%"
"25822",2021-07-19,"DALE","104.5%"
"25823",2021-07-20,"DALE","112.3%"
"25824",2021-07-21,"DALE","160.6%"
"25825",2021-07-22,"DALE","155.4%"
"25826",2021-07-23,"DALE","131.2%"
"25827",2021-07-24,"DALE","113%"
"25828",2021-07-25,"DALE","115.9%"
"25829",2021-07-26,"DALE","95.6%"
"25830",2021-07-27,"DALE","80.6%"
"25831",2021-07-28,"DALE","62.7%"
"25832",2021-07-29,"DALE","50%"
"25833",2021-07-30,"DALE","67.4%"
"25834",2021-07-31,"DALE","63%"
"25835",2021-08-01,"DALE","59.4%"
"25836",2021-08-02,"DALE","59.1%"
"25837",2021-08-03,"DALE","58.6%"
"25838",2021-08-04,"DALE","43.5%"
"25839",2021-08-05,"DALE","43.1%"
"25840",2021-08-06,"DALE","25.6%"
"25841",2021-08-07,"DALE","19.2%"
"25842",2021-08-08,"DALE","16.7%"
"25843",2021-08-09,"DALE","13.1%"
"25844",2021-08-10,"DALE","20.5%"
"25845",2021-08-11,"DALE","32.9%"
"25846",2021-08-12,"DALE","25.9%"
"25847",2021-08-13,"DALE","31.4%"
"25848",2021-08-14,"DALE","36.2%"
"25849",2021-08-15,"DALE","31.5%"
"25850",2021-08-16,"DALE","30.1%"
"25851",2021-08-17,"DALE","9%"
"25852",2021-08-18,"DALE","5.7%"
"25853",2021-08-19,"DALE","11%"
"25854",2021-08-20,"DALE","7.6%"
"25855",2021-08-21,"DALE","1.5%"
"25856",2021-08-22,"DALE","3%"
"25857",2021-08-23,"DALE","-6.6%"
"25858",2021-08-24,"DALE","-2.1%"
"25859",2021-08-25,"DALE","-10.9%"
"25860",2021-08-26,"DALE","-20.1%"
"25861",2021-08-27,"DALE","-23.5%"
"25862",2021-08-28,"DALE","-20.7%"
"25863",2021-08-29,"DALE","-22.1%"
"25864",2021-08-30,"DALE","-20.5%"
"25865",2021-08-31,"DALE","-25.7%"
"25866",2021-09-01,"DALE","-27.5%"
"25867",2021-09-02,"DALE","-30.7%"
"25868",2021-09-03,"DALE","-35.4%"
"25869",2021-09-04,"DALE","-38%"
"25870",2021-09-05,"DALE","-37.6%"
"25871",2021-09-06,"DALE","-44.7%"
"25872",2021-09-07,"DALE","-42.2%"
"25873",2021-09-08,"DALE","-41.3%"
"25874",2021-09-09,"DALE","-37.2%"
"25875",2021-09-10,"DALE","-32.9%"
"25876",2021-09-11,"DALE","-30.6%"
"25877",2021-09-12,"DALE","-29.1%"
"25878",2021-09-13,"DALE","-10.6%"
"25879",2021-09-14,"DALE","-14.7%"
"25880",2021-09-15,"DALE","-11.3%"
"25881",2021-09-16,"DALE","-11.3%"
"25882",2021-09-17,"DALE","-10.8%"
"25883",2021-09-18,"DALE","-17.5%"
"25884",2021-09-19,"DALE","-26.9%"
"25885",2021-09-20,"DALE","-33%"
"25886",2021-09-21,"DALE","-32.5%"
"25887",2021-09-22,"DALE","-34.3%"
"25888",2021-09-23,"DALE","-36.7%"
"25889",2021-09-24,"DALE","-38.1%"
"25890",2021-09-25,"DALE","-30.5%"
"25891",2021-09-26,"DALE","-19.4%"
"25892",2021-09-27,"DALE","-33.6%"
"25893",2021-09-28,"DALE","-34%"
"25894",2021-09-29,"DALE","-37.3%"
"25895",2021-09-30,"DALE","-33.9%"
"25896",2021-10-01,"DALE","-22.2%"
"25897",2021-10-02,"DALE","-27.3%"
"25898",2021-10-03,"DALE","-28.8%"
"25899",2021-10-04,"DALE","-10.9%"
"25900",2021-10-05,"DALE","-8.6%"
"25901",2021-10-06,"DALE","-9.5%"
"25902",2021-10-07,"DALE","-15.9%"
"25903",2021-10-08,"DALE","-40.7%"
"25904",2021-10-09,"DALE","-46.6%"
"25905",2021-10-10,"DALE","-56.2%"
"25906",2021-10-11,"DALE","-71.1%"
"25907",2021-10-12,"DALE","-70.6%"
"25908",2021-10-13,"DALE","-73.7%"
"25909",2021-10-14,"DALE","-65.2%"
"25910",2021-10-15,"DALE","-61.1%"
"25911",2021-10-16,"DALE","-46.8%"
"25912",2021-10-17,"DALE","-35.9%"
"25913",2021-10-18,"DALE","-3.8%"
"25914",2021-10-19,"DALE","-24%"
"25915",2021-10-20,"DALE","20%"
"25916",2021-10-21,"DALE","-25%"
"25917",2021-10-22,"DALE","-4.8%"
"25918",2021-10-23,"DALE","-40%"
"25919",2021-10-24,"DALE","-32%"
"25920",2021-10-25,"DALE","-12%"
"25921",2021-10-26,"DALE","31.6%"
"25922",2021-10-27,"DALE","-16.7%"
"25923",2021-10-28,"DALE","5.6%"
"25924",2021-10-29,"DALE","-20%"
"25925",2021-10-30,"DALE","13.3%"
"25926",2021-10-31,"DALE","-11.8%"
"25927",2021-11-01,"DALE","-45.5%"
"25928",2021-11-02,"DALE","-60%"
"25929",2021-11-03,"DALE","-35%"
"25930",2021-11-04,"DALE","-5.3%"
"25931",2021-11-05,"DALE","18.8%"
"25932",2021-11-06,"DALE","5.9%"
"25933",2021-11-07,"DALE","13.3%"
