"","DtCaseOrDeathOrTest","Jurisdiction","CSumDeath"
"29296",2020-09-02,"ELMORE",62
"29297",2020-09-03,"ELMORE",63
"29298",2020-09-04,"ELMORE",63
"29299",2020-09-05,"ELMORE",63
"29300",2020-09-06,"ELMORE",63
"29301",2020-09-07,"ELMORE",63
"29302",2020-09-08,"ELMORE",63
"29303",2020-09-09,"ELMORE",63
"29304",2020-09-10,"ELMORE",63
"29305",2020-09-11,"ELMORE",63
"29306",2020-09-12,"ELMORE",63
"29307",2020-09-13,"ELMORE",63
"29308",2020-09-14,"ELMORE",63
"29309",2020-09-15,"ELMORE",64
"29310",2020-09-16,"ELMORE",64
"29311",2020-09-17,"ELMORE",64
"29312",2020-09-18,"ELMORE",64
"29313",2020-09-19,"ELMORE",64
"29314",2020-09-20,"ELMORE",64
"29315",2020-09-21,"ELMORE",65
"29316",2020-09-22,"ELMORE",65
"29317",2020-09-23,"ELMORE",65
"29318",2020-09-24,"ELMORE",66
"29319",2020-09-25,"ELMORE",66
"29320",2020-09-26,"ELMORE",67
"29321",2020-09-27,"ELMORE",69
"29322",2020-09-28,"ELMORE",69
"29323",2020-09-29,"ELMORE",69
"29324",2020-09-30,"ELMORE",69
"29325",2020-10-01,"ELMORE",70
"29326",2020-10-02,"ELMORE",70
"29327",2020-10-03,"ELMORE",70
"29328",2020-10-04,"ELMORE",70
"29329",2020-10-05,"ELMORE",70
"29330",2020-10-06,"ELMORE",70
"29331",2020-10-07,"ELMORE",70
"29332",2020-10-08,"ELMORE",70
"29333",2020-10-09,"ELMORE",70
"29334",2020-10-10,"ELMORE",70
"29335",2020-10-11,"ELMORE",70
"29336",2020-10-12,"ELMORE",70
"29337",2020-10-13,"ELMORE",71
"29338",2020-10-14,"ELMORE",73
"29339",2020-10-15,"ELMORE",73
"29340",2020-10-16,"ELMORE",73
"29341",2020-10-17,"ELMORE",73
"29342",2020-10-18,"ELMORE",73
"29343",2020-10-19,"ELMORE",75
"29344",2020-10-20,"ELMORE",75
"29345",2020-10-21,"ELMORE",75
"29346",2020-10-22,"ELMORE",75
"29347",2020-10-23,"ELMORE",76
"29348",2020-10-24,"ELMORE",77
"29349",2020-10-25,"ELMORE",78
"29350",2020-10-26,"ELMORE",78
"29351",2020-10-27,"ELMORE",78
"29352",2020-10-28,"ELMORE",78
"29353",2020-10-29,"ELMORE",78
"29354",2020-10-30,"ELMORE",78
"29355",2020-10-31,"ELMORE",78
"29356",2020-11-01,"ELMORE",78
"29357",2020-11-02,"ELMORE",78
"29358",2020-11-03,"ELMORE",78
"29359",2020-11-04,"ELMORE",79
"29360",2020-11-05,"ELMORE",80
"29361",2020-11-06,"ELMORE",80
"29362",2020-11-07,"ELMORE",80
"29363",2020-11-08,"ELMORE",80
"29364",2020-11-09,"ELMORE",80
"29365",2020-11-10,"ELMORE",81
"29366",2020-11-11,"ELMORE",81
"29367",2020-11-12,"ELMORE",82
"29368",2020-11-13,"ELMORE",82
"29369",2020-11-14,"ELMORE",83
"29370",2020-11-15,"ELMORE",83
"29371",2020-11-16,"ELMORE",83
"29372",2020-11-17,"ELMORE",83
"29373",2020-11-18,"ELMORE",83
"29374",2020-11-19,"ELMORE",83
"29375",2020-11-20,"ELMORE",83
"29376",2020-11-21,"ELMORE",83
"29377",2020-11-22,"ELMORE",84
"29378",2020-11-23,"ELMORE",85
"29379",2020-11-24,"ELMORE",86
"29380",2020-11-25,"ELMORE",87
"29381",2020-11-26,"ELMORE",87
"29382",2020-11-27,"ELMORE",90
"29383",2020-11-28,"ELMORE",90
"29384",2020-11-29,"ELMORE",90
"29385",2020-11-30,"ELMORE",90
"29386",2020-12-01,"ELMORE",90
"29387",2020-12-02,"ELMORE",90
"29388",2020-12-03,"ELMORE",90
"29389",2020-12-04,"ELMORE",90
"29390",2020-12-05,"ELMORE",91
"29391",2020-12-06,"ELMORE",91
"29392",2020-12-07,"ELMORE",93
"29393",2020-12-08,"ELMORE",94
"29394",2020-12-09,"ELMORE",96
"29395",2020-12-10,"ELMORE",98
"29396",2020-12-11,"ELMORE",99
"29397",2020-12-12,"ELMORE",100
"29398",2020-12-13,"ELMORE",100
"29399",2020-12-14,"ELMORE",101
"29400",2020-12-15,"ELMORE",101
"29401",2020-12-16,"ELMORE",104
"29402",2020-12-17,"ELMORE",104
"29403",2020-12-18,"ELMORE",106
"29404",2020-12-19,"ELMORE",106
"29405",2020-12-20,"ELMORE",106
"29406",2020-12-21,"ELMORE",106
"29407",2020-12-22,"ELMORE",107
"29408",2020-12-23,"ELMORE",108
"29409",2020-12-24,"ELMORE",110
"29410",2020-12-25,"ELMORE",110
"29411",2020-12-26,"ELMORE",110
"29412",2020-12-27,"ELMORE",110
"29413",2020-12-28,"ELMORE",111
"29414",2020-12-29,"ELMORE",116
"29415",2020-12-30,"ELMORE",118
"29416",2020-12-31,"ELMORE",118
"29417",2021-01-01,"ELMORE",119
"29418",2021-01-02,"ELMORE",119
"29419",2021-01-03,"ELMORE",121
"29420",2021-01-04,"ELMORE",123
"29421",2021-01-05,"ELMORE",124
"29422",2021-01-06,"ELMORE",127
"29423",2021-01-07,"ELMORE",131
"29424",2021-01-08,"ELMORE",134
"29425",2021-01-09,"ELMORE",136
"29426",2021-01-10,"ELMORE",141
"29427",2021-01-11,"ELMORE",141
"29428",2021-01-12,"ELMORE",145
"29429",2021-01-13,"ELMORE",145
"29430",2021-01-14,"ELMORE",148
"29431",2021-01-15,"ELMORE",150
"29432",2021-01-16,"ELMORE",152
"29433",2021-01-17,"ELMORE",154
"29434",2021-01-18,"ELMORE",156
"29435",2021-01-19,"ELMORE",159
"29436",2021-01-20,"ELMORE",161
"29437",2021-01-21,"ELMORE",165
"29438",2021-01-22,"ELMORE",167
"29439",2021-01-23,"ELMORE",169
"29440",2021-01-24,"ELMORE",169
"29441",2021-01-25,"ELMORE",169
"29442",2021-01-26,"ELMORE",169
"29443",2021-01-27,"ELMORE",169
"29444",2021-01-28,"ELMORE",170
"29445",2021-01-29,"ELMORE",173
"29446",2021-01-30,"ELMORE",176
"29447",2021-01-31,"ELMORE",177
"29448",2021-02-01,"ELMORE",178
"29449",2021-02-02,"ELMORE",179
"29450",2021-02-03,"ELMORE",182
"29451",2021-02-04,"ELMORE",182
"29452",2021-02-05,"ELMORE",185
"29453",2021-02-06,"ELMORE",185
"29454",2021-02-07,"ELMORE",186
"29455",2021-02-08,"ELMORE",186
"29456",2021-02-09,"ELMORE",188
"29457",2021-02-10,"ELMORE",189
"29458",2021-02-11,"ELMORE",189
"29459",2021-02-12,"ELMORE",189
"29460",2021-02-13,"ELMORE",189
"29461",2021-02-14,"ELMORE",191
"29462",2021-02-15,"ELMORE",191
"29463",2021-02-16,"ELMORE",192
"29464",2021-02-17,"ELMORE",193
"29465",2021-02-18,"ELMORE",193
"29466",2021-02-19,"ELMORE",194
"29467",2021-02-20,"ELMORE",194
"29468",2021-02-21,"ELMORE",195
"29469",2021-02-22,"ELMORE",195
"29470",2021-02-23,"ELMORE",196
"29471",2021-02-24,"ELMORE",196
"29472",2021-02-25,"ELMORE",197
"29473",2021-02-26,"ELMORE",197
"29474",2021-02-27,"ELMORE",197
"29475",2021-02-28,"ELMORE",197
"29476",2021-03-01,"ELMORE",197
"29477",2021-03-02,"ELMORE",197
"29478",2021-03-03,"ELMORE",197
"29479",2021-03-04,"ELMORE",198
"29480",2021-03-05,"ELMORE",200
"29481",2021-03-06,"ELMORE",200
"29482",2021-03-07,"ELMORE",200
"29483",2021-03-08,"ELMORE",200
"29484",2021-03-09,"ELMORE",201
"29485",2021-03-10,"ELMORE",202
"29486",2021-03-11,"ELMORE",202
"29487",2021-03-12,"ELMORE",202
"29488",2021-03-13,"ELMORE",202
"29489",2021-03-14,"ELMORE",202
"29490",2021-03-15,"ELMORE",202
"29491",2021-03-16,"ELMORE",202
"29492",2021-03-17,"ELMORE",202
"29493",2021-03-18,"ELMORE",202
"29494",2021-03-19,"ELMORE",202
"29495",2021-03-20,"ELMORE",202
"29496",2021-03-21,"ELMORE",202
"29497",2021-03-22,"ELMORE",202
"29498",2021-03-23,"ELMORE",202
"29499",2021-03-24,"ELMORE",202
"29500",2021-03-25,"ELMORE",202
"29501",2021-03-26,"ELMORE",203
"29502",2021-03-27,"ELMORE",205
"29503",2021-03-28,"ELMORE",206
"29504",2021-03-29,"ELMORE",207
"29505",2021-03-30,"ELMORE",207
"29506",2021-03-31,"ELMORE",207
"29507",2021-04-01,"ELMORE",207
"29508",2021-04-02,"ELMORE",207
"29509",2021-04-03,"ELMORE",207
"29510",2021-04-04,"ELMORE",207
"29511",2021-04-05,"ELMORE",207
"29512",2021-04-06,"ELMORE",207
"29513",2021-04-07,"ELMORE",209
"29514",2021-04-08,"ELMORE",210
"29515",2021-04-09,"ELMORE",210
"29516",2021-04-10,"ELMORE",210
"29517",2021-04-11,"ELMORE",211
"29518",2021-04-12,"ELMORE",211
"29519",2021-04-13,"ELMORE",211
"29520",2021-04-14,"ELMORE",211
"29521",2021-04-15,"ELMORE",211
"29522",2021-04-16,"ELMORE",211
"29523",2021-04-17,"ELMORE",211
"29524",2021-04-18,"ELMORE",211
"29525",2021-04-19,"ELMORE",211
"29526",2021-04-20,"ELMORE",211
"29527",2021-04-21,"ELMORE",211
"29528",2021-04-22,"ELMORE",211
"29529",2021-04-23,"ELMORE",211
"29530",2021-04-24,"ELMORE",211
"29531",2021-04-25,"ELMORE",211
"29532",2021-04-26,"ELMORE",211
"29533",2021-04-27,"ELMORE",211
"29534",2021-04-28,"ELMORE",211
"29535",2021-04-29,"ELMORE",211
"29536",2021-04-30,"ELMORE",211
"29537",2021-05-01,"ELMORE",211
"29538",2021-05-02,"ELMORE",211
"29539",2021-05-03,"ELMORE",211
"29540",2021-05-04,"ELMORE",211
"29541",2021-05-05,"ELMORE",212
"29542",2021-05-06,"ELMORE",212
"29543",2021-05-07,"ELMORE",212
"29544",2021-05-08,"ELMORE",212
"29545",2021-05-09,"ELMORE",212
"29546",2021-05-10,"ELMORE",212
"29547",2021-05-11,"ELMORE",214
"29548",2021-05-12,"ELMORE",215
"29549",2021-05-13,"ELMORE",215
"29550",2021-05-14,"ELMORE",215
"29551",2021-05-15,"ELMORE",215
"29552",2021-05-16,"ELMORE",215
"29553",2021-05-17,"ELMORE",215
"29554",2021-05-18,"ELMORE",215
"29555",2021-05-19,"ELMORE",215
"29556",2021-05-20,"ELMORE",215
"29557",2021-05-21,"ELMORE",215
"29558",2021-05-22,"ELMORE",215
"29559",2021-05-23,"ELMORE",215
"29560",2021-05-24,"ELMORE",215
"29561",2021-05-25,"ELMORE",215
"29562",2021-05-26,"ELMORE",216
"29563",2021-05-27,"ELMORE",216
"29564",2021-05-28,"ELMORE",216
"29565",2021-05-29,"ELMORE",216
"29566",2021-05-30,"ELMORE",216
"29567",2021-05-31,"ELMORE",216
"29568",2021-06-01,"ELMORE",216
"29569",2021-06-02,"ELMORE",216
"29570",2021-06-03,"ELMORE",216
"29571",2021-06-04,"ELMORE",216
"29572",2021-06-05,"ELMORE",216
"29573",2021-06-06,"ELMORE",216
"29574",2021-06-07,"ELMORE",216
"29575",2021-06-08,"ELMORE",217
"29576",2021-06-09,"ELMORE",217
"29577",2021-06-10,"ELMORE",217
"29578",2021-06-11,"ELMORE",217
"29579",2021-06-12,"ELMORE",217
"29580",2021-06-13,"ELMORE",217
"29581",2021-06-14,"ELMORE",217
"29582",2021-06-15,"ELMORE",217
"29583",2021-06-16,"ELMORE",217
"29584",2021-06-17,"ELMORE",217
"29585",2021-06-18,"ELMORE",217
"29586",2021-06-19,"ELMORE",217
"29587",2021-06-20,"ELMORE",217
"29588",2021-06-21,"ELMORE",218
"29589",2021-06-22,"ELMORE",218
"29590",2021-06-23,"ELMORE",218
"29591",2021-06-24,"ELMORE",218
"29592",2021-06-25,"ELMORE",218
"29593",2021-06-26,"ELMORE",218
"29594",2021-06-27,"ELMORE",218
"29595",2021-06-28,"ELMORE",218
"29596",2021-06-29,"ELMORE",218
"29597",2021-06-30,"ELMORE",218
"29598",2021-07-01,"ELMORE",218
"29599",2021-07-02,"ELMORE",218
"29600",2021-07-03,"ELMORE",218
"29601",2021-07-04,"ELMORE",218
"29602",2021-07-05,"ELMORE",218
"29603",2021-07-06,"ELMORE",218
"29604",2021-07-07,"ELMORE",218
"29605",2021-07-08,"ELMORE",218
"29606",2021-07-09,"ELMORE",218
"29607",2021-07-10,"ELMORE",218
"29608",2021-07-11,"ELMORE",218
"29609",2021-07-12,"ELMORE",219
"29610",2021-07-13,"ELMORE",219
"29611",2021-07-14,"ELMORE",219
"29612",2021-07-15,"ELMORE",219
"29613",2021-07-16,"ELMORE",219
"29614",2021-07-17,"ELMORE",219
"29615",2021-07-18,"ELMORE",219
"29616",2021-07-19,"ELMORE",219
"29617",2021-07-20,"ELMORE",219
"29618",2021-07-21,"ELMORE",220
"29619",2021-07-22,"ELMORE",220
"29620",2021-07-23,"ELMORE",221
"29621",2021-07-24,"ELMORE",222
"29622",2021-07-25,"ELMORE",222
"29623",2021-07-26,"ELMORE",222
"29624",2021-07-27,"ELMORE",222
"29625",2021-07-28,"ELMORE",222
"29626",2021-07-29,"ELMORE",222
"29627",2021-07-30,"ELMORE",222
"29628",2021-07-31,"ELMORE",223
"29629",2021-08-01,"ELMORE",224
"29630",2021-08-02,"ELMORE",224
"29631",2021-08-03,"ELMORE",224
"29632",2021-08-04,"ELMORE",226
"29633",2021-08-05,"ELMORE",226
"29634",2021-08-06,"ELMORE",227
"29635",2021-08-07,"ELMORE",228
"29636",2021-08-08,"ELMORE",228
"29637",2021-08-09,"ELMORE",230
"29638",2021-08-10,"ELMORE",230
"29639",2021-08-11,"ELMORE",232
"29640",2021-08-12,"ELMORE",232
"29641",2021-08-13,"ELMORE",232
"29642",2021-08-14,"ELMORE",234
"29643",2021-08-15,"ELMORE",235
"29644",2021-08-16,"ELMORE",236
"29645",2021-08-17,"ELMORE",236
"29646",2021-08-18,"ELMORE",236
"29647",2021-08-19,"ELMORE",237
"29648",2021-08-20,"ELMORE",239
"29649",2021-08-21,"ELMORE",239
"29650",2021-08-22,"ELMORE",239
"29651",2021-08-23,"ELMORE",239
"29652",2021-08-24,"ELMORE",241
"29653",2021-08-25,"ELMORE",243
"29654",2021-08-26,"ELMORE",244
"29655",2021-08-27,"ELMORE",244
"29656",2021-08-28,"ELMORE",246
"29657",2021-08-29,"ELMORE",247
"29658",2021-08-30,"ELMORE",247
"29659",2021-08-31,"ELMORE",249
"29660",2021-09-01,"ELMORE",249
"29661",2021-09-02,"ELMORE",250
"29662",2021-09-03,"ELMORE",252
"29663",2021-09-04,"ELMORE",252
"29664",2021-09-05,"ELMORE",253
"29665",2021-09-06,"ELMORE",256
"29666",2021-09-07,"ELMORE",258
"29667",2021-09-08,"ELMORE",262
"29668",2021-09-09,"ELMORE",263
"29669",2021-09-10,"ELMORE",264
"29670",2021-09-11,"ELMORE",266
"29671",2021-09-12,"ELMORE",267
"29672",2021-09-13,"ELMORE",268
"29673",2021-09-14,"ELMORE",271
"29674",2021-09-15,"ELMORE",271
"29675",2021-09-16,"ELMORE",272
"29676",2021-09-17,"ELMORE",273
"29677",2021-09-18,"ELMORE",274
"29678",2021-09-19,"ELMORE",274
"29679",2021-09-20,"ELMORE",274
"29680",2021-09-21,"ELMORE",275
"29681",2021-09-22,"ELMORE",277
"29682",2021-09-23,"ELMORE",278
"29683",2021-09-24,"ELMORE",280
"29684",2021-09-25,"ELMORE",280
"29685",2021-09-26,"ELMORE",281
"29686",2021-09-27,"ELMORE",281
"29687",2021-09-28,"ELMORE",283
"29688",2021-09-29,"ELMORE",283
"29689",2021-09-30,"ELMORE",284
"29690",2021-10-01,"ELMORE",285
"29691",2021-10-02,"ELMORE",287
"29692",2021-10-03,"ELMORE",288
"29693",2021-10-04,"ELMORE",289
"29694",2021-10-05,"ELMORE",289
"29695",2021-10-06,"ELMORE",290
"29696",2021-10-07,"ELMORE",290
"29697",2021-10-08,"ELMORE",290
"29698",2021-10-09,"ELMORE",291
"29699",2021-10-10,"ELMORE",292
"29700",2021-10-11,"ELMORE",292
"29701",2021-10-12,"ELMORE",292
"29702",2021-10-13,"ELMORE",292
"29703",2021-10-14,"ELMORE",292
"29704",2021-10-15,"ELMORE",292
"29705",2021-10-16,"ELMORE",293
"29706",2021-10-17,"ELMORE",293
"29707",2021-10-18,"ELMORE",293
"29708",2021-10-19,"ELMORE",295
"29709",2021-10-20,"ELMORE",295
"29710",2021-10-21,"ELMORE",295
"29711",2021-10-22,"ELMORE",295
"29712",2021-10-23,"ELMORE",295
"29713",2021-10-24,"ELMORE",295
"29714",2021-10-25,"ELMORE",295
"29715",2021-10-26,"ELMORE",295
"29716",2021-10-27,"ELMORE",295
"29717",2021-10-28,"ELMORE",295
"29718",2021-10-29,"ELMORE",295
"29719",2021-10-30,"ELMORE",295
"29720",2021-10-31,"ELMORE",296
"29721",2021-11-01,"ELMORE",296
"29722",2021-11-02,"ELMORE",296
"29723",2021-11-03,"ELMORE",296
"29724",2021-11-04,"ELMORE",296
"29725",2021-11-05,"ELMORE",296
"29726",2021-11-06,"ELMORE",297
"29727",2021-11-07,"ELMORE",297
"29728",2021-11-08,"ELMORE",298
"29729",2021-11-09,"ELMORE",298
"29730",2021-11-10,"ELMORE",298
"29731",2021-11-11,"ELMORE",298
"29732",2021-11-12,"ELMORE",298
"29733",2021-11-13,"ELMORE",298
"29734",2021-11-14,"ELMORE",298
"29735",2021-11-15,"ELMORE",298
"29736",2021-11-16,"ELMORE",298
"29737",2021-11-17,"ELMORE",298
"29738",2021-11-18,"ELMORE",298
"29739",2021-11-19,"ELMORE",298
"29740",2021-11-20,"ELMORE",298
"29741",2021-11-21,"ELMORE",298
"29742",2021-11-22,"ELMORE",298
"29743",2021-11-23,"ELMORE",298
"29744",2021-11-24,"ELMORE",298
"29745",2021-11-25,"ELMORE",298
"29746",2021-11-26,"ELMORE",298
"29747",2021-11-27,"ELMORE",298
"29748",2021-11-28,"ELMORE",298
"29749",2021-11-29,"ELMORE",298
"29750",2021-11-30,"ELMORE",298
"29751",2021-12-01,"ELMORE",298
"29752",2021-12-02,"ELMORE",298
"29753",2021-12-03,"ELMORE",299
"29754",2021-12-04,"ELMORE",299
"29755",2021-12-05,"ELMORE",299
"29756",2021-12-06,"ELMORE",299
"29757",2021-12-07,"ELMORE",299
"29758",2021-12-08,"ELMORE",299
"29759",2021-12-09,"ELMORE",299
"29760",2021-12-10,"ELMORE",299
"29761",2021-12-11,"ELMORE",299
"29762",2021-12-12,"ELMORE",299
"29763",2021-12-13,"ELMORE",299
"29764",2021-12-14,"ELMORE",299
"29765",2021-12-15,"ELMORE",299
"29766",2021-12-16,"ELMORE",299
"29767",2021-12-17,"ELMORE",300
"29768",2021-12-18,"ELMORE",300
"29769",2021-12-19,"ELMORE",300
"29770",2021-12-20,"ELMORE",301
"29771",2021-12-21,"ELMORE",301
"29772",2021-12-22,"ELMORE",301
"29773",2021-12-23,"ELMORE",301
"29774",2021-12-24,"ELMORE",301
"29775",2021-12-25,"ELMORE",301
"29776",2021-12-26,"ELMORE",302
"29777",2021-12-27,"ELMORE",302
"29778",2021-12-28,"ELMORE",302
"29779",2021-12-29,"ELMORE",302
"29780",2021-12-30,"ELMORE",302
"29781",2021-12-31,"ELMORE",302
"29782",2022-01-01,"ELMORE",302
"29783",2022-01-02,"ELMORE",302
"29784",2022-01-03,"ELMORE",302
"29785",2022-01-04,"ELMORE",302
"29786",2022-01-05,"ELMORE",302
"29787",2022-01-06,"ELMORE",302
"29788",2022-01-07,"ELMORE",302
"29789",2022-01-08,"ELMORE",303
"29790",2022-01-09,"ELMORE",304
"29791",2022-01-10,"ELMORE",304
"29792",2022-01-11,"ELMORE",304
"29793",2022-01-12,"ELMORE",304
"29794",2022-01-13,"ELMORE",305
"29795",2022-01-14,"ELMORE",305
"29796",2022-01-15,"ELMORE",306
"29797",2022-01-16,"ELMORE",307
"29798",2022-01-17,"ELMORE",308
"29799",2022-01-18,"ELMORE",309
"29800",2022-01-19,"ELMORE",309
"29801",2022-01-20,"ELMORE",310
"29802",2022-01-21,"ELMORE",311
"29803",2022-01-22,"ELMORE",313
"29804",2022-01-23,"ELMORE",314
"29805",2022-01-24,"ELMORE",315
"29806",2022-01-25,"ELMORE",317
"29807",2022-01-26,"ELMORE",317
"29808",2022-01-27,"ELMORE",319
"29809",2022-01-28,"ELMORE",321
"29810",2022-01-29,"ELMORE",322
"29811",2022-01-30,"ELMORE",322
"29812",2022-01-31,"ELMORE",323
"29813",2022-02-01,"ELMORE",324
"29814",2022-02-02,"ELMORE",324
"29815",2022-02-03,"ELMORE",325
"29816",2022-02-04,"ELMORE",325
"29817",2022-02-05,"ELMORE",326
"29818",2022-02-06,"ELMORE",327
"29819",2022-02-07,"ELMORE",327
"29820",2022-02-08,"ELMORE",327
"29821",2022-02-09,"ELMORE",327
"29822",2022-02-10,"ELMORE",327
"29823",2022-02-11,"ELMORE",328
"29824",2022-02-12,"ELMORE",329
"29825",2022-02-13,"ELMORE",330
"29826",2022-02-14,"ELMORE",330
"29827",2022-02-15,"ELMORE",331
"29828",2022-02-16,"ELMORE",331
"29829",2022-02-17,"ELMORE",331
"29830",2022-02-18,"ELMORE",331
"29831",2022-02-19,"ELMORE",333
"29832",2022-02-20,"ELMORE",335
"29833",2022-02-21,"ELMORE",335
"29834",2022-02-22,"ELMORE",337
"29835",2022-02-23,"ELMORE",337
"29836",2022-02-24,"ELMORE",337
"29837",2022-02-25,"ELMORE",337
"29838",2022-02-26,"ELMORE",338
"29839",2022-02-27,"ELMORE",338
"29840",2022-02-28,"ELMORE",338
"29841",2022-03-01,"ELMORE",338
"29842",2022-03-02,"ELMORE",338
"29843",2022-03-03,"ELMORE",338
"29844",2022-03-04,"ELMORE",338
"29845",2022-03-05,"ELMORE",339
"29846",2022-03-06,"ELMORE",340
"29847",2022-03-07,"ELMORE",341
"29848",2022-03-08,"ELMORE",341
"29849",2022-03-09,"ELMORE",342
"29850",2022-03-10,"ELMORE",343
"29851",2022-03-11,"ELMORE",343
"29852",2022-03-12,"ELMORE",343
"29853",2022-03-13,"ELMORE",343
"29854",2022-03-14,"ELMORE",343
"29855",2022-03-15,"ELMORE",343
"29856",2022-03-16,"ELMORE",345
"29857",2022-03-17,"ELMORE",345
"29858",2022-03-18,"ELMORE",345
"29859",2022-03-19,"ELMORE",346
"29860",2022-03-20,"ELMORE",347
"29861",2022-03-21,"ELMORE",347
"29862",2022-03-22,"ELMORE",347
"29863",2022-03-23,"ELMORE",347
"29864",2022-03-24,"ELMORE",347
"29865",2022-03-25,"ELMORE",347
"29866",2022-03-26,"ELMORE",347
"29867",2022-03-27,"ELMORE",347
"29868",2022-03-28,"ELMORE",348
"29869",2022-03-29,"ELMORE",348
"29870",2022-03-30,"ELMORE",348
"29871",2022-03-31,"ELMORE",348
"29872",2022-04-01,"ELMORE",348
"29873",2022-04-02,"ELMORE",348
"29874",2022-04-03,"ELMORE",348
"29875",2022-04-04,"ELMORE",348
"29876",2022-04-05,"ELMORE",348
"29877",2022-04-06,"ELMORE",348
"29878",2022-04-07,"ELMORE",348
"29879",2022-04-08,"ELMORE",348
"29880",2022-04-09,"ELMORE",348
"29881",2022-04-10,"ELMORE",348
"29882",2022-04-11,"ELMORE",348
"29883",2022-04-12,"ELMORE",348
"29884",2022-04-13,"ELMORE",348
"29885",2022-04-14,"ELMORE",348
"29886",2022-04-15,"ELMORE",348
"29887",2022-04-16,"ELMORE",348
"29888",2022-04-17,"ELMORE",348
"29889",2022-04-18,"ELMORE",348
"29890",2022-04-19,"ELMORE",348
"29891",2022-04-20,"ELMORE",348
"29892",2022-04-21,"ELMORE",348
"29893",2022-04-22,"ELMORE",348
"29894",2022-04-23,"ELMORE",348
"29895",2022-04-24,"ELMORE",348
"29896",2022-04-25,"ELMORE",348
"29897",2022-04-26,"ELMORE",348
"29898",2022-04-27,"ELMORE",348
"29899",2022-04-28,"ELMORE",348
"29900",2022-04-29,"ELMORE",348
"29901",2022-04-30,"ELMORE",348
"29902",2022-05-01,"ELMORE",348
"29903",2022-05-02,"ELMORE",348
"29904",2022-05-03,"ELMORE",348
"29905",2022-05-04,"ELMORE",348
"29906",2022-05-05,"ELMORE",348
"29907",2022-05-06,"ELMORE",348
"29908",2022-05-07,"ELMORE",348
"29909",2022-05-08,"ELMORE",348
"29910",2022-05-09,"ELMORE",348
"29911",2022-05-10,"ELMORE",348
"29912",2022-05-11,"ELMORE",348
"29913",2022-05-12,"ELMORE",348
"29914",2022-05-13,"ELMORE",348
"29915",2022-05-14,"ELMORE",348
"29916",2022-05-15,"ELMORE",348
"29917",2022-05-16,"ELMORE",348
"29918",2022-05-17,"ELMORE",348
"29919",2022-05-18,"ELMORE",348
"29920",2022-05-19,"ELMORE",348
"29921",2022-05-20,"ELMORE",348
"29922",2022-05-21,"ELMORE",348
"29923",2022-05-22,"ELMORE",348
"29924",2022-05-23,"ELMORE",348
"29925",2022-05-24,"ELMORE",348
"29926",2022-05-25,"ELMORE",348
"29927",2022-05-26,"ELMORE",348
"29928",2022-05-27,"ELMORE",348
"29929",2022-05-28,"ELMORE",348
"29930",2022-05-29,"ELMORE",348
"29931",2022-05-30,"ELMORE",348
"29932",2022-05-31,"ELMORE",348
"29933",2022-06-01,"ELMORE",348
"29934",2022-06-02,"ELMORE",348
"29935",2022-06-03,"ELMORE",348
"29936",2022-06-04,"ELMORE",348
"29937",2022-06-05,"ELMORE",348
"29938",2022-06-06,"ELMORE",348
"29939",2022-06-07,"ELMORE",349
"29940",2022-06-08,"ELMORE",349
"29941",2022-06-09,"ELMORE",350
"29942",2022-06-10,"ELMORE",350
"29943",2022-06-11,"ELMORE",351
"29944",2022-06-12,"ELMORE",351
"29945",2022-06-13,"ELMORE",351
"29946",2022-06-14,"ELMORE",351
"29947",2022-06-15,"ELMORE",351
"29948",2022-06-16,"ELMORE",352
"29949",2022-06-17,"ELMORE",352
"29950",2022-06-18,"ELMORE",352
"29951",2022-06-19,"ELMORE",352
"29952",2022-06-20,"ELMORE",352
"29953",2022-06-21,"ELMORE",352
"29954",2022-06-22,"ELMORE",352
"29955",2022-06-23,"ELMORE",352
"29956",2022-06-24,"ELMORE",352
"29957",2022-06-25,"ELMORE",352
"29958",2022-06-26,"ELMORE",352
"29959",2022-06-27,"ELMORE",352
"29960",2022-06-28,"ELMORE",352
"29961",2022-06-29,"ELMORE",352
"29962",2022-06-30,"ELMORE",353
"29963",2022-07-01,"ELMORE",354
"29964",2022-07-02,"ELMORE",354
"29965",2022-07-03,"ELMORE",354
"29966",2022-07-04,"ELMORE",354
"29967",2022-07-05,"ELMORE",354
"29968",2022-07-06,"ELMORE",354
"29969",2022-07-07,"ELMORE",354
"29970",2022-07-08,"ELMORE",354
"29971",2022-07-09,"ELMORE",354
"29972",2022-07-10,"ELMORE",354
"29973",2022-07-11,"ELMORE",354
"29974",2022-07-12,"ELMORE",354
"29975",2022-07-13,"ELMORE",354
"29976",2022-07-14,"ELMORE",354
"29977",2022-07-15,"ELMORE",354
"29978",2022-07-16,"ELMORE",354
"29979",2022-07-17,"ELMORE",354
"29980",2022-07-18,"ELMORE",354
"29981",2022-07-19,"ELMORE",355
"29982",2022-07-20,"ELMORE",355
"29983",2022-07-21,"ELMORE",355
"29984",2022-07-22,"ELMORE",355
"29985",2022-07-23,"ELMORE",355
"29986",2022-07-24,"ELMORE",355
"29987",2022-07-25,"ELMORE",355
"29988",2022-07-26,"ELMORE",355
"29989",2022-07-27,"ELMORE",356
"29990",2022-07-28,"ELMORE",356
"29991",2022-07-29,"ELMORE",357
"29992",2022-07-30,"ELMORE",357
"29993",2022-07-31,"ELMORE",357
