"","DtCaseOrDeathOrTest","Jurisdiction","CSumCase"
"30490",2020-03-01,"ETOWAH",2
"30491",2020-03-02,"ETOWAH",2
"30492",2020-03-03,"ETOWAH",2
"30493",2020-03-04,"ETOWAH",2
"30494",2020-03-05,"ETOWAH",2
"30495",2020-03-06,"ETOWAH",2
"30496",2020-03-07,"ETOWAH",2
"30497",2020-03-08,"ETOWAH",3
"30498",2020-03-09,"ETOWAH",3
"30499",2020-03-10,"ETOWAH",3
"30500",2020-03-11,"ETOWAH",4
"30501",2020-03-12,"ETOWAH",4
"30502",2020-03-13,"ETOWAH",4
"30503",2020-03-14,"ETOWAH",4
"30504",2020-03-15,"ETOWAH",5
"30505",2020-03-16,"ETOWAH",6
"30506",2020-03-17,"ETOWAH",7
"30507",2020-03-18,"ETOWAH",7
"30508",2020-03-19,"ETOWAH",8
"30509",2020-03-20,"ETOWAH",8
"30510",2020-03-21,"ETOWAH",12
"30511",2020-03-22,"ETOWAH",16
"30512",2020-03-23,"ETOWAH",21
"30513",2020-03-24,"ETOWAH",24
"30514",2020-03-25,"ETOWAH",27
"30515",2020-03-26,"ETOWAH",32
"30516",2020-03-27,"ETOWAH",37
"30517",2020-03-28,"ETOWAH",40
"30518",2020-03-29,"ETOWAH",43
"30519",2020-03-30,"ETOWAH",50
"30520",2020-03-31,"ETOWAH",55
"30521",2020-04-01,"ETOWAH",69
"30522",2020-04-02,"ETOWAH",78
"30523",2020-04-03,"ETOWAH",85
"30524",2020-04-04,"ETOWAH",89
"30525",2020-04-05,"ETOWAH",96
"30526",2020-04-06,"ETOWAH",102
"30527",2020-04-07,"ETOWAH",104
"30528",2020-04-08,"ETOWAH",108
"30529",2020-04-09,"ETOWAH",112
"30530",2020-04-10,"ETOWAH",113
"30531",2020-04-11,"ETOWAH",116
"30532",2020-04-12,"ETOWAH",118
"30533",2020-04-13,"ETOWAH",123
"30534",2020-04-14,"ETOWAH",127
"30535",2020-04-15,"ETOWAH",131
"30536",2020-04-16,"ETOWAH",133
"30537",2020-04-17,"ETOWAH",135
"30538",2020-04-18,"ETOWAH",139
"30539",2020-04-19,"ETOWAH",141
"30540",2020-04-20,"ETOWAH",145
"30541",2020-04-21,"ETOWAH",154
"30542",2020-04-22,"ETOWAH",156
"30543",2020-04-23,"ETOWAH",157
"30544",2020-04-24,"ETOWAH",161
"30545",2020-04-25,"ETOWAH",163
"30546",2020-04-26,"ETOWAH",164
"30547",2020-04-27,"ETOWAH",167
"30548",2020-04-28,"ETOWAH",172
"30549",2020-04-29,"ETOWAH",173
"30550",2020-04-30,"ETOWAH",174
"30551",2020-05-01,"ETOWAH",179
"30552",2020-05-02,"ETOWAH",179
"30553",2020-05-03,"ETOWAH",181
"30554",2020-05-04,"ETOWAH",189
"30555",2020-05-05,"ETOWAH",201
"30556",2020-05-06,"ETOWAH",203
"30557",2020-05-07,"ETOWAH",205
"30558",2020-05-08,"ETOWAH",206
"30559",2020-05-09,"ETOWAH",206
"30560",2020-05-10,"ETOWAH",207
"30561",2020-05-11,"ETOWAH",211
"30562",2020-05-12,"ETOWAH",212
"30563",2020-05-13,"ETOWAH",226
"30564",2020-05-14,"ETOWAH",230
"30565",2020-05-15,"ETOWAH",236
"30566",2020-05-16,"ETOWAH",239
"30567",2020-05-17,"ETOWAH",242
"30568",2020-05-18,"ETOWAH",246
"30569",2020-05-19,"ETOWAH",252
"30570",2020-05-20,"ETOWAH",255
"30571",2020-05-21,"ETOWAH",256
"30572",2020-05-22,"ETOWAH",257
"30573",2020-05-23,"ETOWAH",257
"30574",2020-05-24,"ETOWAH",258
"30575",2020-05-25,"ETOWAH",260
"30576",2020-05-26,"ETOWAH",265
"30577",2020-05-27,"ETOWAH",269
"30578",2020-05-28,"ETOWAH",274
"30579",2020-05-29,"ETOWAH",274
"30580",2020-05-30,"ETOWAH",277
"30581",2020-05-31,"ETOWAH",281
"30582",2020-06-01,"ETOWAH",286
"30583",2020-06-02,"ETOWAH",296
"30584",2020-06-03,"ETOWAH",302
"30585",2020-06-04,"ETOWAH",305
"30586",2020-06-05,"ETOWAH",309
"30587",2020-06-06,"ETOWAH",318
"30588",2020-06-07,"ETOWAH",328
"30589",2020-06-08,"ETOWAH",345
"30590",2020-06-09,"ETOWAH",353
"30591",2020-06-10,"ETOWAH",360
"30592",2020-06-11,"ETOWAH",374
"30593",2020-06-12,"ETOWAH",385
"30594",2020-06-13,"ETOWAH",395
"30595",2020-06-14,"ETOWAH",399
"30596",2020-06-15,"ETOWAH",417
"30597",2020-06-16,"ETOWAH",433
"30598",2020-06-17,"ETOWAH",470
"30599",2020-06-18,"ETOWAH",495
"30600",2020-06-19,"ETOWAH",521
"30601",2020-06-20,"ETOWAH",544
"30602",2020-06-21,"ETOWAH",555
"30603",2020-06-22,"ETOWAH",581
"30604",2020-06-23,"ETOWAH",609
"30605",2020-06-24,"ETOWAH",635
"30606",2020-06-25,"ETOWAH",662
"30607",2020-06-26,"ETOWAH",686
"30608",2020-06-27,"ETOWAH",706
"30609",2020-06-28,"ETOWAH",724
"30610",2020-06-29,"ETOWAH",766
"30611",2020-06-30,"ETOWAH",807
"30612",2020-07-01,"ETOWAH",854
"30613",2020-07-02,"ETOWAH",885
"30614",2020-07-03,"ETOWAH",911
"30615",2020-07-04,"ETOWAH",930
"30616",2020-07-05,"ETOWAH",957
"30617",2020-07-06,"ETOWAH",1003
"30618",2020-07-07,"ETOWAH",1066
"30619",2020-07-08,"ETOWAH",1155
"30620",2020-07-09,"ETOWAH",1196
"30621",2020-07-10,"ETOWAH",1275
"30622",2020-07-11,"ETOWAH",1298
"30623",2020-07-12,"ETOWAH",1314
"30624",2020-07-13,"ETOWAH",1357
"30625",2020-07-14,"ETOWAH",1418
"30626",2020-07-15,"ETOWAH",1456
"30627",2020-07-16,"ETOWAH",1520
"30628",2020-07-17,"ETOWAH",1579
"30629",2020-07-18,"ETOWAH",1606
"30630",2020-07-19,"ETOWAH",1634
"30631",2020-07-20,"ETOWAH",1708
"30632",2020-07-21,"ETOWAH",1779
"30633",2020-07-22,"ETOWAH",1826
"30634",2020-07-23,"ETOWAH",1865
"30635",2020-07-24,"ETOWAH",1919
"30636",2020-07-25,"ETOWAH",1953
"30637",2020-07-26,"ETOWAH",1977
"30638",2020-07-27,"ETOWAH",2053
"30639",2020-07-28,"ETOWAH",2095
"30640",2020-07-29,"ETOWAH",2158
"30641",2020-07-30,"ETOWAH",2212
"30642",2020-07-31,"ETOWAH",2249
"30643",2020-08-01,"ETOWAH",2270
"30644",2020-08-02,"ETOWAH",2284
"30645",2020-08-03,"ETOWAH",2344
"30646",2020-08-04,"ETOWAH",2385
"30647",2020-08-05,"ETOWAH",2449
"30648",2020-08-06,"ETOWAH",2493
"30649",2020-08-07,"ETOWAH",2521
"30650",2020-08-08,"ETOWAH",2555
"30651",2020-08-09,"ETOWAH",2585
"30652",2020-08-10,"ETOWAH",2646
"30653",2020-08-11,"ETOWAH",2684
"30654",2020-08-12,"ETOWAH",2713
"30655",2020-08-13,"ETOWAH",2743
"30656",2020-08-14,"ETOWAH",2782
"30657",2020-08-15,"ETOWAH",2797
"30658",2020-08-16,"ETOWAH",2810
"30659",2020-08-17,"ETOWAH",2831
"30660",2020-08-18,"ETOWAH",2852
"30661",2020-08-19,"ETOWAH",2882
"30662",2020-08-20,"ETOWAH",2906
"30663",2020-08-21,"ETOWAH",2914
"30664",2020-08-22,"ETOWAH",2921
"30665",2020-08-23,"ETOWAH",2932
"30666",2020-08-24,"ETOWAH",2962
"30667",2020-08-25,"ETOWAH",3001
"30668",2020-08-26,"ETOWAH",3029
"30669",2020-08-27,"ETOWAH",3065
"30670",2020-08-28,"ETOWAH",3104
"30671",2020-08-29,"ETOWAH",3115
"30672",2020-08-30,"ETOWAH",3128
"30673",2020-08-31,"ETOWAH",3168
"30674",2020-09-01,"ETOWAH",3189
"30675",2020-09-02,"ETOWAH",3210
"30676",2020-09-03,"ETOWAH",3225
"30677",2020-09-04,"ETOWAH",3250
"30678",2020-09-05,"ETOWAH",3265
"30679",2020-09-06,"ETOWAH",3288
"30680",2020-09-07,"ETOWAH",3299
"30681",2020-09-08,"ETOWAH",3346
"30682",2020-09-09,"ETOWAH",3373
"30683",2020-09-10,"ETOWAH",3390
"30684",2020-09-11,"ETOWAH",3419
"30685",2020-09-12,"ETOWAH",3427
"30686",2020-09-13,"ETOWAH",3443
"30687",2020-09-14,"ETOWAH",3484
"30688",2020-09-15,"ETOWAH",3502
"30689",2020-09-16,"ETOWAH",3537
"30690",2020-09-17,"ETOWAH",3562
"30691",2020-09-18,"ETOWAH",3584
"30692",2020-09-19,"ETOWAH",3597
"30693",2020-09-20,"ETOWAH",3604
"30694",2020-09-21,"ETOWAH",3627
"30695",2020-09-22,"ETOWAH",3647
"30696",2020-09-23,"ETOWAH",3667
"30697",2020-09-24,"ETOWAH",3685
"30698",2020-09-25,"ETOWAH",3709
"30699",2020-09-26,"ETOWAH",3722
"30700",2020-09-27,"ETOWAH",3734
"30701",2020-09-28,"ETOWAH",3755
"30702",2020-09-29,"ETOWAH",3772
"30703",2020-09-30,"ETOWAH",3793
"30704",2020-10-01,"ETOWAH",3811
"30705",2020-10-02,"ETOWAH",3825
"30706",2020-10-03,"ETOWAH",3837
"30707",2020-10-04,"ETOWAH",3852
"30708",2020-10-05,"ETOWAH",3869
"30709",2020-10-06,"ETOWAH",3897
"30710",2020-10-07,"ETOWAH",3927
"30711",2020-10-08,"ETOWAH",3957
"30712",2020-10-09,"ETOWAH",3991
"30713",2020-10-10,"ETOWAH",4017
"30714",2020-10-11,"ETOWAH",4034
"30715",2020-10-12,"ETOWAH",4063
"30716",2020-10-13,"ETOWAH",4087
"30717",2020-10-14,"ETOWAH",4132
"30718",2020-10-15,"ETOWAH",4170
"30719",2020-10-16,"ETOWAH",4215
"30720",2020-10-17,"ETOWAH",4231
"30721",2020-10-18,"ETOWAH",4255
"30722",2020-10-19,"ETOWAH",4301
"30723",2020-10-20,"ETOWAH",4342
"30724",2020-10-21,"ETOWAH",4390
"30725",2020-10-22,"ETOWAH",4442
"30726",2020-10-23,"ETOWAH",4475
"30727",2020-10-24,"ETOWAH",4509
"30728",2020-10-25,"ETOWAH",4536
"30729",2020-10-26,"ETOWAH",4590
"30730",2020-10-27,"ETOWAH",4641
"30731",2020-10-28,"ETOWAH",4703
"30732",2020-10-29,"ETOWAH",4740
"30733",2020-10-30,"ETOWAH",4773
"30734",2020-10-31,"ETOWAH",4795
"30735",2020-11-01,"ETOWAH",4820
"30736",2020-11-02,"ETOWAH",4862
"30737",2020-11-03,"ETOWAH",4908
"30738",2020-11-04,"ETOWAH",4975
"30739",2020-11-05,"ETOWAH",5033
"30740",2020-11-06,"ETOWAH",5078
"30741",2020-11-07,"ETOWAH",5104
"30742",2020-11-08,"ETOWAH",5135
"30743",2020-11-09,"ETOWAH",5209
"30744",2020-11-10,"ETOWAH",5297
"30745",2020-11-11,"ETOWAH",5384
"30746",2020-11-12,"ETOWAH",5483
"30747",2020-11-13,"ETOWAH",5582
"30748",2020-11-14,"ETOWAH",5642
"30749",2020-11-15,"ETOWAH",5694
"30750",2020-11-16,"ETOWAH",5814
"30751",2020-11-17,"ETOWAH",5905
"30752",2020-11-18,"ETOWAH",5985
"30753",2020-11-19,"ETOWAH",6064
"30754",2020-11-20,"ETOWAH",6150
"30755",2020-11-21,"ETOWAH",6186
"30756",2020-11-22,"ETOWAH",6240
"30757",2020-11-23,"ETOWAH",6362
"30758",2020-11-24,"ETOWAH",6482
"30759",2020-11-25,"ETOWAH",6589
"30760",2020-11-26,"ETOWAH",6617
"30761",2020-11-27,"ETOWAH",6765
"30762",2020-11-28,"ETOWAH",6835
"30763",2020-11-29,"ETOWAH",6939
"30764",2020-11-30,"ETOWAH",7146
"30765",2020-12-01,"ETOWAH",7304
"30766",2020-12-02,"ETOWAH",7448
"30767",2020-12-03,"ETOWAH",7560
"30768",2020-12-04,"ETOWAH",7668
"30769",2020-12-05,"ETOWAH",7733
"30770",2020-12-06,"ETOWAH",7796
"30771",2020-12-07,"ETOWAH",7942
"30772",2020-12-08,"ETOWAH",8068
"30773",2020-12-09,"ETOWAH",8184
"30774",2020-12-10,"ETOWAH",8327
"30775",2020-12-11,"ETOWAH",8436
"30776",2020-12-12,"ETOWAH",8522
"30777",2020-12-13,"ETOWAH",8615
"30778",2020-12-14,"ETOWAH",8742
"30779",2020-12-15,"ETOWAH",8904
"30780",2020-12-16,"ETOWAH",9064
"30781",2020-12-17,"ETOWAH",9197
"30782",2020-12-18,"ETOWAH",9302
"30783",2020-12-19,"ETOWAH",9407
"30784",2020-12-20,"ETOWAH",9506
"30785",2020-12-21,"ETOWAH",9701
"30786",2020-12-22,"ETOWAH",9871
"30787",2020-12-23,"ETOWAH",9991
"30788",2020-12-24,"ETOWAH",10040
"30789",2020-12-25,"ETOWAH",10054
"30790",2020-12-26,"ETOWAH",10161
"30791",2020-12-27,"ETOWAH",10251
"30792",2020-12-28,"ETOWAH",10413
"30793",2020-12-29,"ETOWAH",10575
"30794",2020-12-30,"ETOWAH",10699
"30795",2020-12-31,"ETOWAH",10816
"30796",2021-01-01,"ETOWAH",10852
"30797",2021-01-02,"ETOWAH",10950
"30798",2021-01-03,"ETOWAH",11044
"30799",2021-01-04,"ETOWAH",11208
"30800",2021-01-05,"ETOWAH",11344
"30801",2021-01-06,"ETOWAH",11467
"30802",2021-01-07,"ETOWAH",11572
"30803",2021-01-08,"ETOWAH",11675
"30804",2021-01-09,"ETOWAH",11757
"30805",2021-01-10,"ETOWAH",11826
"30806",2021-01-11,"ETOWAH",11936
"30807",2021-01-12,"ETOWAH",11997
"30808",2021-01-13,"ETOWAH",12080
"30809",2021-01-14,"ETOWAH",12148
"30810",2021-01-15,"ETOWAH",12229
"30811",2021-01-16,"ETOWAH",12268
"30812",2021-01-17,"ETOWAH",12303
"30813",2021-01-18,"ETOWAH",12376
"30814",2021-01-19,"ETOWAH",12434
"30815",2021-01-20,"ETOWAH",12491
"30816",2021-01-21,"ETOWAH",12544
"30817",2021-01-22,"ETOWAH",12600
"30818",2021-01-23,"ETOWAH",12637
"30819",2021-01-24,"ETOWAH",12671
"30820",2021-01-25,"ETOWAH",12726
"30821",2021-01-26,"ETOWAH",12771
"30822",2021-01-27,"ETOWAH",12818
"30823",2021-01-28,"ETOWAH",12869
"30824",2021-01-29,"ETOWAH",12917
"30825",2021-01-30,"ETOWAH",12948
"30826",2021-01-31,"ETOWAH",12980
"30827",2021-02-01,"ETOWAH",13036
"30828",2021-02-02,"ETOWAH",13074
"30829",2021-02-03,"ETOWAH",13117
"30830",2021-02-04,"ETOWAH",13147
"30831",2021-02-05,"ETOWAH",13169
"30832",2021-02-06,"ETOWAH",13181
"30833",2021-02-07,"ETOWAH",13197
"30834",2021-02-08,"ETOWAH",13221
"30835",2021-02-09,"ETOWAH",13254
"30836",2021-02-10,"ETOWAH",13280
"30837",2021-02-11,"ETOWAH",13309
"30838",2021-02-12,"ETOWAH",13332
"30839",2021-02-13,"ETOWAH",13349
"30840",2021-02-14,"ETOWAH",13362
"30841",2021-02-15,"ETOWAH",13375
"30842",2021-02-16,"ETOWAH",13391
"30843",2021-02-17,"ETOWAH",13408
"30844",2021-02-18,"ETOWAH",13421
"30845",2021-02-19,"ETOWAH",13438
"30846",2021-02-20,"ETOWAH",13450
"30847",2021-02-21,"ETOWAH",13457
"30848",2021-02-22,"ETOWAH",13476
"30849",2021-02-23,"ETOWAH",13500
"30850",2021-02-24,"ETOWAH",13544
"30851",2021-02-25,"ETOWAH",13551
"30852",2021-02-26,"ETOWAH",13565
"30853",2021-02-27,"ETOWAH",13571
"30854",2021-02-28,"ETOWAH",13581
"30855",2021-03-01,"ETOWAH",13594
"30856",2021-03-02,"ETOWAH",13609
"30857",2021-03-03,"ETOWAH",13616
"30858",2021-03-04,"ETOWAH",13624
"30859",2021-03-05,"ETOWAH",13631
"30860",2021-03-06,"ETOWAH",13642
"30861",2021-03-07,"ETOWAH",13648
"30862",2021-03-08,"ETOWAH",13656
"30863",2021-03-09,"ETOWAH",13668
"30864",2021-03-10,"ETOWAH",13682
"30865",2021-03-11,"ETOWAH",13688
"30866",2021-03-12,"ETOWAH",13694
"30867",2021-03-13,"ETOWAH",13698
"30868",2021-03-14,"ETOWAH",13707
"30869",2021-03-15,"ETOWAH",13710
"30870",2021-03-16,"ETOWAH",13721
"30871",2021-03-17,"ETOWAH",13728
"30872",2021-03-18,"ETOWAH",13742
"30873",2021-03-19,"ETOWAH",13751
"30874",2021-03-20,"ETOWAH",13754
"30875",2021-03-21,"ETOWAH",13757
"30876",2021-03-22,"ETOWAH",13760
"30877",2021-03-23,"ETOWAH",13764
"30878",2021-03-24,"ETOWAH",13770
"30879",2021-03-25,"ETOWAH",13772
"30880",2021-03-26,"ETOWAH",13777
"30881",2021-03-27,"ETOWAH",13780
"30882",2021-03-28,"ETOWAH",13783
"30883",2021-03-29,"ETOWAH",13785
"30884",2021-03-30,"ETOWAH",13791
"30885",2021-03-31,"ETOWAH",13794
"30886",2021-04-01,"ETOWAH",13797
"30887",2021-04-02,"ETOWAH",13800
"30888",2021-04-03,"ETOWAH",13805
"30889",2021-04-04,"ETOWAH",13805
"30890",2021-04-05,"ETOWAH",13815
"30891",2021-04-06,"ETOWAH",13822
"30892",2021-04-07,"ETOWAH",13825
"30893",2021-04-08,"ETOWAH",13829
"30894",2021-04-09,"ETOWAH",13832
"30895",2021-04-10,"ETOWAH",13835
"30896",2021-04-11,"ETOWAH",13837
"30897",2021-04-12,"ETOWAH",13847
"30898",2021-04-13,"ETOWAH",13854
"30899",2021-04-14,"ETOWAH",13862
"30900",2021-04-15,"ETOWAH",13875
"30901",2021-04-16,"ETOWAH",13883
"30902",2021-04-17,"ETOWAH",13885
"30903",2021-04-18,"ETOWAH",13890
"30904",2021-04-19,"ETOWAH",13902
"30905",2021-04-20,"ETOWAH",13909
"30906",2021-04-21,"ETOWAH",13918
"30907",2021-04-22,"ETOWAH",13923
"30908",2021-04-23,"ETOWAH",13931
"30909",2021-04-24,"ETOWAH",13937
"30910",2021-04-25,"ETOWAH",13943
"30911",2021-04-26,"ETOWAH",13950
"30912",2021-04-27,"ETOWAH",13957
"30913",2021-04-28,"ETOWAH",13968
"30914",2021-04-29,"ETOWAH",13975
"30915",2021-04-30,"ETOWAH",13990
"30916",2021-05-01,"ETOWAH",13993
"30917",2021-05-02,"ETOWAH",13999
"30918",2021-05-03,"ETOWAH",14014
"30919",2021-05-04,"ETOWAH",14017
"30920",2021-05-05,"ETOWAH",14022
"30921",2021-05-06,"ETOWAH",14032
"30922",2021-05-07,"ETOWAH",14035
"30923",2021-05-08,"ETOWAH",14044
"30924",2021-05-09,"ETOWAH",14049
"30925",2021-05-10,"ETOWAH",14058
"30926",2021-05-11,"ETOWAH",14063
"30927",2021-05-12,"ETOWAH",14070
"30928",2021-05-13,"ETOWAH",14074
"30929",2021-05-14,"ETOWAH",14079
"30930",2021-05-15,"ETOWAH",14083
"30931",2021-05-16,"ETOWAH",14088
"30932",2021-05-17,"ETOWAH",14095
"30933",2021-05-18,"ETOWAH",14099
"30934",2021-05-19,"ETOWAH",14106
"30935",2021-05-20,"ETOWAH",14109
"30936",2021-05-21,"ETOWAH",14115
"30937",2021-05-22,"ETOWAH",14124
"30938",2021-05-23,"ETOWAH",14126
"30939",2021-05-24,"ETOWAH",14132
"30940",2021-05-25,"ETOWAH",14138
"30941",2021-05-26,"ETOWAH",14144
"30942",2021-05-27,"ETOWAH",14145
"30943",2021-05-28,"ETOWAH",14151
"30944",2021-05-29,"ETOWAH",14155
"30945",2021-05-30,"ETOWAH",14158
"30946",2021-05-31,"ETOWAH",14159
"30947",2021-06-01,"ETOWAH",14169
"30948",2021-06-02,"ETOWAH",14214
"30949",2021-06-03,"ETOWAH",14216
"30950",2021-06-04,"ETOWAH",14218
"30951",2021-06-05,"ETOWAH",14219
"30952",2021-06-06,"ETOWAH",14220
"30953",2021-06-07,"ETOWAH",14225
"30954",2021-06-08,"ETOWAH",14227
"30955",2021-06-09,"ETOWAH",14233
"30956",2021-06-10,"ETOWAH",14234
"30957",2021-06-11,"ETOWAH",14236
"30958",2021-06-12,"ETOWAH",14238
"30959",2021-06-13,"ETOWAH",14241
"30960",2021-06-14,"ETOWAH",14244
"30961",2021-06-15,"ETOWAH",14247
"30962",2021-06-16,"ETOWAH",14249
"30963",2021-06-17,"ETOWAH",14253
"30964",2021-06-18,"ETOWAH",14257
"30965",2021-06-19,"ETOWAH",14262
"30966",2021-06-20,"ETOWAH",14266
"30967",2021-06-21,"ETOWAH",14276
"30968",2021-06-22,"ETOWAH",14285
"30969",2021-06-23,"ETOWAH",14292
"30970",2021-06-24,"ETOWAH",14294
"30971",2021-06-25,"ETOWAH",14300
"30972",2021-06-26,"ETOWAH",14302
"30973",2021-06-27,"ETOWAH",14306
"30974",2021-06-28,"ETOWAH",14310
"30975",2021-06-29,"ETOWAH",14313
"30976",2021-06-30,"ETOWAH",14321
"30977",2021-07-01,"ETOWAH",14327
"30978",2021-07-02,"ETOWAH",14334
"30979",2021-07-03,"ETOWAH",14339
"30980",2021-07-04,"ETOWAH",14344
"30981",2021-07-05,"ETOWAH",14350
"30982",2021-07-06,"ETOWAH",14361
"30983",2021-07-07,"ETOWAH",14368
"30984",2021-07-08,"ETOWAH",14374
"30985",2021-07-09,"ETOWAH",14378
"30986",2021-07-10,"ETOWAH",14390
"30987",2021-07-11,"ETOWAH",14402
"30988",2021-07-12,"ETOWAH",14414
"30989",2021-07-13,"ETOWAH",14422
"30990",2021-07-14,"ETOWAH",14436
"30991",2021-07-15,"ETOWAH",14453
"30992",2021-07-16,"ETOWAH",14483
"30993",2021-07-17,"ETOWAH",14501
"30994",2021-07-18,"ETOWAH",14515
"30995",2021-07-19,"ETOWAH",14555
"30996",2021-07-20,"ETOWAH",14582
"30997",2021-07-21,"ETOWAH",14614
"30998",2021-07-22,"ETOWAH",14651
"30999",2021-07-23,"ETOWAH",14674
"31000",2021-07-24,"ETOWAH",14702
"31001",2021-07-25,"ETOWAH",14731
"31002",2021-07-26,"ETOWAH",14779
"31003",2021-07-27,"ETOWAH",14822
"31004",2021-07-28,"ETOWAH",14886
"31005",2021-07-29,"ETOWAH",14939
"31006",2021-07-30,"ETOWAH",15005
"31007",2021-07-31,"ETOWAH",15032
"31008",2021-08-01,"ETOWAH",15093
"31009",2021-08-02,"ETOWAH",15178
"31010",2021-08-03,"ETOWAH",15277
"31011",2021-08-04,"ETOWAH",15367
"31012",2021-08-05,"ETOWAH",15443
"31013",2021-08-06,"ETOWAH",15523
"31014",2021-08-07,"ETOWAH",15576
"31015",2021-08-08,"ETOWAH",15642
"31016",2021-08-09,"ETOWAH",15752
"31017",2021-08-10,"ETOWAH",15861
"31018",2021-08-11,"ETOWAH",15976
"31019",2021-08-12,"ETOWAH",16057
"31020",2021-08-13,"ETOWAH",16149
"31021",2021-08-14,"ETOWAH",16240
"31022",2021-08-15,"ETOWAH",16305
"31023",2021-08-16,"ETOWAH",16431
"31024",2021-08-17,"ETOWAH",16540
"31025",2021-08-18,"ETOWAH",16645
"31026",2021-08-19,"ETOWAH",16747
"31027",2021-08-20,"ETOWAH",16841
"31028",2021-08-21,"ETOWAH",16912
"31029",2021-08-22,"ETOWAH",16965
"31030",2021-08-23,"ETOWAH",17094
"31031",2021-08-24,"ETOWAH",17226
"31032",2021-08-25,"ETOWAH",17347
"31033",2021-08-26,"ETOWAH",17429
"31034",2021-08-27,"ETOWAH",17523
"31035",2021-08-28,"ETOWAH",17596
"31036",2021-08-29,"ETOWAH",17665
"31037",2021-08-30,"ETOWAH",17802
"31038",2021-08-31,"ETOWAH",17914
"31039",2021-09-01,"ETOWAH",18044
"31040",2021-09-02,"ETOWAH",18143
"31041",2021-09-03,"ETOWAH",18235
"31042",2021-09-04,"ETOWAH",18282
"31043",2021-09-05,"ETOWAH",18331
"31044",2021-09-06,"ETOWAH",18402
"31045",2021-09-07,"ETOWAH",18494
"31046",2021-09-08,"ETOWAH",18599
"31047",2021-09-09,"ETOWAH",18670
"31048",2021-09-10,"ETOWAH",18743
"31049",2021-09-11,"ETOWAH",18773
"31050",2021-09-12,"ETOWAH",18819
"31051",2021-09-13,"ETOWAH",18884
"31052",2021-09-14,"ETOWAH",18943
"31053",2021-09-15,"ETOWAH",18994
"31054",2021-09-16,"ETOWAH",19043
"31055",2021-09-17,"ETOWAH",19104
"31056",2021-09-18,"ETOWAH",19134
"31057",2021-09-19,"ETOWAH",19160
"31058",2021-09-20,"ETOWAH",19218
"31059",2021-09-21,"ETOWAH",19261
"31060",2021-09-22,"ETOWAH",19291
"31061",2021-09-23,"ETOWAH",19335
"31062",2021-09-24,"ETOWAH",19362
"31063",2021-09-25,"ETOWAH",19389
"31064",2021-09-26,"ETOWAH",19418
"31065",2021-09-27,"ETOWAH",19447
"31066",2021-09-28,"ETOWAH",19474
"31067",2021-09-29,"ETOWAH",19496
"31068",2021-09-30,"ETOWAH",19513
"31069",2021-10-01,"ETOWAH",19534
"31070",2021-10-02,"ETOWAH",19545
"31071",2021-10-03,"ETOWAH",19557
"31072",2021-10-04,"ETOWAH",19583
"31073",2021-10-05,"ETOWAH",19601
"31074",2021-10-06,"ETOWAH",19621
"31075",2021-10-07,"ETOWAH",19647
"31076",2021-10-08,"ETOWAH",19662
"31077",2021-10-09,"ETOWAH",19669
"31078",2021-10-10,"ETOWAH",19678
"31079",2021-10-11,"ETOWAH",19688
"31080",2021-10-12,"ETOWAH",19711
"31081",2021-10-13,"ETOWAH",19727
"31082",2021-10-14,"ETOWAH",19744
"31083",2021-10-15,"ETOWAH",19755
"31084",2021-10-16,"ETOWAH",19760
"31085",2021-10-17,"ETOWAH",19766
"31086",2021-10-18,"ETOWAH",19776
"31087",2021-10-19,"ETOWAH",19797
"31088",2021-10-20,"ETOWAH",19802
"31089",2021-10-21,"ETOWAH",19815
"31090",2021-10-22,"ETOWAH",19821
"31091",2021-10-23,"ETOWAH",19826
"31092",2021-10-24,"ETOWAH",19829
"31093",2021-10-25,"ETOWAH",19839
"31094",2021-10-26,"ETOWAH",19848
"31095",2021-10-27,"ETOWAH",19857
"31096",2021-10-28,"ETOWAH",19862
"31097",2021-10-29,"ETOWAH",19868
"31098",2021-10-30,"ETOWAH",19873
"31099",2021-10-31,"ETOWAH",19880
"31100",2021-11-01,"ETOWAH",19894
"31101",2021-11-02,"ETOWAH",19902
"31102",2021-11-03,"ETOWAH",19911
"31103",2021-11-04,"ETOWAH",19921
"31104",2021-11-05,"ETOWAH",19927
"31105",2021-11-06,"ETOWAH",19931
"31106",2021-11-07,"ETOWAH",19934
"31107",2021-11-08,"ETOWAH",19942
"31108",2021-11-09,"ETOWAH",19948
"31109",2021-11-10,"ETOWAH",19959
"31110",2021-11-11,"ETOWAH",19964
"31111",2021-11-12,"ETOWAH",19968
"31112",2021-11-13,"ETOWAH",19969
"31113",2021-11-14,"ETOWAH",19970
"31114",2021-11-15,"ETOWAH",19975
"31115",2021-11-16,"ETOWAH",19981
"31116",2021-11-17,"ETOWAH",19985
"31117",2021-11-18,"ETOWAH",19988
"31118",2021-11-19,"ETOWAH",19991
"31119",2021-11-20,"ETOWAH",19996
"31120",2021-11-21,"ETOWAH",19999
"31121",2021-11-22,"ETOWAH",20001
"31122",2021-11-23,"ETOWAH",20007
"31123",2021-11-24,"ETOWAH",20010
"31124",2021-11-25,"ETOWAH",20016
"31125",2021-11-26,"ETOWAH",20018
"31126",2021-11-27,"ETOWAH",20025
"31127",2021-11-28,"ETOWAH",20036
"31128",2021-11-29,"ETOWAH",20048
"31129",2021-11-30,"ETOWAH",20057
