"","DtCaseOrDeathOrTest","Jurisdiction","MAvg7Case"
"68369",2020-02-18,"TALLAPOOSA",0
"68370",2020-02-19,"TALLAPOOSA",0
"68371",2020-02-20,"TALLAPOOSA",0
"68372",2020-02-21,"TALLAPOOSA",0
"68373",2020-02-22,"TALLAPOOSA",0
"68374",2020-02-23,"TALLAPOOSA",0
"68375",2020-02-24,"TALLAPOOSA",0
"68376",2020-02-25,"TALLAPOOSA",0
"68377",2020-02-26,"TALLAPOOSA",0
"68378",2020-02-27,"TALLAPOOSA",0
"68379",2020-02-28,"TALLAPOOSA",0
"68380",2020-02-29,"TALLAPOOSA",0
"68381",2020-03-01,"TALLAPOOSA",0
"68382",2020-03-02,"TALLAPOOSA",0
"68383",2020-03-03,"TALLAPOOSA",0
"68384",2020-03-04,"TALLAPOOSA",0
"68385",2020-03-05,"TALLAPOOSA",0
"68386",2020-03-06,"TALLAPOOSA",0
"68387",2020-03-07,"TALLAPOOSA",0
"68388",2020-03-08,"TALLAPOOSA",0
"68389",2020-03-09,"TALLAPOOSA",0
"68390",2020-03-10,"TALLAPOOSA",0
"68391",2020-03-11,"TALLAPOOSA",0.1
"68392",2020-03-12,"TALLAPOOSA",0.3
"68393",2020-03-13,"TALLAPOOSA",0.4
"68394",2020-03-14,"TALLAPOOSA",0.6
"68395",2020-03-15,"TALLAPOOSA",0.6
"68396",2020-03-16,"TALLAPOOSA",0.9
"68397",2020-03-17,"TALLAPOOSA",1.1
"68398",2020-03-18,"TALLAPOOSA",1.3
"68399",2020-03-19,"TALLAPOOSA",1.1
"68400",2020-03-20,"TALLAPOOSA",1
"68401",2020-03-21,"TALLAPOOSA",1
"68402",2020-03-22,"TALLAPOOSA",1.1
"68403",2020-03-23,"TALLAPOOSA",1.4
"68404",2020-03-24,"TALLAPOOSA",1.4
"68405",2020-03-25,"TALLAPOOSA",1.6
"68406",2020-03-26,"TALLAPOOSA",2.6
"68407",2020-03-27,"TALLAPOOSA",3.3
"68408",2020-03-28,"TALLAPOOSA",4.1
"68409",2020-03-29,"TALLAPOOSA",4.6
"68410",2020-03-30,"TALLAPOOSA",6
"68411",2020-03-31,"TALLAPOOSA",7
"68412",2020-04-01,"TALLAPOOSA",7
"68413",2020-04-02,"TALLAPOOSA",7.6
"68414",2020-04-03,"TALLAPOOSA",8.9
"68415",2020-04-04,"TALLAPOOSA",9.4
"68416",2020-04-05,"TALLAPOOSA",10.1
"68417",2020-04-06,"TALLAPOOSA",10.6
"68418",2020-04-07,"TALLAPOOSA",10.3
"68419",2020-04-08,"TALLAPOOSA",11.7
"68420",2020-04-09,"TALLAPOOSA",11.4
"68421",2020-04-10,"TALLAPOOSA",11.4
"68422",2020-04-11,"TALLAPOOSA",11
"68423",2020-04-12,"TALLAPOOSA",10.6
"68424",2020-04-13,"TALLAPOOSA",9.3
"68425",2020-04-14,"TALLAPOOSA",9
"68426",2020-04-15,"TALLAPOOSA",8.1
"68427",2020-04-16,"TALLAPOOSA",8.3
"68428",2020-04-17,"TALLAPOOSA",7
"68429",2020-04-18,"TALLAPOOSA",11.9
"68430",2020-04-19,"TALLAPOOSA",11.7
"68431",2020-04-20,"TALLAPOOSA",11.7
"68432",2020-04-21,"TALLAPOOSA",11.6
"68433",2020-04-22,"TALLAPOOSA",11.7
"68434",2020-04-23,"TALLAPOOSA",11.1
"68435",2020-04-24,"TALLAPOOSA",11.3
"68436",2020-04-25,"TALLAPOOSA",5.6
"68437",2020-04-26,"TALLAPOOSA",5.1
"68438",2020-04-27,"TALLAPOOSA",4.9
"68439",2020-04-28,"TALLAPOOSA",4.7
"68440",2020-04-29,"TALLAPOOSA",4.3
"68441",2020-04-30,"TALLAPOOSA",3.7
"68442",2020-05-01,"TALLAPOOSA",3.7
"68443",2020-05-02,"TALLAPOOSA",3.6
"68444",2020-05-03,"TALLAPOOSA",3.7
"68445",2020-05-04,"TALLAPOOSA",3.4
"68446",2020-05-05,"TALLAPOOSA",3
"68447",2020-05-06,"TALLAPOOSA",3.9
"68448",2020-05-07,"TALLAPOOSA",4.3
"68449",2020-05-08,"TALLAPOOSA",3.7
"68450",2020-05-09,"TALLAPOOSA",4
"68451",2020-05-10,"TALLAPOOSA",4
"68452",2020-05-11,"TALLAPOOSA",4.9
"68453",2020-05-12,"TALLAPOOSA",6.6
"68454",2020-05-13,"TALLAPOOSA",5.7
"68455",2020-05-14,"TALLAPOOSA",6.4
"68456",2020-05-15,"TALLAPOOSA",7
"68457",2020-05-16,"TALLAPOOSA",7.3
"68458",2020-05-17,"TALLAPOOSA",7.1
"68459",2020-05-18,"TALLAPOOSA",6.6
"68460",2020-05-19,"TALLAPOOSA",5.1
"68461",2020-05-20,"TALLAPOOSA",5.1
"68462",2020-05-21,"TALLAPOOSA",4.1
"68463",2020-05-22,"TALLAPOOSA",4.1
"68464",2020-05-23,"TALLAPOOSA",3.7
"68465",2020-05-24,"TALLAPOOSA",4.3
"68466",2020-05-25,"TALLAPOOSA",3.9
"68467",2020-05-26,"TALLAPOOSA",4
"68468",2020-05-27,"TALLAPOOSA",3.6
"68469",2020-05-28,"TALLAPOOSA",3.7
"68470",2020-05-29,"TALLAPOOSA",4
"68471",2020-05-30,"TALLAPOOSA",4.1
"68472",2020-05-31,"TALLAPOOSA",3.3
"68473",2020-06-01,"TALLAPOOSA",3.1
"68474",2020-06-02,"TALLAPOOSA",3.1
"68475",2020-06-03,"TALLAPOOSA",3.1
"68476",2020-06-04,"TALLAPOOSA",2.7
"68477",2020-06-05,"TALLAPOOSA",2
"68478",2020-06-06,"TALLAPOOSA",2.6
"68479",2020-06-07,"TALLAPOOSA",3.1
"68480",2020-06-08,"TALLAPOOSA",2.9
"68481",2020-06-09,"TALLAPOOSA",2.9
"68482",2020-06-10,"TALLAPOOSA",3
"68483",2020-06-11,"TALLAPOOSA",3.6
"68484",2020-06-12,"TALLAPOOSA",3.9
"68485",2020-06-13,"TALLAPOOSA",3.1
"68486",2020-06-14,"TALLAPOOSA",3.3
"68487",2020-06-15,"TALLAPOOSA",4.3
"68488",2020-06-16,"TALLAPOOSA",5.1
"68489",2020-06-17,"TALLAPOOSA",5.9
"68490",2020-06-18,"TALLAPOOSA",6.7
"68491",2020-06-19,"TALLAPOOSA",6.7
"68492",2020-06-20,"TALLAPOOSA",6.6
"68493",2020-06-21,"TALLAPOOSA",6.6
"68494",2020-06-22,"TALLAPOOSA",6
"68495",2020-06-23,"TALLAPOOSA",5.6
"68496",2020-06-24,"TALLAPOOSA",5
"68497",2020-06-25,"TALLAPOOSA",4.6
"68498",2020-06-26,"TALLAPOOSA",5
"68499",2020-06-27,"TALLAPOOSA",5.7
"68500",2020-06-28,"TALLAPOOSA",5.6
"68501",2020-06-29,"TALLAPOOSA",6.4
"68502",2020-06-30,"TALLAPOOSA",6.9
"68503",2020-07-01,"TALLAPOOSA",8
"68504",2020-07-02,"TALLAPOOSA",8.3
"68505",2020-07-03,"TALLAPOOSA",7.9
"68506",2020-07-04,"TALLAPOOSA",7.3
"68507",2020-07-05,"TALLAPOOSA",7.7
"68508",2020-07-06,"TALLAPOOSA",8.1
"68509",2020-07-07,"TALLAPOOSA",9
"68510",2020-07-08,"TALLAPOOSA",9.3
"68511",2020-07-09,"TALLAPOOSA",9.4
"68512",2020-07-10,"TALLAPOOSA",10
"68513",2020-07-11,"TALLAPOOSA",10.3
"68514",2020-07-12,"TALLAPOOSA",10.3
"68515",2020-07-13,"TALLAPOOSA",11
"68516",2020-07-14,"TALLAPOOSA",10.7
"68517",2020-07-15,"TALLAPOOSA",10.1
"68518",2020-07-16,"TALLAPOOSA",9.4
"68519",2020-07-17,"TALLAPOOSA",9.9
"68520",2020-07-18,"TALLAPOOSA",10.6
"68521",2020-07-19,"TALLAPOOSA",9.7
"68522",2020-07-20,"TALLAPOOSA",9.3
"68523",2020-07-21,"TALLAPOOSA",8.6
"68524",2020-07-22,"TALLAPOOSA",8.3
"68525",2020-07-23,"TALLAPOOSA",8.4
"68526",2020-07-24,"TALLAPOOSA",8
"68527",2020-07-25,"TALLAPOOSA",7.3
"68528",2020-07-26,"TALLAPOOSA",7.6
"68529",2020-07-27,"TALLAPOOSA",7.1
"68530",2020-07-28,"TALLAPOOSA",7.1
"68531",2020-07-29,"TALLAPOOSA",7.1
"68532",2020-07-30,"TALLAPOOSA",7.4
"68533",2020-07-31,"TALLAPOOSA",7.6
"68534",2020-08-01,"TALLAPOOSA",8
"68535",2020-08-02,"TALLAPOOSA",8.3
"68536",2020-08-03,"TALLAPOOSA",8.3
"68537",2020-08-04,"TALLAPOOSA",8.6
"68538",2020-08-05,"TALLAPOOSA",7.9
"68539",2020-08-06,"TALLAPOOSA",8
"68540",2020-08-07,"TALLAPOOSA",7.7
"68541",2020-08-08,"TALLAPOOSA",7.4
"68542",2020-08-09,"TALLAPOOSA",7.4
"68543",2020-08-10,"TALLAPOOSA",7
"68544",2020-08-11,"TALLAPOOSA",5.9
"68545",2020-08-12,"TALLAPOOSA",6.3
"68546",2020-08-13,"TALLAPOOSA",5.6
"68547",2020-08-14,"TALLAPOOSA",4.7
"68548",2020-08-15,"TALLAPOOSA",4.3
"68549",2020-08-16,"TALLAPOOSA",4.1
"68550",2020-08-17,"TALLAPOOSA",3.6
"68551",2020-08-18,"TALLAPOOSA",3.9
"68552",2020-08-19,"TALLAPOOSA",3.7
"68553",2020-08-20,"TALLAPOOSA",3.1
"68554",2020-08-21,"TALLAPOOSA",3.7
"68555",2020-08-22,"TALLAPOOSA",3.7
"68556",2020-08-23,"TALLAPOOSA",3.4
"68557",2020-08-24,"TALLAPOOSA",4
"68558",2020-08-25,"TALLAPOOSA",3.9
"68559",2020-08-26,"TALLAPOOSA",3.6
"68560",2020-08-27,"TALLAPOOSA",4.9
"68561",2020-08-28,"TALLAPOOSA",4.4
"68562",2020-08-29,"TALLAPOOSA",4.4
"68563",2020-08-30,"TALLAPOOSA",4.7
"68564",2020-08-31,"TALLAPOOSA",4.9
"68565",2020-09-01,"TALLAPOOSA",5.1
"68566",2020-09-02,"TALLAPOOSA",5.7
"68567",2020-09-03,"TALLAPOOSA",4.6
"68568",2020-09-04,"TALLAPOOSA",4.9
"68569",2020-09-05,"TALLAPOOSA",5
"68570",2020-09-06,"TALLAPOOSA",4.7
"68571",2020-09-07,"TALLAPOOSA",4.3
"68572",2020-09-08,"TALLAPOOSA",4.6
"68573",2020-09-09,"TALLAPOOSA",4.6
"68574",2020-09-10,"TALLAPOOSA",5
"68575",2020-09-11,"TALLAPOOSA",5
"68576",2020-09-12,"TALLAPOOSA",5.3
"68577",2020-09-13,"TALLAPOOSA",5.1
"68578",2020-09-14,"TALLAPOOSA",4.7
"68579",2020-09-15,"TALLAPOOSA",4.6
"68580",2020-09-16,"TALLAPOOSA",4.4
"68581",2020-09-17,"TALLAPOOSA",4
"68582",2020-09-18,"TALLAPOOSA",3.3
"68583",2020-09-19,"TALLAPOOSA",2.7
"68584",2020-09-20,"TALLAPOOSA",2.9
"68585",2020-09-21,"TALLAPOOSA",3.7
"68586",2020-09-22,"TALLAPOOSA",3.1
"68587",2020-09-23,"TALLAPOOSA",3
"68588",2020-09-24,"TALLAPOOSA",3
"68589",2020-09-25,"TALLAPOOSA",3.1
"68590",2020-09-26,"TALLAPOOSA",3.3
"68591",2020-09-27,"TALLAPOOSA",4.9
"68592",2020-09-28,"TALLAPOOSA",4
"68593",2020-09-29,"TALLAPOOSA",4.3
"68594",2020-09-30,"TALLAPOOSA",4.4
"68595",2020-10-01,"TALLAPOOSA",5.3
"68596",2020-10-02,"TALLAPOOSA",5.1
"68597",2020-10-03,"TALLAPOOSA",5.6
"68598",2020-10-04,"TALLAPOOSA",4.3
"68599",2020-10-05,"TALLAPOOSA",4.6
"68600",2020-10-06,"TALLAPOOSA",4.6
"68601",2020-10-07,"TALLAPOOSA",4.4
"68602",2020-10-08,"TALLAPOOSA",4.3
"68603",2020-10-09,"TALLAPOOSA",5
"68604",2020-10-10,"TALLAPOOSA",4.9
"68605",2020-10-11,"TALLAPOOSA",4.6
"68606",2020-10-12,"TALLAPOOSA",5.7
"68607",2020-10-13,"TALLAPOOSA",6.9
"68608",2020-10-14,"TALLAPOOSA",8
"68609",2020-10-15,"TALLAPOOSA",7.9
"68610",2020-10-16,"TALLAPOOSA",7.7
"68611",2020-10-17,"TALLAPOOSA",8
"68612",2020-10-18,"TALLAPOOSA",7.9
"68613",2020-10-19,"TALLAPOOSA",7
"68614",2020-10-20,"TALLAPOOSA",6.7
"68615",2020-10-21,"TALLAPOOSA",6.6
"68616",2020-10-22,"TALLAPOOSA",7.7
"68617",2020-10-23,"TALLAPOOSA",8.6
"68618",2020-10-24,"TALLAPOOSA",8.4
"68619",2020-10-25,"TALLAPOOSA",9.7
"68620",2020-10-26,"TALLAPOOSA",10
"68621",2020-10-27,"TALLAPOOSA",9.3
"68622",2020-10-28,"TALLAPOOSA",8
"68623",2020-10-29,"TALLAPOOSA",7.4
"68624",2020-10-30,"TALLAPOOSA",7
"68625",2020-10-31,"TALLAPOOSA",7.1
"68626",2020-11-01,"TALLAPOOSA",7
"68627",2020-11-02,"TALLAPOOSA",8
"68628",2020-11-03,"TALLAPOOSA",8
"68629",2020-11-04,"TALLAPOOSA",8.7
"68630",2020-11-05,"TALLAPOOSA",9.6
"68631",2020-11-06,"TALLAPOOSA",10.7
"68632",2020-11-07,"TALLAPOOSA",11
"68633",2020-11-08,"TALLAPOOSA",11.6
"68634",2020-11-09,"TALLAPOOSA",11.7
"68635",2020-11-10,"TALLAPOOSA",15.6
"68636",2020-11-11,"TALLAPOOSA",17.7
"68637",2020-11-12,"TALLAPOOSA",18.9
"68638",2020-11-13,"TALLAPOOSA",18.7
"68639",2020-11-14,"TALLAPOOSA",20.3
"68640",2020-11-15,"TALLAPOOSA",20.9
"68641",2020-11-16,"TALLAPOOSA",21.6
"68642",2020-11-17,"TALLAPOOSA",20.1
"68643",2020-11-18,"TALLAPOOSA",19.4
"68644",2020-11-19,"TALLAPOOSA",18.7
"68645",2020-11-20,"TALLAPOOSA",20
"68646",2020-11-21,"TALLAPOOSA",18.7
"68647",2020-11-22,"TALLAPOOSA",18.4
"68648",2020-11-23,"TALLAPOOSA",18.6
"68649",2020-11-24,"TALLAPOOSA",19.6
"68650",2020-11-25,"TALLAPOOSA",19.4
"68651",2020-11-26,"TALLAPOOSA",17.3
"68652",2020-11-27,"TALLAPOOSA",16.3
"68653",2020-11-28,"TALLAPOOSA",16
"68654",2020-11-29,"TALLAPOOSA",16.1
"68655",2020-11-30,"TALLAPOOSA",18.4
"68656",2020-12-01,"TALLAPOOSA",17.3
"68657",2020-12-02,"TALLAPOOSA",16.7
"68658",2020-12-03,"TALLAPOOSA",17.7
"68659",2020-12-04,"TALLAPOOSA",17.4
"68660",2020-12-05,"TALLAPOOSA",17.6
"68661",2020-12-06,"TALLAPOOSA",17.4
"68662",2020-12-07,"TALLAPOOSA",14.3
"68663",2020-12-08,"TALLAPOOSA",13.6
"68664",2020-12-09,"TALLAPOOSA",14.9
"68665",2020-12-10,"TALLAPOOSA",16.4
"68666",2020-12-11,"TALLAPOOSA",17
"68667",2020-12-12,"TALLAPOOSA",17.4
"68668",2020-12-13,"TALLAPOOSA",16.9
"68669",2020-12-14,"TALLAPOOSA",19.1
"68670",2020-12-15,"TALLAPOOSA",22.3
"68671",2020-12-16,"TALLAPOOSA",24.1
"68672",2020-12-17,"TALLAPOOSA",26.4
"68673",2020-12-18,"TALLAPOOSA",27.7
"68674",2020-12-19,"TALLAPOOSA",28.6
"68675",2020-12-20,"TALLAPOOSA",29.4
"68676",2020-12-21,"TALLAPOOSA",30.7
"68677",2020-12-22,"TALLAPOOSA",32.1
"68678",2020-12-23,"TALLAPOOSA",31.4
"68679",2020-12-24,"TALLAPOOSA",29.3
"68680",2020-12-25,"TALLAPOOSA",26.7
"68681",2020-12-26,"TALLAPOOSA",28.6
"68682",2020-12-27,"TALLAPOOSA",29.1
"68683",2020-12-28,"TALLAPOOSA",28.1
"68684",2020-12-29,"TALLAPOOSA",26.3
"68685",2020-12-30,"TALLAPOOSA",26.1
"68686",2020-12-31,"TALLAPOOSA",27.4
"68687",2021-01-01,"TALLAPOOSA",28.3
"68688",2021-01-02,"TALLAPOOSA",26.6
"68689",2021-01-03,"TALLAPOOSA",27.9
"68690",2021-01-04,"TALLAPOOSA",29.3
"68691",2021-01-05,"TALLAPOOSA",31.6
"68692",2021-01-06,"TALLAPOOSA",32.3
"68693",2021-01-07,"TALLAPOOSA",32.4
"68694",2021-01-08,"TALLAPOOSA",32.7
"68695",2021-01-09,"TALLAPOOSA",31.6
"68696",2021-01-10,"TALLAPOOSA",29.9
"68697",2021-01-11,"TALLAPOOSA",27.7
"68698",2021-01-12,"TALLAPOOSA",24.7
"68699",2021-01-13,"TALLAPOOSA",23.1
"68700",2021-01-14,"TALLAPOOSA",23.4
"68701",2021-01-15,"TALLAPOOSA",24.6
"68702",2021-01-16,"TALLAPOOSA",25
"68703",2021-01-17,"TALLAPOOSA",25.4
"68704",2021-01-18,"TALLAPOOSA",25.3
"68705",2021-01-19,"TALLAPOOSA",25.1
"68706",2021-01-20,"TALLAPOOSA",25.7
"68707",2021-01-21,"TALLAPOOSA",24.7
"68708",2021-01-22,"TALLAPOOSA",25.4
"68709",2021-01-23,"TALLAPOOSA",25.3
"68710",2021-01-24,"TALLAPOOSA",25.3
"68711",2021-01-25,"TALLAPOOSA",24.3
"68712",2021-01-26,"TALLAPOOSA",24.3
"68713",2021-01-27,"TALLAPOOSA",24.6
"68714",2021-01-28,"TALLAPOOSA",23.1
"68715",2021-01-29,"TALLAPOOSA",21.9
"68716",2021-01-30,"TALLAPOOSA",21.6
"68717",2021-01-31,"TALLAPOOSA",20.4
"68718",2021-02-01,"TALLAPOOSA",21.3
"68719",2021-02-02,"TALLAPOOSA",18.9
"68720",2021-02-03,"TALLAPOOSA",16.4
"68721",2021-02-04,"TALLAPOOSA",15.1
"68722",2021-02-05,"TALLAPOOSA",14.1
"68723",2021-02-06,"TALLAPOOSA",13.4
"68724",2021-02-07,"TALLAPOOSA",13.6
"68725",2021-02-08,"TALLAPOOSA",12
"68726",2021-02-09,"TALLAPOOSA",12.1
"68727",2021-02-10,"TALLAPOOSA",12.7
"68728",2021-02-11,"TALLAPOOSA",14.1
"68729",2021-02-12,"TALLAPOOSA",14
"68730",2021-02-13,"TALLAPOOSA",14.3
"68731",2021-02-14,"TALLAPOOSA",13
"68732",2021-02-15,"TALLAPOOSA",12.4
"68733",2021-02-16,"TALLAPOOSA",11.1
"68734",2021-02-17,"TALLAPOOSA",10.7
"68735",2021-02-18,"TALLAPOOSA",9.4
"68736",2021-02-19,"TALLAPOOSA",9.4
"68737",2021-02-20,"TALLAPOOSA",9.3
"68738",2021-02-21,"TALLAPOOSA",10.9
"68739",2021-02-22,"TALLAPOOSA",10.9
"68740",2021-02-23,"TALLAPOOSA",11.7
"68741",2021-02-24,"TALLAPOOSA",10.4
"68742",2021-02-25,"TALLAPOOSA",10.4
"68743",2021-02-26,"TALLAPOOSA",10.6
"68744",2021-02-27,"TALLAPOOSA",11
"68745",2021-02-28,"TALLAPOOSA",9.4
"68746",2021-03-01,"TALLAPOOSA",10.1
"68747",2021-03-02,"TALLAPOOSA",9.6
"68748",2021-03-03,"TALLAPOOSA",9.7
"68749",2021-03-04,"TALLAPOOSA",9.1
"68750",2021-03-05,"TALLAPOOSA",7.7
"68751",2021-03-06,"TALLAPOOSA",7
"68752",2021-03-07,"TALLAPOOSA",6.7
"68753",2021-03-08,"TALLAPOOSA",5.4
"68754",2021-03-09,"TALLAPOOSA",4.9
"68755",2021-03-10,"TALLAPOOSA",4.3
"68756",2021-03-11,"TALLAPOOSA",4.1
"68757",2021-03-12,"TALLAPOOSA",4.4
"68758",2021-03-13,"TALLAPOOSA",4.1
"68759",2021-03-14,"TALLAPOOSA",4.1
"68760",2021-03-15,"TALLAPOOSA",4.3
"68761",2021-03-16,"TALLAPOOSA",4.7
"68762",2021-03-17,"TALLAPOOSA",4.7
"68763",2021-03-18,"TALLAPOOSA",4.4
"68764",2021-03-19,"TALLAPOOSA",4.1
"68765",2021-03-20,"TALLAPOOSA",4.1
"68766",2021-03-21,"TALLAPOOSA",3.9
"68767",2021-03-22,"TALLAPOOSA",2.9
"68768",2021-03-23,"TALLAPOOSA",2.3
"68769",2021-03-24,"TALLAPOOSA",2.4
"68770",2021-03-25,"TALLAPOOSA",2.4
"68771",2021-03-26,"TALLAPOOSA",2
"68772",2021-03-27,"TALLAPOOSA",2
"68773",2021-03-28,"TALLAPOOSA",2.1
"68774",2021-03-29,"TALLAPOOSA",2.3
"68775",2021-03-30,"TALLAPOOSA",2.6
"68776",2021-03-31,"TALLAPOOSA",2.7
"68777",2021-04-01,"TALLAPOOSA",2.4
"68778",2021-04-02,"TALLAPOOSA",3
"68779",2021-04-03,"TALLAPOOSA",2.6
"68780",2021-04-04,"TALLAPOOSA",2.4
"68781",2021-04-05,"TALLAPOOSA",2.7
"68782",2021-04-06,"TALLAPOOSA",3
"68783",2021-04-07,"TALLAPOOSA",3
"68784",2021-04-08,"TALLAPOOSA",3.1
"68785",2021-04-09,"TALLAPOOSA",2.9
"68786",2021-04-10,"TALLAPOOSA",3
"68787",2021-04-11,"TALLAPOOSA",2.9
"68788",2021-04-12,"TALLAPOOSA",2.6
"68789",2021-04-13,"TALLAPOOSA",2.7
"68790",2021-04-14,"TALLAPOOSA",2.4
"68791",2021-04-15,"TALLAPOOSA",2.7
"68792",2021-04-16,"TALLAPOOSA",3.4
"68793",2021-04-17,"TALLAPOOSA",4.3
"68794",2021-04-18,"TALLAPOOSA",5.3
"68795",2021-04-19,"TALLAPOOSA",5.3
"68796",2021-04-20,"TALLAPOOSA",5.4
"68797",2021-04-21,"TALLAPOOSA",5.7
"68798",2021-04-22,"TALLAPOOSA",5.1
"68799",2021-04-23,"TALLAPOOSA",4.7
"68800",2021-04-24,"TALLAPOOSA",3.9
"68801",2021-04-25,"TALLAPOOSA",3.3
"68802",2021-04-26,"TALLAPOOSA",4
"68803",2021-04-27,"TALLAPOOSA",4
"68804",2021-04-28,"TALLAPOOSA",5.1
"68805",2021-04-29,"TALLAPOOSA",6
"68806",2021-04-30,"TALLAPOOSA",5.7
"68807",2021-05-01,"TALLAPOOSA",6.3
"68808",2021-05-02,"TALLAPOOSA",6.7
"68809",2021-05-03,"TALLAPOOSA",6
"68810",2021-05-04,"TALLAPOOSA",5.7
"68811",2021-05-05,"TALLAPOOSA",4.9
"68812",2021-05-06,"TALLAPOOSA",5.1
"68813",2021-05-07,"TALLAPOOSA",5.1
"68814",2021-05-08,"TALLAPOOSA",4.6
"68815",2021-05-09,"TALLAPOOSA",4
"68816",2021-05-10,"TALLAPOOSA",4
"68817",2021-05-11,"TALLAPOOSA",3.7
"68818",2021-05-12,"TALLAPOOSA",4.3
"68819",2021-05-13,"TALLAPOOSA",3.3
"68820",2021-05-14,"TALLAPOOSA",3.6
"68821",2021-05-15,"TALLAPOOSA",3.7
"68822",2021-05-16,"TALLAPOOSA",3.9
"68823",2021-05-17,"TALLAPOOSA",3.9
"68824",2021-05-18,"TALLAPOOSA",3.9
"68825",2021-05-19,"TALLAPOOSA",2.9
"68826",2021-05-20,"TALLAPOOSA",3.1
"68827",2021-05-21,"TALLAPOOSA",3
"68828",2021-05-22,"TALLAPOOSA",2.9
"68829",2021-05-23,"TALLAPOOSA",2.7
"68830",2021-05-24,"TALLAPOOSA",2.4
"68831",2021-05-25,"TALLAPOOSA",2.3
"68832",2021-05-26,"TALLAPOOSA",2.4
"68833",2021-05-27,"TALLAPOOSA",2.7
"68834",2021-05-28,"TALLAPOOSA",2.7
"68835",2021-05-29,"TALLAPOOSA",2.7
"68836",2021-05-30,"TALLAPOOSA",2.4
"68837",2021-05-31,"TALLAPOOSA",2.1
"68838",2021-06-01,"TALLAPOOSA",2.1
"68839",2021-06-02,"TALLAPOOSA",2.1
"68840",2021-06-03,"TALLAPOOSA",1.6
"68841",2021-06-04,"TALLAPOOSA",1.3
"68842",2021-06-05,"TALLAPOOSA",1.3
"68843",2021-06-06,"TALLAPOOSA",1.3
"68844",2021-06-07,"TALLAPOOSA",1.6
"68845",2021-06-08,"TALLAPOOSA",1.9
"68846",2021-06-09,"TALLAPOOSA",1.7
"68847",2021-06-10,"TALLAPOOSA",2
"68848",2021-06-11,"TALLAPOOSA",2
"68849",2021-06-12,"TALLAPOOSA",2.1
"68850",2021-06-13,"TALLAPOOSA",2.3
"68851",2021-06-14,"TALLAPOOSA",2.6
"68852",2021-06-15,"TALLAPOOSA",2.4
"68853",2021-06-16,"TALLAPOOSA",2.7
"68854",2021-06-17,"TALLAPOOSA",2.4
"68855",2021-06-18,"TALLAPOOSA",2.4
"68856",2021-06-19,"TALLAPOOSA",2.3
"68857",2021-06-20,"TALLAPOOSA",2.3
"68858",2021-06-21,"TALLAPOOSA",1.9
"68859",2021-06-22,"TALLAPOOSA",2.1
"68860",2021-06-23,"TALLAPOOSA",1.7
"68861",2021-06-24,"TALLAPOOSA",1.6
"68862",2021-06-25,"TALLAPOOSA",1.9
"68863",2021-06-26,"TALLAPOOSA",2.1
"68864",2021-06-27,"TALLAPOOSA",2.3
"68865",2021-06-28,"TALLAPOOSA",2.4
"68866",2021-06-29,"TALLAPOOSA",1.9
"68867",2021-06-30,"TALLAPOOSA",2.1
"68868",2021-07-01,"TALLAPOOSA",2.7
"68869",2021-07-02,"TALLAPOOSA",2.6
"68870",2021-07-03,"TALLAPOOSA",2.3
"68871",2021-07-04,"TALLAPOOSA",2.7
"68872",2021-07-05,"TALLAPOOSA",2.7
"68873",2021-07-06,"TALLAPOOSA",5
"68874",2021-07-07,"TALLAPOOSA",6.1
"68875",2021-07-08,"TALLAPOOSA",7.1
"68876",2021-07-09,"TALLAPOOSA",7.9
"68877",2021-07-10,"TALLAPOOSA",9.3
"68878",2021-07-11,"TALLAPOOSA",10.1
"68879",2021-07-12,"TALLAPOOSA",11.7
"68880",2021-07-13,"TALLAPOOSA",11.1
"68881",2021-07-14,"TALLAPOOSA",11
"68882",2021-07-15,"TALLAPOOSA",12.1
"68883",2021-07-16,"TALLAPOOSA",12
"68884",2021-07-17,"TALLAPOOSA",11.4
"68885",2021-07-18,"TALLAPOOSA",10.9
"68886",2021-07-19,"TALLAPOOSA",11.9
"68887",2021-07-20,"TALLAPOOSA",13.4
"68888",2021-07-21,"TALLAPOOSA",13.1
"68889",2021-07-22,"TALLAPOOSA",12
"68890",2021-07-23,"TALLAPOOSA",13
"68891",2021-07-24,"TALLAPOOSA",14.1
"68892",2021-07-25,"TALLAPOOSA",15.6
"68893",2021-07-26,"TALLAPOOSA",16.1
"68894",2021-07-27,"TALLAPOOSA",16.4
"68895",2021-07-28,"TALLAPOOSA",19
"68896",2021-07-29,"TALLAPOOSA",21.1
"68897",2021-07-30,"TALLAPOOSA",22.6
"68898",2021-07-31,"TALLAPOOSA",22.3
"68899",2021-08-01,"TALLAPOOSA",23.4
"68900",2021-08-02,"TALLAPOOSA",26.3
"68901",2021-08-03,"TALLAPOOSA",29.3
"68902",2021-08-04,"TALLAPOOSA",29.1
"68903",2021-08-05,"TALLAPOOSA",32.1
"68904",2021-08-06,"TALLAPOOSA",35
"68905",2021-08-07,"TALLAPOOSA",35.7
"68906",2021-08-08,"TALLAPOOSA",35.1
"68907",2021-08-09,"TALLAPOOSA",35.7
"68908",2021-08-10,"TALLAPOOSA",32.1
"68909",2021-08-11,"TALLAPOOSA",34.4
"68910",2021-08-12,"TALLAPOOSA",32.7
"68911",2021-08-13,"TALLAPOOSA",30.3
"68912",2021-08-14,"TALLAPOOSA",32.7
